concept,title,true_score,false_score,ground_truth,confidence,unc_mean_logprobs,unc_mean_probs,unc_min_prob,unc_min_logprob,unc_median_prob,unc_median_logprobs,unc_PPL,unc_var_prob,unc_var_logprob,unc_entropy,unc_log_likelihood,unc_sqrt_normalized_log_likelihood,unc_mean_logprobs_no_stopwords,unc_mean_probs_no_stopwords,unc_min_prob_no_stopwords,unc_min_logprob_no_stopwords,unc_median_prob_no_stopwords,unc_median_logprobs_no_stopwords,unc_PPL_no_stopwords,unc_var_prob_no_stopwords,unc_var_logprob_no_stopwords,unc_entropy_no_stopwords,unc_log_likelihood_no_stopwords,unc_sqrt_normalized_log_likelihood_no_stopwords,unc_exp_mean_logprobs,unc_exp_mean_logprobs_no_stopwords,unc_Inv_PPL,unc_Inv_entropy,unc_Inv_PPL_no_stopwords,unc_Inv_entropy_no_stopwords,unc_Inv_entropy_normalized,unc_seq_len,unc_Inv_entropy_normalized_no_stopwords,unc_seq_len_no_stopwords,unc_Inv_entropy_normalized_v2,unc_Inv_entropy_normalized_v2_no_stopwords
Advances were made possible by new technologies.,Industrial Revolution,0.9687723399373316,0.0,1.0,0.9687723399373316,-3.043165794014931,0.25847205812247065,7.700989093383975e-05,-9.471576690673828,0.11072097468229736,-2.2342142462730408,20.971529798448145,0.07293623395099084,8.463552860269306,1.936396611892768,-30.431657940149307,-9.623335206601983,-2.8606319166719913,0.2499629869126621,7.700989093383975e-05,-9.471576690673828,0.11072097468229736,-2.2342142462730408,17.472564653661067,0.06954996344136885,7.795505879657459,1.616007466752353,-22.88505533337593,-8.091088907029743,20.971529798448145,17.472564653661067,0.047683693541231226,0.5164231303950335,0.0572325826129061,0.6188090219717074,5.164231303950335,10.0,4.950472175773659,8.0,1.6330733284424366,1.7502562227824385
The steam engine was a new technology.,Industrial Revolution,0.9870286397490344,0.0,1.0,0.9870286397490344,-2.292456596261925,0.2461853297501929,0.00962576905146514,-4.643311500549316,0.1647999670442968,-1.803022861480713,9.899226237541043,0.0715657143753104,2.5398839589870508,1.8870062430564865,-20.632109366357327,-6.877369788785775,-2.6493260003626347,0.25050072420638536,0.00962576905146514,-4.643311500549316,0.11136556302582315,-2.7795822620391846,14.144502042655972,0.09869989457339269,3.294022456845869,0.964455754852296,-15.895956002175808,-6.489496863177057,9.899226237541043,14.144502042655972,0.10101799635689494,0.529939953129273,0.07069884800357566,1.0368541998623333,4.769459578163457,9.0,6.221125199173999,6.0,1.589819859387819,2.539763727324444
The spinning jenny was a new technology.,Industrial Revolution,0.9900385388300688,0.0,1.0,0.9900385388300688,-2.2608540100065344,0.38472688139178557,0.0004491405431491515,-7.708174705505371,0.20596949109662385,-1.5800272226333618,9.591276716433358,0.14879150035828653,5.868357935059759,1.7749940097882413,-24.86939411007188,-7.498404456962088,-2.575923761530248,0.43075047185524373,0.0004491405431491515,-7.708174705505371,0.24293347639784493,-1.5842747688293457,13.143452968556762,0.19231341417836578,7.646870413116253,0.7874658193730345,-20.607390092241985,-7.28581263839039,9.591276716433358,13.143452968556762,0.10426140643889828,0.5633821829738462,0.07608350730909996,1.2698963883869667,6.197204012712309,11.0,10.159171107095734,8.0,1.8685273144956003,3.5918093905309196
The power loom was a new technology.,Industrial Revolution,0.988091732385712,0.0,1.0,0.988091732385712,-2.4671601213514807,0.28653358222796266,0.000474162839921328,-7.65395975112915,0.17039773662837054,-1.7698660492897034,11.788920165651447,0.08217051713307907,5.428860938960889,2.1204034161896588,-24.671601213514805,-7.801845335808094,-2.873670259756701,0.307335065895564,0.000474162839921328,-7.65395975112915,0.1741776589926279,-1.7476794719696045,17.701869575862172,0.11146489746467178,7.137999669002888,1.1570868395780052,-20.11569181829691,-7.6030168573186145,11.788920165651447,17.701869575862172,0.08482541114440914,0.4716083705415778,0.05649120821472863,0.8642393689005266,4.7160837054157785,10.0,6.049675582303686,7.0,1.4913566145120427,2.2865624433422025
These innovations allowed for the mass production of goods.,Industrial Revolution,0.9849195098867356,0.0,1.0,0.9849195098867356,-1.9832666359531383,0.38321472558419084,0.00019199200424520725,-8.558056831359863,0.20446890985689148,-1.5988603830337524,7.266441075238868,0.1325612775198085,5.063892226048112,2.2473049574821813,-23.79919963143766,-6.870237156854087,-2.2805125487761364,0.36262498755200345,0.00019199200424520725,-8.558056831359863,0.15488527747377523,-1.8650705814361572,9.781692719524433,0.13627600804940257,6.221705457320389,1.531678310323816,-20.52461293898523,-6.841537646328409,7.266441075238868,9.781692719524433,0.13761895123702317,0.4449774369386754,0.10223179450362228,0.6528786059447348,5.339729243264105,12.0,5.875907453502613,9.0,1.5414470579991237,1.9586358178342045
Mass production of goods led to a decrease in the cost of many items.,Industrial Revolution,0.9723897728758418,0.0,1.0,0.9723897728758418,-1.8486356486100703,0.37655249895640774,0.00031844247537645033,-8.052068710327148,0.2810857918315415,-1.325816571712494,6.351148410563423,0.10140024192807176,4.154348803650966,3.5725876114795017,-29.578170377761126,-7.394542594440281,-2.487891340255737,0.25144029906064935,0.00031844247537645033,-8.052068710327148,0.18388865263609894,-1.6938166618347168,12.035869789093173,0.047454832738465944,5.212447716538266,2.3863513208530507,-24.878913402557373,-7.8674032062170856,6.351148410563423,12.035869789093171,0.15745183947154653,0.27990916074018235,0.08308497994105864,0.4190497816736093,4.478546571842918,16.0,4.190497816736093,10.0,1.1196366429607294,1.3251517630848915
The cost of many items decreased.,Industrial Revolution,0.9706280575504252,0.0,1.0,0.9706280575504252,-2.720870756647653,0.3040149402387561,0.00012681984341919597,-8.972743034362793,0.16480098862318657,-1.8030166625976562,15.193546368123222,0.13580546787553957,6.912446671583135,1.3620590463226594,-24.487836809828877,-8.16261226994296,-3.2305796702525447,0.23423575591891974,0.00012681984341919597,-8.972743034362793,0.053980638204565376,-2.9191298484802246,25.294315084129124,0.11068818896748837,7.503981094574327,0.9989919281436108,-22.61405769176781,-8.547310398069282,15.193546368123222,25.294315084129124,0.0658174185125105,0.7341825618352151,0.03953457512780998,1.001009089090702,6.6076430565169355,9.0,7.007063623634913,7.0,2.202547685505645,2.6484211098492967
The Industrial Revolution had a significant impact.,Industrial Revolution,0.9857299837849258,0.0,1.0,0.9857299837849258,-1.876183302866088,0.37923605362313567,0.0015857395496017485,-6.446704387664795,0.3731380491774959,-0.9858068227767944,6.5285397913296235,0.09522022412853161,3.8719873345350013,1.983002185835257,-16.885649725794792,-5.628549908598264,-1.7525329167644184,0.4474968749446023,0.0015857395496017485,-6.446704387664795,0.4536873242800856,-0.8063616454601288,5.769197081000155,0.10434932645655913,4.800791723493064,1.2792359418710553,-10.51519750058651,-4.292811403504328,6.528539791329624,5.769197081000155,0.15317360879504371,0.5042858788271035,0.1733343454834167,0.7817166226094031,4.538572909443932,9.0,4.690299735656419,6.0,1.5128576364813107,1.9148068488448413
The Industrial Revolution affected the production of goods.,Industrial Revolution,0.9818653854998272,0.0,1.0,0.9818653854998272,-2.12876700386405,0.3431168450213202,0.0005938422157181378,-7.428896903991699,0.3501681691521691,-1.0504956245422363,8.40449770702359,0.07427464094005216,5.471562110737932,2.430405445419762,-21.2876700386405,-6.731752340022859,-2.540435973022665,0.34083920982322385,0.0005938422157181378,-7.428896903991699,0.3669801623525613,-1.002447485923767,12.685200170516799,0.09559912520609568,7.147722154657876,1.4371062184770462,-17.783051811158657,-6.721361806300365,8.40449770702359,12.6852001705168,0.11898391014662374,0.411453982661435,0.07883202366204835,0.6958427895884665,4.11453982661435,10.0,4.870899527119265,7.0,1.3011317375575637,1.8410269728485273
The Industrial Revolution affected the distribution of goods.,Industrial Revolution,0.9937414498252932,0.0,1.0,0.9937414498252932,-2.2554440673440697,0.34783050236674345,0.0005938439147167756,-7.42889404296875,0.24907845481362526,-1.4507810473442078,9.539528562821028,0.11550724691460146,5.304630760747132,1.916614410773147,-22.554440673440695,-7.132340387921456,-2.7988540466342653,0.2913187178058605,0.0005938439147167756,-7.42889404296875,0.13058469969301226,-2.035733222961426,16.425812766288075,0.10675089730280175,6.3743023834320125,1.1959672788432547,-19.591978326439857,-7.405071763361042,9.539528562821028,16.425812766288075,0.10482698315903781,0.5217533554892807,0.06087978806457449,0.8361432772368194,5.217533554892807,10.0,5.853002940657736,7.0,1.6499289801816432,2.2122271719871582
Most goods were produced by hand prior to the Industrial Revolution.,Industrial Revolution,0.9722506941345188,0.0,1.0,0.9722506941345188,-1.74099571014253,0.4730685742538414,0.0012564999515212642,-6.679425239562988,0.40831812912813464,-0.8957086801528931,5.703019150524389,0.121409412410883,4.680773885316812,2.4613172220286925,-22.63294423185289,-6.2772493032817325,-2.271498948956529,0.40146134350643653,0.0012564999515212642,-6.679425239562988,0.373137003863199,-0.9858096241950989,9.69392062132924,0.12815092421814428,5.76217188114888,1.526470647057248,-20.443490540608764,-6.814496846869588,5.703019150524389,9.69392062132924,0.1753457201538681,0.40628651644332525,0.10315743640397985,0.6551059477807938,5.281724713763228,13.0,5.895953530027144,9.0,1.4648868675660522,1.9653178433423812
Most goods were produced in small workshops prior to the Industrial Revolution.,Industrial Revolution,0.9608456498611134,0.0083129453374927,1.0,0.9608456498611134,-1.826536157168448,0.45592713288957754,0.0012564945592200393,-6.679429531097412,0.40887691919111757,-0.8962809443473816,6.212330809499066,0.10970145135642706,5.293943553778314,2.853517028446116,-25.57150620035827,-6.834272504679012,-2.3455188592895864,0.3849096928985955,0.0012564945592200393,-6.679429531097412,0.3042738019065436,-1.2161145210266113,10.43868753266388,0.11305387531659825,6.4105779840599,1.876069212818152,-23.455188592895865,-7.41718189023508,6.212330809499066,10.43868753266388,0.16097017861169494,0.3504447283934908,0.09579748381881174,0.5330293750185486,4.906226197508871,14.0,5.330293750185487,10.0,1.3112441066494924,1.6855868848346698
Most goods were produced at home prior to the Industrial Revolution.,Industrial Revolution,0.9754823074379024,0.0,1.0,0.9754823074379024,-1.815875391404216,0.4776527623373265,0.001256497554940085,-6.679427146911621,0.43432118371037753,-0.8339709639549255,6.146454376414438,0.13876702342998393,4.714214740093686,2.1048676101346686,-23.60638008825481,-6.547231833561143,-2.1621117821584144,0.44268865441224237,0.001256497554940085,-6.679427146911621,0.37313707058530066,-0.9858094453811646,8.689468560887686,0.14182202639160724,5.796714750478905,1.3673740598845736,-19.45900603942573,-6.486335346475244,6.146454376414438,8.689468560887686,0.16269542385887759,0.4750892622344169,0.11508183647744775,0.7313287777920949,6.176160409047419,13.0,6.581959000128854,9.0,1.7129586954085474,2.1939863333762846
New technologies were introduced.,Industrial Revolution,0.9609311804606672,0.0,1.0,0.9609311804606672,-3.197133719921112,0.11419545166350635,0.0006823804636564248,-7.289923191070557,0.08734133078798331,-2.441979765892029,24.462313772562375,0.015033760857587003,4.054861123256594,1.128480991784341,-19.182802319526672,-7.831346253252991,-3.3661728143692016,0.11799764355940308,0.0006823804636564248,-7.289923191070557,0.07949816939194394,-2.5320212841033936,28.96745082713465,0.01795377304982507,4.694388055196932,0.9046129440306768,-16.83086407184601,-7.526991236941315,24.46231377256237,28.96745082713465,0.04087920747389106,0.8861469597452516,0.034521505049497525,1.1054451592791805,5.31688175847151,6.0,5.527225796395903,5.0,2.1706078884944913,2.4718505215463304
Goods could be produced more efficiently.,Industrial Revolution,0.957109194693568,0.0,1.0,0.957109194693568,-2.4042181074619293,0.3230173521531621,3.4181178177733984e-05,-10.283835411071777,0.25283417051380824,-1.3750214576721191,11.069771525764896,0.07876657803395877,8.698175651837069,2.088582809881917,-21.637962967157364,-7.212654322385788,-2.6885999590158463,0.25354071552438384,3.4181178177733984e-05,-10.283835411071777,0.23366510583987607,-1.457242727279663,14.711065401540846,0.04516937295297801,9.057590270877595,1.9750701738088268,-21.50879967212677,-7.604509051671914,11.069771525764896,14.711065401540846,0.09033610112661311,0.47879356052755095,0.06797604202719806,0.5063111241620082,4.309142044747959,9.0,4.0504889932960655,8.0,1.436380681582653,1.4320641171405601
Goods were produced in large factories.,Industrial Revolution,0.9928983215462548,0.0,1.0,0.9928983215462548,-2.3679067640241556,0.2980434977593239,3.4181178177733984e-05,-10.283835411071777,0.1965184857600758,-1.6294475197792053,10.675023537434512,0.08702470816014889,7.6948054237739925,2.271374120036856,-23.679067640241556,-7.487978661235185,-2.5380493587176716,0.3259226302512397,3.4181178177733984e-05,-10.283835411071777,0.22514836828964815,-1.5090203881263733,12.654961588597287,0.10475390695969661,9.469674698597121,1.6479761000683248,-20.304394869741373,-7.178687650141735,10.675023537434512,12.654961588597288,0.09367660843962188,0.4402621264275802,0.07902038998688442,0.6068049166238152,4.402621264275802,10.0,4.8544393329905215,8.0,1.3922310870201637,1.7163034856081494
The shift from small-scale production to large-scale manufacturing occurred.,Industrial Revolution,0.9749398160672492,0.0,1.0,0.9749398160672492,-2.1857937483427423,0.38095781684915797,0.0002453543457509183,-8.312807083129883,0.308227590806994,-1.1769168376922607,8.897708292383927,0.12127361479056514,5.527654497857182,2.758584816564774,-32.78690622514114,-8.465542785575726,-2.5055561299668625,0.35668999907414123,0.0002453543457509183,-8.312807083129883,0.2748263903886161,-1.2990562319755554,12.250369869541252,0.13586052271092056,6.296606180941211,1.88926293412439,-30.06667355960235,-8.67950103663651,8.897708292383927,12.250369869541252,0.11238849006276808,0.3625047140095861,0.0816301883656879,0.5293069492539779,5.437570710143793,15.0,6.351683391047736,12.0,1.4039747202808097,1.8335730578143423
This shift had a profound impact on the economy.,Industrial Revolution,0.9918931065472784,0.0,1.0,0.9918931065472784,-2.5225408517501573,0.2796852660317539,0.0011677048647695365,-6.752715110778809,0.3510346470520608,-1.0468703508377075,12.460216038222866,0.0751349852617684,4.99247183490632,2.3088474757662425,-27.747949369251728,-8.366321523598797,-3.000480898788997,0.19459549084806058,0.0011677048647695365,-6.752715110778809,0.07127383045423513,-2.641226053237915,20.09519835646997,0.036553626683577346,5.326983473224759,1.4676335373452796,-21.00336629152298,-7.93852627179525,12.460216038222866,20.09519835646997,0.08025543031777359,0.4331165269668269,0.04976313158302485,0.6813690029248338,4.764281796635096,11.0,4.769583020473837,7.0,1.4364850104508111,1.802732932807152
This shift had a profound impact on the way people lived.,Industrial Revolution,0.9883423817822928,0.0,1.0,0.9883423817822928,-2.2070570868941455,0.313219137819241,0.0011676948423213,-6.752723693847656,0.35103251288241333,-1.0468764305114746,9.088929067516816,0.06731800694764685,4.628928239994723,3.090321636593582,-28.69174212962389,-7.957657494673023,-2.4385740293396845,0.2619420314877872,0.0011676948423213,-6.752723693847656,0.30961011006719286,-1.1724414825439453,11.456692182365012,0.04077694803558583,5.041909888692906,2.2491069305139817,-21.94716626405716,-7.315722088019053,9.088929067516816,11.456692182365012,0.110023963502359,0.32359091304887144,0.0872852289371337,0.44462092327974506,4.20668186963533,13.0,4.001588309517706,9.0,1.1667236292719152,1.3338627698392351
This shift had a profound impact on the way people worked.,Industrial Revolution,0.9968722231177674,0.0,1.0,0.9968722231177674,-2.2915775030851364,0.28167052784011837,0.0011677082056047315,-6.752712249755859,0.30961180785830583,-1.172435998916626,9.890527719264352,0.062061149411445034,4.402056849365502,3.0902425523910084,-29.790507540106773,-8.262400189073198,-2.560657752884759,0.21637221451435418,0.0011677082056047315,-6.752712249755859,0.18470704032796112,-1.6889842748641968,12.944328685581326,0.0278714870042879,4.653092990207696,2.2490275970231224,-23.04591977596283,-7.681973258654277,9.890527719264352,12.944328685581326,0.10110683963326267,0.3235991942529791,0.07725390974611908,0.44463660709349623,4.206789525288729,13.0,4.001729463841466,9.0,1.1667534875779482,1.3339098212804887
The Industrial Revolution had a significant impact on society.,Industrial Revolution,0.990760014464023,0.0,1.0,0.990760014464023,-1.3252684274180369,0.4376695158798689,0.019080610751176192,-3.95908260345459,0.421935173109434,-0.8629035949707031,3.7631953642519527,0.10080786769853435,1.5212136904964988,2.5234370626498435,-14.577952701598406,-4.395418120249977,-1.1637751811317034,0.44935452663169295,0.04015381506826214,-3.2150378227233887,0.421935173109434,-0.8629035949707031,3.201998612116393,0.08483072058515954,1.0390543736333184,1.7622024256502575,-8.146426267921925,-3.079059711263636,3.7631953642519527,3.201998612116393,0.26573161986204236,0.39628489840357145,0.3123049448603727,0.567471696465857,4.359133882439286,11.0,3.9723018752609995,7.0,1.3143283180887562,1.501388984916589
The Industrial Revolution had a significant impact on culture.,Industrial Revolution,0.9845409274046496,0.0,1.0,0.9845409274046496,-1.6946715539829298,0.41971511968738295,0.0011053214350682805,-6.807619094848633,0.37313404586201415,-0.985817551612854,5.444857329790302,0.1061820950600083,3.7730474475046054,2.389201470658265,-18.641387093812227,-5.620589687449894,-1.7442665642925672,0.4211404530008043,0.0011053214350682805,-6.807619094848633,0.37313404586201415,-0.985817551612854,5.721703434506731,0.09364582506492143,4.642609797643674,1.6279665963435686,-12.20986595004797,-4.6148955493231885,5.444857329790302,5.721703434506731,0.18365954136736087,0.4185498846710835,0.17477312682253868,0.6142632178362942,4.604048731381919,11.0,4.29984252485406,7.0,1.3881729235005091,1.62518771392913
The Industrial Revolution led to the growth of cities.,Industrial Revolution,0.9744323311541973,0.0,1.0,0.9744323311541973,-1.2026849429715762,0.44660980787794674,0.03707155979458445,-3.294905185699463,0.3731372929923924,-0.9858088493347168,3.3290432252772795,0.1072604202066386,1.0557187341714993,2.565165904876488,-13.22953437268734,-3.9888546968467002,-1.4276068242532867,0.37387693896844715,0.03707155979458445,-3.294905185699463,0.3731372929923924,-0.9858088493347168,4.168710787135575,0.08207290343366445,1.1936286157200158,1.7705740318604273,-9.993247769773006,-3.7770926269528893,3.3290432252772795,4.168710787135575,0.30038660730117406,0.3898383329120967,0.23988231639526253,0.5647885838183518,4.288221662033063,11.0,3.9535200867284623,7.0,1.2929474791670812,1.4942901361117178
People moved from rural areas to urban centers.,Industrial Revolution,0.9950530908587778,0.0,1.0,0.9950530908587778,-2.066124450415373,0.35153651992721746,0.0011873894113378644,-6.735998153686523,0.37086458607674055,-0.9919370412826538,7.894169511061184,0.08364662156816942,4.2913579383658895,2.217844369411865,-20.66124450415373,-6.533659192676203,-2.4966074116528034,0.2577514641335571,0.0011873894113378644,-6.735998153686523,0.26071752567896755,-1.4382059574127197,12.14123380259258,0.05416198699593222,4.425056156798105,1.7894475611253693,-19.972859293222427,-7.061472122961166,7.894169511061184,12.14123380259258,0.12667576983225606,0.45088826510634883,0.08236395215340181,0.5588316873455113,4.508882651063488,10.0,4.47065349876409,8.0,1.4258338879778847,1.5806147026557265
People moved in search of work in factories.,Industrial Revolution,0.9902747441613258,0.0,1.0,0.9902747441613258,-2.119292106579947,0.31947479107158683,0.0011873565726911988,-6.736025810241699,0.18380702010983915,-1.69386887550354,8.325242017207172,0.1061981057465487,3.6062740314578092,2.1933975601541014,-23.312213172379415,-7.02889673868757,-2.1646896495003602,0.3165412417979334,0.0011873565726911988,-6.736025810241699,0.27847136700737546,-1.339840978384018,8.711897755432814,0.09195873120617265,4.257639211195999,1.7424672180181682,-17.317517196002882,-6.122666921304141,8.325242017207172,8.711897755432814,0.12011662819328646,0.45591370126706215,0.11478555282359593,0.5738988886903543,5.015050713937684,11.0,4.591191109522835,8.0,1.5120946838850244,1.6232311836334927
