concept,title,true_score,false_score,ground_truth,confidence,unc_mean_logprobs,unc_mean_probs,unc_min_prob,unc_min_logprob,unc_median_prob,unc_median_logprobs,unc_PPL,unc_var_prob,unc_var_logprob,unc_entropy,unc_log_likelihood,unc_sqrt_normalized_log_likelihood,unc_mean_logprobs_no_stopwords,unc_mean_probs_no_stopwords,unc_min_prob_no_stopwords,unc_min_logprob_no_stopwords,unc_median_prob_no_stopwords,unc_median_logprobs_no_stopwords,unc_PPL_no_stopwords,unc_var_prob_no_stopwords,unc_var_logprob_no_stopwords,unc_entropy_no_stopwords,unc_log_likelihood_no_stopwords,unc_sqrt_normalized_log_likelihood_no_stopwords,unc_exp_mean_logprobs,unc_exp_mean_logprobs_no_stopwords,unc_Inv_PPL,unc_Inv_entropy,unc_Inv_PPL_no_stopwords,unc_Inv_entropy_no_stopwords,unc_Inv_entropy_normalized,unc_seq_len,unc_Inv_entropy_normalized_no_stopwords,unc_seq_len_no_stopwords,unc_Inv_entropy_normalized_v2,unc_Inv_entropy_normalized_v2_no_stopwords
Pablo Picasso is known for co-founding the Cubist movement.,Pablo Picasso,0.9991603527012368,0.0,1.0,0.9991603527012368,-1.1385612527613858,0.5657683719675088,0.0002803488648911742,-8.179475784301758,0.5567235040067332,-0.5856865644454956,3.1222729704787717,0.11064820178684427,3.5420238857720405,3.4731742324854293,-19.355541296943557,-4.69440830637076,-1.1580046421108168,0.5830438260436853,0.0002803488648911742,-8.179475784301758,0.500627860985186,-0.7078417539596558,3.183574563651002,0.11433977794993778,4.115967516330376,2.7445050224185024,-16.212064989551436,-4.332856623072453,3.122272970478772,3.183574563651002,0.32027949172126974,0.2879210581049349,0.3141123224873286,0.36436442703930044,4.894657987783893,17.0,5.101101978550206,14.0,1.1871289344062463,1.3633268499092532
Pablo Picasso co-founded the Cubist movement with Georges Braque.,Pablo Picasso,0.9978791140636704,0.0,1.0,0.9978791140636704,-0.9676044368696037,0.6341961924140973,0.0001922723484240148,-8.556597709655762,0.6023466216119568,-0.509809285402298,2.631632660042621,0.10117422690937491,3.666709765983146,3.39904834702047,-17.416879863652866,-4.105197952900125,-0.9821442533975642,0.6595359047182063,0.0001922723484240148,-8.556597709655762,0.6684436209567828,-0.4032687693834305,2.67017564100789,0.10754717231304832,4.120449115707254,2.682909681466695,-15.714308054361027,-3.9285770135902567,2.631632660042621,2.67017564100789,0.3799922440481508,0.2941999930293953,0.37450719894311446,0.3727296550114647,5.295599874529115,18.0,5.963674480183435,16.0,1.2481848605767225,1.4909186200458588
Pablo Picasso is known for his innovative use of form.,Pablo Picasso,0.9957518603817596,0.0,1.0,0.9957518603817596,-1.6530617099113962,0.4661725977407216,0.0026692030808229375,-5.925975322723389,0.30260202048966334,-1.2158302068710327,5.222946519141946,0.1619031058572827,3.332343069513001,2.1643324389888425,-23.142863938759547,-6.185190557683138,-1.8706270453086207,0.4214395478917309,0.0026692030808229375,-5.925975322723389,0.24196204606518298,-1.4189743995666504,6.492366130924543,0.1562565480176995,3.7187240889106135,1.753617822653575,-20.57689749839483,-6.204168031979846,5.222946519141946,6.492366130924543,0.19146280673850083,0.46203622973335434,0.15402704958932983,0.5702496787394643,6.468507216266961,14.0,6.272746466134107,11.0,1.728781271938987,1.89130422119951
Picasso's work is characterized by its diversity.,Pablo Picasso,0.99217139143194,0.0,1.0,0.99217139143194,-1.9100847293351155,0.3440122763441746,0.004492688618105709,-5.405303955078125,0.16696013585356625,-1.7935434579849243,6.753661007496262,0.14322971113551541,2.350248125160005,2.064754942880132,-22.921016752021387,-6.616727595939735,-2.1472416832344607,0.29418829690887727,0.004492688618105709,-5.405303955078125,0.11965711726573441,-2.163362681865692,8.561211266462625,0.13359971181916902,2.3964697928886247,1.654919816282288,-21.472416832344607,-6.790174405874682,6.753661007496262,8.561211266462625,0.14806784037428658,0.4843189761808234,0.1168059015103813,0.6042588832167474,5.811827714169881,12.0,6.042588832167473,10.0,1.6777301476298538,1.9108343673546138
Picasso's work is characterized by its eclecticism.,Pablo Picasso,0.9983440441104848,0.0,1.0,0.9983440441104848,-1.8880709483720628,0.37066719278264726,0.0015430368279400674,-6.474002838134766,0.1432630427061424,-1.9453545212745667,6.60661188532769,0.15718375487891606,2.889317102266933,2.2697381464956137,-26.43299327720888,-7.06451461072961,-2.082032751854664,0.33358972211793,0.0015430368279400674,-6.474002838134766,0.12605884481156687,-2.0727972984313965,8.020756562092135,0.15427342008855047,3.0355488603885195,1.8599027274520128,-24.984393022255972,-7.212373018469447,6.60661188532769,8.020756562092135,0.151363515423216,0.4405794569492347,0.12467651801405127,0.5376625267763099,6.168112397289286,14.0,6.451950321315718,12.0,1.6484973795549558,1.8625176274048612
Picasso's work ranges from naturalistic depictions.,Pablo Picasso,0.9995986052604322,0.0,1.0,0.9995986052604322,-2.3515270942141515,0.4091465241905806,0.00028262016191277006,-8.171406745910645,0.2172299423419162,-1.5267988443374634,10.501594410074274,0.1678267032471779,6.376828342890873,1.6816416602804989,-30.569852224783972,-8.478551513831963,-2.5381284212732376,0.36876155941727257,0.00028262016191277006,-8.171406745910645,0.1518068223472092,-1.9878775477409363,12.655962161754486,0.16060997191447202,6.455569986415689,1.5812617441603407,-30.457541055278853,-8.792334763559662,10.501594410074274,12.655962161754486,0.09522363566437979,0.5946570090522135,0.07901414267987751,0.6324063702249407,7.730541117678775,13.0,7.58887644269929,12.0,2.144066337451809,2.190719928519622
Picasso's work includes highly abstract compositions.,Pablo Picasso,0.9946659637624352,0.0,1.0,0.9946659637624352,-2.4585690747674867,0.3343596954786289,0.0006170584544815063,-7.390546798706055,0.14824120510855024,-2.0045650005340576,11.6880748071689,0.15707377056746727,4.8913471648186135,1.648255235673889,-29.502828897209838,-8.516733102829786,-2.4585690747674867,0.3343596954786289,0.0006170584544815063,-7.390546798706055,0.14824120510855024,-2.0045650005340576,11.6880748071689,0.15707377056746727,4.8913471648186135,1.648255235673889,-29.502828897209838,-8.516733102829786,11.6880748071689,11.6880748071689,0.08555728950217263,0.606702152892692,0.08555728950217263,0.606702152892692,7.280425834712305,12.0,7.280425834712305,12.0,2.1016779077431273,2.1016779077431273
"Picasso created ""Les Demoiselles d'Avignon"" in 1907.",Pablo Picasso,0.9995024950966258,0.0,1.0,0.9995024950966258,-0.8568296519039326,0.6944556088776342,0.004323067933637624,-5.443789958953857,0.8556617186617265,-0.15592844039201736,2.3556805153497464,0.12687451511107659,2.175684261869501,2.6106724016938347,-18.850252341886517,-4.018887302774228,-0.9033863287681015,0.6910739134458033,0.004323067933637624,-5.443789958953857,0.8556617186617265,-0.15592844039201736,2.4679462542704216,0.1321230440595294,2.3542028424986112,2.251693913503261,-18.06772657536203,-4.040066482138897,2.3556805153497464,2.4679462542704216,0.4245057822926088,0.3830430809132499,0.4051952096888843,0.4441100959606744,8.426947780091497,22.0,8.882201919213488,20.0,1.7966313034068284,1.9861207281240458
"Picasso created ""Guernica"" in 1937.",Pablo Picasso,0.9994450948168604,0.0,1.0,0.9994450948168604,-1.0829931196385587,0.5823042313250986,0.004323069995037543,-5.443789482116699,0.5749992824979744,-0.5584223568439484,2.953506532775329,0.1232918308972265,2.307038155815234,2.839408527583485,-17.32788991421694,-4.331972478554235,-1.0932103312613133,0.5948139599101894,0.004323069995037543,-5.443789482116699,0.6325601040459639,-0.45798003673553467,2.9838378207840277,0.12900739334201275,2.459170436922743,2.4724809122522315,-16.398154968919698,-4.233985406876959,2.953506532775329,2.983837820784028,0.3385805952696937,0.3521860240558842,0.3351388580955924,0.4044520606992595,5.634976384894147,16.0,6.066780910488893,15.0,1.4087440962235367,1.5664360954275034
"""Les Demoiselles d'Avignon"" is one of Picasso's most famous works.",Pablo Picasso,0.9997415548027152,0.0,1.0,0.9997415548027152,-1.1298736938140634,0.6813176067906326,1.9605933273900116e-06,-13.142263412475586,0.8477686378404545,-0.16514751315116882,3.0952655242510665,0.11888996392492164,7.4407769667498584,3.272719392015848,-25.987094957723457,-5.418683878155269,-1.2695262047633151,0.6562728085726242,1.9605933273900116e-06,-13.142263412475586,0.8211372428940635,-0.19759122282266617,3.5591658469833467,0.12559475155807892,8.396285060547884,2.934068513793461,-25.3905240952663,-5.677493786136179,3.0952655242510665,3.5591658469833467,0.32307406009762635,0.3055562913336255,0.2809647099888793,0.3408236703740427,7.027794700673387,23.0,6.8164734074808555,20.0,1.4653964941243263,1.5242097905946814
"""Guernica"" is one of Picasso's most famous works.",Pablo Picasso,0.9985259811345386,0.0,1.0,0.9985259811345386,-1.271412815872549,0.5985456667506235,7.841816419255451e-05,-9.453454971313477,0.6397543851706325,-0.4466709494590759,3.5658869468671903,0.12955046333372613,5.205636818514201,2.841081261436333,-21.614017869833333,-5.242169333606498,-1.410489644515231,0.5696982897379919,7.841816419255451e-05,-9.453454971313477,0.5471342810130426,-0.6030610203742981,4.097961457255801,0.1356602256198432,5.7289556463684415,2.545418856529792,-21.157344667728466,-5.462802903205509,3.5658869468671903,4.097961457255801,0.28043513855046637,0.3519786686757568,0.24402376899602413,0.39286265104648255,5.983637367487865,17.0,5.892939765697238,15.0,1.4512452289144273,1.5215505048499227
"""The Weeping Woman"" is one of Picasso's most famous works.",Pablo Picasso,0.9583543827991816,0.0289397933048565,1.0,0.9583543827991816,-1.3357263382622477,0.5698467023183762,0.00015572768340976276,-8.767401695251465,0.6037639533071002,-0.504578709602356,3.8027570314910184,0.13237674402995037,4.583389345051595,3.046864573798742,-24.04307408872046,-5.66700690956827,-1.279357329482203,0.576851706334561,0.00015572768340976276,-8.767401695251465,0.6059817225605846,-0.500905454158783,3.5943290138472017,0.12631471312378398,4.734719290317754,2.674155528877105,-19.190359942233044,-4.954929630932967,3.8027570314910175,3.5943290138472017,0.2629671030041883,0.32820625130483866,0.27821604425957847,0.37394982797425635,5.907712523487095,18.0,5.609247419613846,15.0,1.3924611955528052,1.4483014560614234
His art often reflected his personal experiences.,Pablo Picasso,0.997756274523553,0.0,1.0,0.997756274523553,-2.800686604446835,0.1943251256648978,0.00039535903855103386,-7.835716247558594,0.07755000587999566,-2.5568323135375977,16.45594161579829,0.04625282367191455,4.51633681506852,1.8100214240585688,-25.206179440021515,-8.402059813340506,-2.800686604446835,0.1943251256648978,0.00039535903855103386,-7.835716247558594,0.07755000587999566,-2.5568323135375977,16.45594161579829,0.04625282367191455,4.51633681506852,1.8100214240585688,-25.206179440021515,-8.402059813340506,16.45594161579829,16.45594161579829,0.06076832449623936,0.5524796484219084,0.06076832449623936,0.5524796484219084,4.972316835797176,9.0,4.972316835797176,9.0,1.6574389452657252,1.6574389452657252
His art often reflected his political beliefs.,Pablo Picasso,0.9917356232873048,0.0,1.0,0.9917356232873048,-2.5180336468749576,0.2572169477062517,0.0003953567762949413,-7.835721969604492,0.13254860962714568,-2.020805835723877,12.404181665808611,0.06430490908532699,5.027147234886096,1.9431287519872904,-22.66230282187462,-7.554100940624873,-2.5180336468749576,0.2572169477062517,0.0003953567762949413,-7.835721969604492,0.13254860962714568,-2.020805835723877,12.404181665808611,0.06430490908532699,5.027147234886096,1.9431287519872904,-22.66230282187462,-7.554100940624873,12.404181665808611,12.404181665808611,0.08061797440103934,0.5146339371373476,0.08061797440103934,0.5146339371373476,4.631705434236129,9.0,4.631705434236129,9.0,1.5439018114120429,1.5439018114120429
He was not afraid to tackle controversial subjects.,Pablo Picasso,0.993760523186102,0.0,1.0,0.993760523186102,-3.0182954907417296,0.22494230678501848,0.0009946166498869104,-6.913153171539307,0.18688370817978683,-1.804556429386139,20.456393838103402,0.04671609592044771,5.85823541498548,2.064985464171,-30.182954907417297,-9.544688402159526,-3.612436555325985,0.14914881861932708,0.0009946166498869104,-6.913153171539307,0.05382016830688322,-3.4958643913269043,37.05623246693003,0.029214227488278427,5.556128237541888,1.3941155276915853,-28.89949244260788,-10.217513539508706,20.4563938381034,37.05623246693003,0.04888447142317603,0.4842649100203016,0.026986013780338484,0.7173006685147733,4.842649100203015,10.0,5.738405348118186,8.0,1.5313801065606503,2.0288326674257604
Picasso was a prolific printmaker.,Pablo Picasso,0.9986648175502976,0.0,1.0,0.9986648175502976,-1.7563363929829476,0.45326638504583144,0.0005024779951597268,-7.595958709716797,0.35618704451494426,-1.032299280166626,5.791181867700996,0.12314631923034515,4.9405134753842805,2.1672534351862014,-19.319700322812423,-5.825108821170628,-1.9042561674852752,0.47931808658726716,0.0005024779951597268,-7.595958709716797,0.36324121548221733,-1.012688159942627,6.714411372180816,0.14677165595027153,5.917995631485747,1.4344377387102498,-17.138305507367477,-5.712768502455826,5.791181867700996,6.714411372180816,0.1726763245991761,0.4614135032685202,0.14893338292366257,0.6971372636215866,5.075548535953722,11.0,6.274235372594279,9.0,1.5303354635451065,2.09141179086476
Picasso created thousands of prints.,Pablo Picasso,0.998958325819612,0.0,1.0,0.998958325819612,-2.7835840215993812,0.3244160560024688,0.0002814286733494186,-8.175631523132324,0.10652317455206947,-2.2575902938842773,16.176895517168177,0.16162248896117923,6.619501154041664,0.9761063708956468,-22.26867217279505,-7.873164550701774,-3.1798840586728017,0.22925248300878084,0.0002814286733494186,-8.175631523132324,0.08638471153689618,-2.448944568634033,24.04396570115955,0.11226257095623358,6.30871442097246,0.9667121254055172,-22.259188410709612,-8.413182417266956,16.176895517168177,24.04396570115955,0.06181655800018752,1.0244785095321414,0.04159047689673646,1.0344341130308252,8.195828076257131,8.0,7.241038791215776,7.0,2.8976628050802575,2.736855410761243
Picasso created prints throughout his career.,Pablo Picasso,0.9994970144996403,0.0,1.0,0.9994970144996403,-2.9248860442053735,0.38462051468503516,1.9736079078386582e-05,-10.833062171936035,0.36323982982958875,-1.0126919746398926,18.632102692848953,0.13673850629134068,12.130178171054824,1.403714402704164,-26.32397439784836,-8.77465813261612,-2.9248860442053735,0.38462051468503516,1.9736079078386582e-05,-10.833062171936035,0.36323982982958875,-1.0126919746398926,18.632102692848953,0.13673850629134068,12.130178171054824,1.403714402704164,-26.32397439784836,-8.77465813261612,18.63210269284896,18.63210269284896,0.05367080766379645,0.7123956255443168,0.05367080766379645,0.7123956255443168,6.411560629898851,9.0,6.411560629898851,9.0,2.1371868766329505,2.1371868766329505
Pablo Picasso was involved in visual art.,Pablo Picasso,0.992197800409328,0.0,1.0,0.992197800409328,-2.1174271727478216,0.4965448334958415,9.76617865436428e-05,-9.234000205993652,0.36324073916353006,-1.012689471244812,8.309730460218098,0.1481272686859306,9.68879660458734,1.852346896394199,-23.291698900226038,-7.022711452907571,-2.4848795497156164,0.45711983920526816,9.76617865436428e-05,-9.234000205993652,0.3085776619383436,-1.1757817268371582,11.999674803537838,0.15943139514936647,11.06772624531504,1.4096913182650137,-22.363915947440546,-7.454638649146848,8.309730460218098,11.999674803537838,0.1203408467684226,0.539855683590699,0.0833355917032995,0.7093751568469304,5.938412519497689,11.0,6.384376411622374,9.0,1.7904987434111732,2.128125470540791
Pablo Picasso was involved in theater.,Pablo Picasso,0.9923393381931744,0.0,1.0,0.9923393381931744,-2.0923499983444342,0.5203412400714837,0.00025917104512476757,-8.25802230834961,0.3973682751520433,-0.9265931248664856,8.103937043494355,0.15617935661345736,9.302514765140478,1.5140206653511163,-20.923499983444344,-6.61659165701795,-2.4994651261586114,0.4819369624796978,0.00025917104512476757,-8.25802230834961,0.3096472707849588,-1.1875295042991638,12.17597960569537,0.1731525381061897,10.763970726401851,1.0713659443950942,-19.99572100926889,-7.069554960184174,8.103937043494355,12.17597960569537,0.12339681251630352,0.6604929661036629,0.08212891548637659,0.933387891627087,6.604929661036629,10.0,7.467103133016696,8.0,2.0886621514079637,2.6400196305877106
Pablo Picasso was involved in dance.,Pablo Picasso,0.9920854998960672,0.0,1.0,0.9920854998960672,-2.156675514316885,0.5203396634771383,0.00013615596108586223,-8.90170955657959,0.397366899227228,-0.9265972375869751,8.642358450000962,0.15618637093731755,10.133613790618863,1.5131327752625716,-21.566755143168848,-6.820006799156434,-2.5798723582629464,0.4819348923286979,0.00013615596108586223,-8.90170955657959,0.3097001341757716,-1.1873206496238708,13.195453761521561,0.17316124909969638,11.736080698140535,1.070477656575629,-20.63897886610357,-7.2969809564938375,8.642358450000962,13.19545376152156,0.11570915575711728,0.6608805362942929,0.07578367656563942,0.9341624216603627,6.6088053629429275,10.0,7.473299373282901,8.0,2.0898877559635403,2.642210332342758
Pablo Picasso designed sets for various productions.,Pablo Picasso,0.9928519030461632,4.507539616027675e-05,1.0,0.9928519030461632,-2.568033171989858,0.45900875385173623,8.84577184278258e-05,-9.332985877990723,0.30260168842645285,-1.2158309817314148,13.040151466886899,0.19196306527435503,9.243600019028545,1.2087888646109948,-30.816398063878296,-8.895927858817398,-2.7818540058876597,0.4274884515062061,8.84577184278258e-05,-9.332985877990723,0.2419622479741325,-1.4189735651016235,16.148933428157363,0.19749189950712556,9.535295105380671,1.0347475131915709,-30.60039406476426,-9.226365959076489,13.0401514668869,16.148933428157363,0.07668622581105125,0.8272743315862808,0.06192359417721017,0.9664193315291034,9.92729197903537,12.0,10.630612646820136,11.0,2.8657623482100414,3.205250312828118
Pablo Picasso was a complex artist.,Pablo Picasso,0.9973796268869084,0.0,1.0,0.9973796268869084,-1.8738281395926606,0.4642415273481421,4.098116780125626e-05,-10.102397918701172,0.3781362050257488,-0.9732773900032043,6.513182106210779,0.1387207203284328,8.134725315190542,1.9320929894702383,-18.738281395926606,-5.925564864828746,-2.1204896304625436,0.4772360838930956,4.098116780125626e-05,-10.102397918701172,0.30260187531500393,-1.2158291935920715,8.335217665197389,0.17246415441994387,9.863652429440013,1.2023830539451612,-16.96391704370035,-5.997650388543283,6.513182106210779,8.335217665197389,0.15353478279786303,0.5175734322571041,0.1199728717553915,0.8316817146739398,5.17573432257104,10.0,6.6534537173915185,8.0,1.6367109023233122,2.352351120939193
Pablo Picasso was a multifaceted artist.,Pablo Picasso,0.9907044294327252,0.0,1.0,0.9907044294327252,-1.469068755619586,0.561198747262789,5.0189967771711026e-05,-9.89969539642334,0.43149197142288076,-0.840506374835968,4.345186825556624,0.14358628182943922,6.574697185406412,2.203022054903524,-19.09789382305462,-5.296802725568495,-1.5748661746461452,0.5882779898649607,5.0189967771711026e-05,-9.89969539642334,0.6660861795304499,-0.4063362181186676,4.830095185659344,0.16485929506726338,7.696945435715162,1.47331189274984,-17.323527921107598,-5.223240196323582,4.345186825556624,4.830095185659344,0.23013970173121354,0.45392191956234984,0.20703525739389597,0.6787429090343972,5.900984954310548,13.0,7.466171999378369,11.0,1.6366387560390927,2.2511355583814217
Pablo Picasso's work continues to inspire artists today.,Pablo Picasso,0.9546201846675072,0.0,1.0,0.9546201846675072,-1.520770719509788,0.5262930845898686,0.00045035264709631804,-7.705479621887207,0.3816525916061965,-0.9644096791744232,4.575750456622596,0.15772742844643486,4.388956695827123,2.174798516906564,-21.290790073137032,-5.69020299624332,-1.636688625048219,0.4909112174987993,0.00045035264709631804,-7.705479621887207,0.363239743226475,-1.0126922130584717,5.13812704561107,0.15233403629379774,4.538451297810453,2.161150739371996,-21.27695212562685,-5.90116475958001,4.575750456622596,5.13812704561107,0.21854338637559997,0.4598127101090732,0.19462344763432593,0.4627164509082729,6.437377941527025,14.0,6.015313861807548,13.0,1.7204616233121588,1.6683478897504938
