concept,title,true_score,false_score,ground_truth,confidence,unc_mean_logprobs,unc_mean_probs,unc_min_prob,unc_min_logprob,unc_median_prob,unc_median_logprobs,unc_PPL,unc_var_prob,unc_var_logprob,unc_entropy,unc_log_likelihood,unc_sqrt_normalized_log_likelihood,unc_mean_logprobs_no_stopwords,unc_mean_probs_no_stopwords,unc_min_prob_no_stopwords,unc_min_logprob_no_stopwords,unc_median_prob_no_stopwords,unc_median_logprobs_no_stopwords,unc_PPL_no_stopwords,unc_var_prob_no_stopwords,unc_var_logprob_no_stopwords,unc_entropy_no_stopwords,unc_log_likelihood_no_stopwords,unc_sqrt_normalized_log_likelihood_no_stopwords,unc_exp_mean_logprobs,unc_exp_mean_logprobs_no_stopwords,unc_Inv_PPL,unc_Inv_entropy,unc_Inv_PPL_no_stopwords,unc_Inv_entropy_no_stopwords,unc_Inv_entropy_normalized,unc_seq_len,unc_Inv_entropy_normalized_no_stopwords,unc_seq_len_no_stopwords,unc_Inv_entropy_normalized_v2,unc_Inv_entropy_normalized_v2_no_stopwords
Vincent van Gogh is known for his distinctive brushwork.,Vincent van Gogh,0.9986995390331916,0.0,1.0,0.9986995390331916,-1.4698173398340129,0.5043172251353755,0.0009685636937211214,-6.939696311950684,0.44717053419993824,-0.8058733940124512,4.348440781601082,0.13744737700918824,3.57742089501826,2.492906783387261,-20.57744275767618,-5.499552906798359,-1.4097393074292388,0.5280332736261449,0.0009685636937211214,-6.939696311950684,0.44717053419993824,-0.8058733940124512,4.094887758096899,0.13886122733544562,3.795913831080487,2.1117017337603223,-16.916871689150867,-4.8834802117888065,4.348440781601082,4.094887758096899,0.22996748724994784,0.4011381438985217,0.24420693779034142,0.473551725611975,5.615934014579304,14.0,5.6826207073437,12.0,1.500921499234692,1.6404312975437132
Vincent van Gogh is known for his emotional intensity.,Vincent van Gogh,0.9983479640162352,0.0,1.0,0.9983479640162352,-1.8687031842021566,0.5019574711417099,8.988620677194677e-05,-9.31696605682373,0.46772882008582645,-0.7598665952682495,6.479887727442696,0.15454506566075119,6.877853478318181,1.9732359638284,-24.293141394628037,-6.737705149263705,-1.8756876696034768,0.5274006669898835,8.988620677194677e-05,-9.31696605682373,0.46772882008582645,-0.7598665952682495,6.525304831595807,0.1592834921960928,7.743533368947783,1.5920299537441336,-20.632564365638245,-6.22095222397084,6.479887727442696,6.525304831595807,0.1543236614679206,0.506781762714195,0.15324954554735237,0.6281288851683987,6.588162915284535,13.0,6.909417736852386,11.0,1.8272276309360542,2.0832678320878113
Vincent van Gogh created paintings.,Vincent van Gogh,0.9970026734793224,0.0,1.0,0.9970026734793224,-1.5376578482367524,0.546393832953529,0.007954854315724695,-4.833972930908203,0.4677316916120888,-0.7598604559898376,4.6536778768901295,0.18283738029787847,3.3846363943189886,0.9780214996367376,-13.838920634130773,-4.612973544710258,-1.5376578482367524,0.546393832953529,0.007954854315724695,-4.833972930908203,0.4677316916120888,-0.7598604559898376,4.6536778768901295,0.18283738029787847,3.3846363943189886,0.9780214996367376,-13.838920634130773,-4.612973544710258,4.6536778768901295,4.6536778768901295,0.21488380297354417,1.022472410239883,0.21488380297354417,1.022472410239883,9.202251692158947,9.0,9.202251692158947,9.0,3.0674172307196494,3.0674172307196494
Van Gogh's paintings often depict landscapes.,Vincent van Gogh,0.995841234117612,0.0,1.0,0.995841234117612,-1.5249444153825087,0.49393976597082595,0.020809271358162604,-3.872356653213501,0.30406320499094835,-1.2791468501091003,4.594888157107631,0.19829090213905085,2.3207379531576473,1.5844534219113342,-21.349221815355122,-5.705819536235634,-1.5249444153825087,0.49393976597082595,0.020809271358162604,-3.872356653213501,0.30406320499094835,-1.2791468501091003,4.594888157107631,0.19829090213905085,2.3207379531576473,1.5844534219113342,-21.349221815355122,-5.705819536235634,4.594888157107631,4.594888157107631,0.21763315358462945,0.6311324688823575,0.21763315358462945,0.6311324688823575,8.835854564353005,14.0,8.835854564353005,14.0,2.361481464226548,2.361481464226548
Van Gogh's paintings often depict still lifes.,Vincent van Gogh,0.997791879093706,0.0,1.0,0.997791879093706,-1.6712204345463155,0.4881227021012126,0.0008387485760260215,-7.08359956741333,0.29817444718601255,-1.2100765705108643,5.3186549080185666,0.18363777182410626,3.8257954132469676,1.9581722210260912,-25.06830651819473,-6.472608910839401,-1.6712204345463155,0.4881227021012126,0.0008387485760260215,-7.08359956741333,0.29817444718601255,-1.2100765705108643,5.3186549080185666,0.18363777182410626,3.8257954132469676,1.9581722210260912,-25.06830651819473,-6.472608910839401,5.318654908018567,5.318654908018567,0.18801746255286642,0.5106803115999651,0.18801746255286642,0.5106803115999651,7.660204673999476,15.0,7.660204673999476,15.0,1.9778563420626791,1.9778563420626791
Van Gogh's paintings often depict portraits.,Vincent van Gogh,0.9994017517219044,0.0,1.0,0.9994017517219044,-1.7088377317297272,0.5234488423822886,0.000339032302076404,-7.989415168762207,0.42661003025889804,-0.8518849611282349,5.522539074131885,0.2016764587698035,4.711810048419272,1.514021718397997,-25.63256597594591,-6.618300076360091,-1.7088377317297272,0.5234488423822886,0.000339032302076404,-7.989415168762207,0.42661003025889804,-0.8518849611282349,5.522539074131885,0.2016764587698035,4.711810048419272,1.514021718397997,-25.63256597594591,-6.618300076360091,5.522539074131885,5.522539074131885,0.1810761293992646,0.6604925067112717,0.1810761293992646,0.6604925067112717,9.907387600669075,15.0,9.907387600669075,15.0,2.558076478787546,2.558076478787546
Van Gogh's paintings are characterized by vivid hues.,Vincent van Gogh,0.9946494623909756,0.0004854836244742,1.0,0.9946494623909756,-1.6297134797282828,0.4776404411035377,0.01263951408263617,-4.370927333831787,0.36368749720142274,-1.011460304260254,5.102412564443957,0.1895382938265736,2.6624722738678863,1.8015209498606417,-24.44570219592424,-6.311853166077378,-1.7996435435354494,0.4491576136978592,0.01263951408263617,-4.370927333831787,0.1815172972171455,-1.7064043283462524,6.0474914127581085,0.19885109250006827,2.8191301332281684,1.396271987324201,-23.395366065960843,-6.488707073774774,5.102412564443957,6.0474914127581085,0.1959857199648019,0.5550865229057458,0.1653578205816625,0.7161928399898562,8.326297843586188,15.0,9.31050691986813,13.0,2.1498408589181355,2.5822700077036025
Van Gogh's paintings are characterized by swirling forms.,Vincent van Gogh,0.9586980767530788,0.0198971454950568,1.0,0.9586980767530788,-1.712421014062905,0.46819747150741925,0.009268764970959135,-4.681105136871338,0.36368884120667905,-1.0114566087722778,5.542363387674882,0.18822505930379768,2.8733465790164465,1.7621491537044218,-25.686315210943576,-6.632178069161248,-1.8950755629428806,0.43826181006647946,0.009268764970959135,-4.681105136871338,0.18151881192182828,-1.7063959836959839,6.653051109760682,0.1966993612534212,3.0287985176159586,1.3568997521628563,-24.635982318257447,-6.832792113069341,5.542363387674882,6.653051109760682,0.18042844361735677,0.567488851836283,0.15030697697976517,0.7369741194263105,8.512332777544243,15.0,9.580663552542036,13.0,2.197874872320292,2.657197976281484
Vincent van Gogh had talent for art.,Vincent van Gogh,0.9773347315501142,0.0,1.0,0.9773347315501142,-2.0173325345498268,0.48850515123580335,1.601903607737549e-05,-11.041732788085938,0.42660898771466016,-0.8518874049186707,7.518243507511656,0.16418768826275854,9.444560982238285,1.6708079812407663,-22.190657880048093,-6.6907350944784465,-1.9394607970162825,0.5721557159642326,1.601903607737549e-05,-11.041732788085938,0.4677311061538473,-0.7598617076873779,6.954999802762297,0.16134728650470706,11.425490452334312,1.2159266857027906,-17.455147173146543,-5.818382391048847,7.518243507511656,6.954999802762297,0.1330097913163994,0.59851282207629,0.1437814562701832,0.82241800575502,6.58364104283919,11.0,7.40176205179518,9.0,1.985042463043794,2.46725401726506
Vincent van Gogh had passion for art.,Vincent van Gogh,0.9907477301067606,0.0,1.0,0.9907477301067606,-1.666591083790329,0.5619686568785776,3.079454163501045e-05,-10.38817310333252,0.4677319982809839,-0.7598598003387451,5.2940898928059985,0.1471932209137245,8.441793325635276,1.7286729589681786,-18.33250192169362,-5.527457303884279,-1.6781953030868964,0.5942052519205094,3.079454163501045e-05,-10.38817310333252,0.4677319982809839,-0.7598598003387451,5.355881501192571,0.14436463149333326,9.899884184824106,1.3863965689701745,-15.103757727782067,-5.034585909260689,5.294089892805999,5.355881501192571,0.18888987913840943,0.5784784188426748,0.18671062826489612,0.7212943413029415,6.363262607269422,11.0,6.4916490717264725,9.0,1.9185958646192094,2.163883023908824
Vincent van Gogh struggled with mental illness.,Vincent van Gogh,0.9606624407905032,0.0,1.0,0.9606624407905032,-1.1286465996269148,0.6480120330661197,0.00030410170823597283,-8.098148345947266,0.6865373770123522,-0.37609460949897766,3.0914696713294076,0.10584529728341416,5.058538523539347,1.8657696602367115,-12.415112595896062,-3.743297291872951,-1.198594919953757,0.6477078823015525,0.00030410170823597283,-8.098148345947266,0.700330617923425,-0.35639673471450806,3.3154551685330786,0.11642880942719214,5.510571933211271,1.5863613114936188,-11.985949199537572,-3.790289938961073,3.091469671329408,3.315455168533078,0.32347074573433404,0.5359718411720391,0.3016177113450306,0.6303734166704195,5.89569025289243,11.0,6.303734166704195,10.0,1.777617495363612,1.993415773100881
Vincent van Gogh struggled with mental illness throughout his life.,Vincent van Gogh,0.986214044763667,0.0,1.0,0.986214044763667,-0.9194287303757197,0.6849408337566801,0.00030410489840658185,-8.098137855529785,0.7188934285707715,-0.33006414771080017,2.5078573179322547,0.08559322537948576,4.098625125486924,2.402811457876341,-12.872002225260076,-3.4401873006224983,-0.9571414896417991,0.6875475217407157,0.00030410489840658185,-8.098137855529785,0.7236612957010585,-0.3234318196773529,2.6042415720339975,0.0920821921280006,4.393992450333153,2.1234033084994124,-12.442839365343389,-3.451022718777492,2.5078573179322547,2.604241572033997,0.3987467679479097,0.4161791374525168,0.38398895507184744,0.47094209375923496,5.8265079243352345,14.0,6.122247218870054,13.0,1.5571997438704168,1.6980058668232911
Vincent van Gogh was plagued by episodes of depression.,Vincent van Gogh,0.9905687156897244,0.0,1.0,0.9905687156897244,-1.7094364995840199,0.596352362666964,3.164617564071672e-05,-10.360893249511719,0.7934486372644127,-0.23136647045612335,5.5258467831796505,0.1616062913468412,8.69757383071883,1.897709055134616,-25.6415474937603,-6.620619094288011,-1.9810751077511668,0.5803916081750918,3.164617564071672e-05,-10.360893249511719,0.6760066950149674,-0.44141869619488716,7.250533901570947,0.17221201112326967,10.374673935103742,1.385398692182934,-23.772901293014,-6.862645480470018,5.5258467831796505,7.250533901570947,0.18096773928729631,0.5269511663520329,0.13792087776919898,0.7218138761372208,7.904267495280492,15.0,8.661766513646649,12.0,2.0408730915459974,2.5004366141557894
Vincent van Gogh was plagued by episodes of anxiety.,Vincent van Gogh,0.991130868359052,0.0,1.0,0.991130868359052,-1.9468848659428961,0.583926571559269,3.1646266181281005e-05,-10.36089038848877,0.7934496185994211,-0.23136523365974426,7.0068263445492756,0.17442767018729294,9.347639206167367,1.573199146295048,-29.203272989143443,-7.540252662780096,-2.277885768107202,0.5648592680110113,3.1646266181281005e-05,-10.36089038848877,0.6760059550030376,-0.4414199963212013,9.756032075376146,0.1876946490691923,11.00838545448927,1.0608893906520054,-27.33462921728642,-7.890827768399462,7.006826344549276,9.756032075376146,0.1427179654278026,0.6356474336736346,0.1025006880126975,0.9426053354963011,9.53471150510452,15.0,11.311264025955612,12.0,2.4618519246774704,3.2652806651302018
Vincent van Gogh was plagued by episodes of psychosis.,Vincent van Gogh,0.9946048756421012,0.0,1.0,0.9946048756421012,-1.6468893877540722,0.6185479272757124,3.1646054920367294e-05,-10.360897064208984,0.8368110053285953,-0.17950136214494705,5.190808096995778,0.15391232043657616,8.517032948633464,1.963011219056104,-26.350230204065156,-6.587557551016289,-1.8831991122127734,0.6089368524094119,3.1646054920367294e-05,-10.360897064208984,0.8801723920577695,-0.12763749063014984,6.574503830751467,0.1626098034318655,10.066194817465714,1.4507012135490696,-24.481588458766055,-6.789970960991418,5.190808096995778,6.574503830751467,0.19264823151115104,0.5094214390077918,0.15210273288192758,0.6893218194486437,8.150743024124669,16.0,8.961183652832368,13.0,2.037685756031167,2.4853851653182146
Vincent van Gogh spent time in various mental institutions.,Vincent van Gogh,0.9909751367681822,0.0,1.0,0.9909751367681822,-1.545345376613393,0.5313551860255938,0.0005486305735653079,-7.508085250854492,0.453690917030722,-0.7903391122817993,4.689591022420789,0.12922963714597763,5.030707715045741,2.335695946350728,-20.08948989597411,-5.571821993680799,-1.6422399074563145,0.5187949372223571,0.0005486305735653079,-7.508085250854492,0.44216101785966666,-0.8164212703704834,5.166729556745408,0.13794789552481942,5.327882206571712,2.0747253305796534,-19.706878889475774,-5.688885915863096,4.689591022420789,5.166729556745408,0.21323821101222495,0.4281379181919598,0.19354603120158534,0.4819915124478728,5.565792936495477,13.0,5.783898149374473,12.0,1.5436732170115177,1.6696675767533653
Vincent van Gogh faced many challenges.,Vincent van Gogh,0.9739416643477868,0.0,1.0,0.9739416643477868,-2.0665611676762636,0.5195490159307327,1.3136059207610634e-05,-11.24014949798584,0.4471714935740674,-0.8058713376522064,7.897617784052425,0.1686579730211704,10.83502941181541,1.3990677932532771,-20.665611676762637,-6.535040213914129,-2.0665611676762636,0.5195490159307327,1.3136059207610634e-05,-11.24014949798584,0.4471714935740674,-0.8058713376522064,7.897617784052425,0.1686579730211704,10.83502941181541,1.3990677932532771,-20.665611676762637,-6.535040213914129,7.897617784052425,7.897617784052425,0.1266204604152013,0.7147616468782276,0.1266204604152013,0.7147616468782276,7.147616468782275,10.0,7.147616468782275,10.0,2.260274788268179,2.260274788268179
He continued to paint despite these challenges.,Vincent van Gogh,0.985738563616044,0.0,1.0,0.985738563616044,-3.595967789491018,0.28571196289634415,6.676425739801154e-05,-9.61434268951416,0.050129675144415776,-2.9931421279907227,36.45095977891091,0.09757280850092852,11.315961224791279,1.3920149634425274,-32.36371010541916,-10.787903368473053,-3.9893078431487083,0.24166242868709598,6.676425739801154e-05,-9.61434268951416,0.03746896011531826,-3.3448606729507446,54.01748784665915,0.09230615638707909,11.338008797587277,1.105346522622611,-31.914462745189667,-11.283466512524525,36.45095977891091,54.01748784665915,0.027434119871339046,0.7183830822672671,0.018512523256148564,0.9046936680339307,6.465447740405404,9.0,7.237549344271446,8.0,2.1551492468018014,2.558860110253295
Vincent van Gogh produced some of his most famous works during his final years.,Vincent van Gogh,0.9977987594911096,0.0,1.0,0.9977987594911096,-1.320029691696416,0.4722831313378616,0.005296518875781999,-5.240705490112305,0.4195463596693517,-0.8687230944633484,3.743532527442064,0.11791287600934873,2.052548835949139,3.796270761676961,-23.760534450535488,-5.600411678196741,-1.3822079064287691,0.45484438226342316,0.005296518875781999,-5.240705490112305,0.4124803497029746,-0.8855667114257812,3.9836875340123954,0.11937494809224838,2.1036966557982297,3.594091619315445,-23.497534409289074,-5.698989194769666,3.743532527442064,3.9836875340123954,0.2671273703833141,0.2634164059357718,0.25102370390802053,0.27823442079934146,4.741495306843892,18.0,4.729985153588805,17.0,1.1175811614778353,1.1471899056382362
"Some of van Gogh's most well-known paintings include ""The Starry Night."".",Vincent van Gogh,0.999480107191125,0.0,1.0,0.999480107191125,-1.5576662853773087,0.5128053535226083,0.00026054073141289056,-8.252751350402832,0.45898015604236364,-0.7812411785125732,4.74772846313956,0.15201219193825835,4.352705651050754,3.530922209215368,-34.26865827830079,-7.306102493479348,-1.6057222246087803,0.5299835028157635,0.00026054073141289056,-8.252751350402832,0.5706671792083262,-0.5707031935453415,4.981456034003091,0.16393714195238554,4.762312184250019,2.7980619985947643,-32.11444449217561,-7.181008094414837,4.74772846313956,4.981456034003091,0.21062704149232742,0.2832121300747142,0.20074451991025632,0.3573902224118756,6.230666861643712,22.0,7.147804448237513,20.0,1.3283826382756025,1.5982976636134454
"Some of van Gogh's most well-known paintings include ""Sunflowers."".",Vincent van Gogh,0.9997962419714872,0.0,1.0,0.9997962419714872,-1.66775541087485,0.4939406049586069,0.0002605399860009451,-8.252754211425781,0.42661089480971065,-0.8518829345703125,5.300257534935703,0.16343679888528995,4.422603242131794,3.126441463678621,-35.02286362837185,-7.642615411006179,-1.6998417378417798,0.5007162602176847,0.0002605399860009451,-8.252754211425781,0.45898038543710695,-0.7812408804893494,5.47308114154812,0.1706445392415672,4.62211322429558,2.758684500554812,-33.9968347568356,-7.601923353611192,5.300257534935703,5.47308114154812,0.18867007752145593,0.3198524621738428,0.18271243822947217,0.3624916150429255,6.716901705650698,21.0,7.249832300858508,20.0,1.4657481191296342,1.6211117850193335
"Some of van Gogh's most well-known paintings include ""Café Terrace at Night."".",Vincent van Gogh,0.9989796192428484,4.002445162449348e-05,1.0,0.9989796192428484,-1.4682229036622447,0.550798258492481,0.0002605384951834521,-8.25275993347168,0.5461853855784244,-0.604796826839447,4.341512994752742,0.16465551085351635,4.078259688741642,3.3948138822747027,-36.70557259155612,-7.341114518311224,-1.5488894841521117,0.5419621313520369,0.0002605384951834521,-8.25275993347168,0.5461853855784244,-0.604796826839447,4.706240924410575,0.1704820787578456,4.331058705535424,2.9749172305256675,-35.62445813549857,-7.4282130142242755,4.341512994752742,4.706240924410575,0.23033444820011462,0.2945669585072946,0.2124838094907441,0.33614380586423914,7.364173962682365,25.0,7.731307534877501,23.0,1.4728347925364729,1.612089060530029
"Some of van Gogh's most well-known paintings include ""Portrait of Dr.Gachet."".",Vincent van Gogh,0.999487490337967,0.0,1.0,0.999487490337967,-1.739496359952542,0.5410314542160042,0.0002605384951834521,-8.25275993347168,0.5830961727353327,-0.5519376695156097,5.694474734813894,0.17430557135166408,5.610305767802922,3.1411672089679468,-45.22690535876609,-8.86972588322163,-1.8401864565985306,0.5310058850666537,0.0002605384951834521,-8.25275993347168,0.5830961727353327,-0.5519376695156097,6.297712401593052,0.17987825252771183,5.9256279660662186,2.7383038078432143,-44.164474958364735,-9.015035700493247,5.694474734813894,6.297712401593052,0.17560882198429525,0.31835299857486965,0.15878781631041816,0.3651895736096703,8.27717796294661,26.0,8.764549766632088,24.0,1.6232881519440363,1.7890562294564996
Van Gogh's work has been exhibited in museums around the world.,Vincent van Gogh,0.9963808411998482,0.0,1.0,0.9963808411998482,-1.2933026768457097,0.5495174886337323,0.021803068230224508,-3.825704574584961,0.657374704879725,-0.41950109601020813,3.6448043102518493,0.1746539357040693,2.180248878090826,2.401297260172852,-24.57275086006848,-5.637375671781088,-1.3482168239347325,0.5585486716960585,0.021803068230224508,-3.825704574584961,0.7005212997422299,-0.35593050718307495,3.8505531909339807,0.18928234692408932,2.418610742647528,1.582722076977552,-20.22325235902099,-5.2216213061758765,3.644804310251849,3.8505531909339807,0.274363152278785,0.416441569557289,0.2597029440742364,0.6318228667850845,7.912389821588492,19.0,9.477343001776267,15.0,1.8152267175896872,2.44703944081166
