concept,title,true_score,false_score,ground_truth,confidence,unc_mean_logprobs,unc_mean_probs,unc_min_prob,unc_min_logprob,unc_median_prob,unc_median_logprobs,unc_PPL,unc_var_prob,unc_var_logprob,unc_entropy,unc_log_likelihood,unc_sqrt_normalized_log_likelihood,unc_mean_logprobs_no_stopwords,unc_mean_probs_no_stopwords,unc_min_prob_no_stopwords,unc_min_logprob_no_stopwords,unc_median_prob_no_stopwords,unc_median_logprobs_no_stopwords,unc_PPL_no_stopwords,unc_var_prob_no_stopwords,unc_var_logprob_no_stopwords,unc_entropy_no_stopwords,unc_log_likelihood_no_stopwords,unc_sqrt_normalized_log_likelihood_no_stopwords
The Wharton School is part of the University of Pennsylvania.,Donald Trump,0.998166453004852,0.0,1.0,0.998166453004852,-1.6700089057350331,0.506692311997862,7.078095427342342e-05,-9.555920600891113,0.559638289461645,-0.5804734230041504,5.31221510615068,0.13745119296989958,6.107674450943044,2.424252580831883,-23.380124680290464,-6.248601158121754,-2.0935739297419786,0.4294625895324722,7.078095427342342e-05,-9.555920600891113,0.46123634418250753,-0.7960132956504822,8.11386177884427,0.0928544862426475,8.816093288313313,1.7865242059719046,-16.74859143793583,-5.921521290543686
Donald Trump took charge of his family's real estate business in 1971.,Donald Trump,0.9956114674751514,0.0,1.0,0.9956114674751514,-1.2594431171266478,0.6176760644238095,0.0006121901991923356,-7.398467540740967,0.7242897492424994,-0.3226630836725235,3.5234587870655343,0.13166336958189648,4.6136183937846775,3.023161563008386,-25.188862342532957,-5.632400847378828,-1.34945276483874,0.6147097918747281,0.0006121901991923356,-7.398467540740967,0.7587189484904985,-0.2778574675321579,3.8553151892938087,0.14530214330188515,5.043022942157143,2.4694328503638547,-24.29014976709732,-5.725243205450451
Donald Trump renamed the family business The Trump Organization.,Donald Trump,0.9986299859273056,0.0,1.0,0.9986299859273056,-2.92354441688142,0.39492897644744845,2.375369776725008e-06,-12.950357437133789,0.365182186565724,-1.0073589086532593,18.60712211583288,0.10266642287801665,16.532242402421904,2.2492552819701266,-32.158988585695624,-9.69629988873404,-3.0224156501806445,0.43338852645964865,2.375369776725008e-06,-12.950357437133789,0.365182186565724,-1.0073589086532593,20.54085131191345,0.10797036384869227,19.563140011955753,1.8183351652196076,-27.2017408516258,-9.067246950541934
Donald Trump expanded the operations of the business.,Donald Trump,0.9905193662903408,0.0,1.0,0.9905193662903408,-3.4898798160254954,0.3253302866679353,3.3772597831057823e-06,-12.598445892333984,0.2435394461692111,-1.4160310626029968,32.78200759750236,0.12573297239358494,15.570750940429566,1.5909416361786954,-34.898798160254955,-11.035968978889958,-4.671408746391535,0.228211684228312,3.3772597831057823e-06,-12.598445892333984,0.022388866500393328,-3.799191474914551,106.84815841619874,0.11208251306518038,17.47217035584973,0.8290908066690487,-32.699861224740744,-12.359385815283998
Donald Trump expanded the business operations into Manhattan.,Donald Trump,0.9984541932918632,0.0,1.0,0.9984541932918632,-4.086928897723555,0.2096639133397769,3.3772630039132332e-06,-12.598444938659668,0.11914445019514948,-2.8418798446655273,59.556705822006904,0.08343572602439261,13.90999135473985,1.5336303446124626,-40.869288977235556,-12.924003951967778,-4.419282696675509,0.22716930611893466,3.3772630039132332e-06,-12.598444938659668,0.1159244909063263,-3.1162898540496826,83.03670148901195,0.09889392196687057,16.32693208781063,1.1182367374352944,-35.354261573404074,-12.499619051198499
Trump's political positions have been described as nationalist.,Donald Trump,0.9968037605835652,0.0,1.0,0.9968037605835652,-2.2625546326789143,0.33778059065603716,0.007229513389021684,-4.929583549499512,0.07187081704104037,-2.632884979248047,9.607601736489523,0.14966393555781526,3.1870600692739184,1.7868068208369239,-29.41321022482589,-8.157756741662418,-2.528866257192567,0.31797648143877455,0.007229513389021684,-4.929583549499512,0.04184603235961969,-3.236569046974182,12.539281754296956,0.15641285628736867,3.52055111263304,1.1416689668480835,-25.28866257192567,-7.9969772706736775
Trump's political positions have been described as populist.,Donald Trump,0.9973611237714428,0.0,1.0,0.9973611237714428,-2.3612713917301824,0.2948939508454991,0.007229506494423731,-4.929584503173828,0.07187085131172469,-2.6328845024108887,10.604425263956477,0.1422859384177897,2.809558680094021,1.8114175550904204,-30.696528092492372,-8.513685078169388,-2.657198473857716,0.26222369598084316,0.007229506494423731,-4.929584503173828,0.05266029075289567,-2.946187734603882,14.256293721236542,0.14389579430491528,2.9576450675367654,1.1662800196569265,-26.571984738577157,-8.402799372513766
Trump's political positions have been described as protectionist.,Donald Trump,0.9989269186639944,0.0,1.0,0.9989269186639944,-2.4912817512925427,0.29156474377369984,0.007229537520166294,-4.929580211639404,0.07187064568786386,-2.632887363433838,12.076745588589326,0.1420018760684783,3.215183543396727,1.7326350120819165,-32.386662766803056,-8.982444095912989,-2.8262109578121453,0.2578959509077068,0.007229537520166294,-4.929580211639404,0.03836916964618902,-3.382505416870117,16.88137524673534,0.14323943637951705,3.378336260735865,1.0874981043348013,-28.262109578121454,-8.937263774812426
Donald Trump was President.,Donald Trump,0.9980650315698298,0.0,1.0,0.9980650315698298,-2.709143767133355,0.2700868549058534,0.0020392420623092846,-6.19517707824707,0.1263186883536648,-2.51026850938797,15.016412462887507,0.11869143216341525,4.3525393969697665,0.9090563524227285,-16.25486260280013,-6.636019869318133,-2.546944009512663,0.31818518270419455,0.0020392420623092846,-6.19517707824707,0.2230421607931821,-1.5003944635391235,12.768025137729667,0.12854902377411823,5.065194708130453,0.804876973451916,-12.734720047563314,-5.695139940156185
He implemented immigration restrictions.,Donald Trump,0.9825178966350384,0.0,1.0,0.9825178966350384,-4.444093346595764,0.09538675721097144,3.935208879379715e-05,-10.142961502075195,0.016308624124945763,-4.313143968582153,85.12266608547885,0.017979085478705806,8.782291388774672,0.8278144281850922,-26.664560079574585,-10.885761068457292,-4.444093346595764,0.09538675721097144,3.935208879379715e-05,-10.142961502075195,0.016308624124945763,-4.313143968582153,85.12266608547885,0.017979085478705806,8.782291388774672,0.8278144281850922,-26.664560079574585,-10.885761068457292
He implemented tax cuts.,Donald Trump,0.9941967781227204,0.0,1.0,0.9941967781227204,-3.7692184845606485,0.15480373355005678,3.935205126473866e-05,-10.142962455749512,0.08084087633509997,-2.7870662212371826,43.34617588951457,0.02735570764116207,10.143250935956615,1.1397974816377459,-22.61531090736389,-9.232662016240065,-3.7692184845606485,0.15480373355005678,3.935205126473866e-05,-10.142962455749512,0.08084087633509997,-2.7870662212371826,43.34617588951457,0.02735570764116207,10.143250935956615,1.1397974816377459,-22.61531090736389,-9.232662016240065
He implemented deregulation.,Donald Trump,0.9787266058810732,0.0,1.0,0.9787266058810732,-3.879522701060133,0.3267689026641388,3.935208879379715e-05,-10.142961502075195,0.05569031696122731,-2.887948989868164,48.401107759814074,0.161002179423593,13.657131883992518,0.6970341118899366,-27.156658907420933,-10.264252272634689,-3.879522701060133,0.3267689026641388,3.935208879379715e-05,-10.142961502075195,0.05569031696122731,-2.887948989868164,48.401107759814074,0.161002179423593,13.657131883992518,0.6970341118899366,-27.156658907420933,-10.264252272634689
He appointed conservative justices to federal courts.,Donald Trump,0.9957987908745376,0.0,1.0,0.9957987908745376,-2.7203744286729488,0.3797568310658127,0.00014827236732331295,-8.816459655761719,0.29856708749652594,-1.2342906594276428,15.18600725711637,0.13415538729051646,8.351799157093573,1.5169355161597606,-27.20374428672949,-8.602579283085785,-2.992076942703635,0.3375595037856145,0.00014827236732331295,-8.816459655761719,0.2319535556158897,-1.4612181186676025,19.927026834776147,0.13125539713798562,8.541554279909132,1.3080246569799159,-26.928692484332714,-8.976230828110905
- Donald Trump's administration faced numerous controversies.,Donald Trump,0.9977338398268454,0.0,1.0,0.9977338398268454,-2.8306493552566585,0.33555473217754456,0.00041851807711990193,-7.778790473937988,0.1180301703896911,-2.300128757953644,16.956468022007922,0.15925380475753345,7.034234596605466,1.4829752809150918,-33.9677922630799,-9.805657003433234,-2.8306493552566585,0.33555473217754456,0.00041851807711990193,-7.778790473937988,0.1180301703896911,-2.300128757953644,16.956468022007922,0.15925380475753345,7.034234596605466,1.4829752809150918,-33.9677922630799,-9.805657003433234
- Donald Trump's administration faced numerous investigations.,Donald Trump,0.9934220550250724,0.0,1.0,0.9934220550250724,-2.867521306160294,0.33025343827657244,0.00041851827668492003,-7.77878999710083,0.08743455790495419,-2.5201468467712402,17.593355566979135,0.16088089434856823,6.971962664008032,1.427946373661035,-34.41025567392353,-9.9333851881118,-2.867521306160294,0.33025343827657244,0.00041851827668492003,-7.77878999710083,0.08743455790495419,-2.5201468467712402,17.593355566979135,0.16088089434856823,6.971962664008032,1.427946373661035,-34.41025567392353,-9.9333851881118
- Donald Trump's administration faced an impeachment trial.,Donald Trump,0.9983888409125896,0.0,1.0,0.9983888409125896,-2.4025522513797375,0.3979119039188346,0.0004185192745114381,-7.778787612915039,0.2848060686378211,-1.2974472641944885,11.05134623074608,0.15968712277798755,6.7902244701664385,2.011508123995612,-33.63573151931632,-8.989527378485358,-2.3434480383651906,0.42529239521652556,0.0004185192745114381,-7.778787612915039,0.3651848420950292,-1.0073516368865967,10.41709324676445,0.16147506935522252,7.263643117465045,1.8784393713636076,-30.464824498747475,-8.449422063711197
- The impeachment trial involved allegations of abuse of power.,Donald Trump,0.9974016822861912,0.0,1.0,0.9974016822861912,-2.808699903016289,0.40063870713449695,5.108225392383043e-05,-9.882073402404785,0.10421234901252283,-2.261324644088745,16.58833774560452,0.1743496336244152,10.02742765068593,1.7597103415578268,-42.130498545244336,-10.878047948876475,-3.2219242399247983,0.36765650488453216,5.108225392383043e-05,-9.882073402404785,0.09395829430129242,-2.3708951473236084,25.07632665496948,0.17660366357482093,11.301591725157571,1.2546784853810107,-38.66309087909758,-11.161072963374977
- The impeachment trial involved allegations of obstruction of Congress.,Donald Trump,0.9983518876312788,0.0,1.0,0.9983518876312788,-2.7401199277665,0.3990416441850363,5.108259493580382e-05,-9.88206672668457,0.268570113983602,-1.36140638589859,15.488842527248902,0.16375632146108732,9.698007623295506,2.0850448781399518,-43.841918844264,-10.960479711066,-3.101498134684964,0.37228199696562103,5.108259493580382e-05,-9.88206672668457,0.1883193694128837,-1.6696159839630127,22.231231725260535,0.168113259156025,10.899229855729054,1.5295879449867957,-40.31947575090453,-11.182610555362556
- Donald Trump was acquitted from the impeachment trial.,Donald Trump,0.9887159558475044,5.76368752377538e-05,1.0,0.9887159558475044,-2.078961131894695,0.4342053483170093,0.00038686943252732843,-7.857423305511475,0.31537296736120757,-1.166629433631897,7.996157644745302,0.1467078437071159,6.484083551769329,2.369346957303527,-29.10545584652573,-7.7787602759697,-1.880128749476915,0.5272742580762881,0.00038686943252732843,-7.857423305511475,0.3871641402455859,-0.9489065408706665,6.554348676833297,0.14431132357978863,7.842886531345726,1.8172013075581381,-20.681416244246066,-6.2356816195750335
Donald Trump lost the 2020 presidential election.,Donald Trump,0.9982499529213396,0.0,1.0,0.9982499529213396,-1.1053986890563885,0.5820741745736148,0.0009860584833705237,-6.921794891357422,0.37808376737754246,-0.9726395010948181,3.0204284405502935,0.12471672449117331,3.141617078802442,2.4404905159955574,-14.37018295773305,-3.9855716532234835,-1.1736349311540835,0.5680104236577364,0.0009860584833705237,-6.921794891357422,0.3761557111867729,-0.9777652323246002,3.233725671413122,0.13253852669772742,3.3428881004729813,2.225327197891876,-14.083619173849002,-4.065590660592949
Joe Biden won the 2020 presidential election.,Donald Trump,0.9969344251000356,0.0,1.0,0.9969344251000356,-1.3597595291480853,0.6463438091219557,3.5649769266930325e-05,-10.241767883300781,0.8267906531454274,-0.19020375609397888,3.895256493514765,0.13834304980991835,7.404801796442964,1.7518337533707784,-17.676873878925107,-4.902682704644192,-1.4572225102359273,0.6313065721199997,3.5649769266930325e-05,-10.241767883300781,0.7854973342285241,-0.26799827441573143,4.294016363517656,0.14693209683758932,7.898381187940334,1.594575065639124,-17.48667012283113,-5.04796685132337
Donald Trump refused to concede the election.,Donald Trump,0.9945246954204388,0.0,1.0,0.9945246954204388,-1.8631845789030195,0.47347652847092725,0.00016021901272662863,-8.738968849182129,0.43935626364252844,-0.8324778974056244,6.444226275935607,0.11218320501987329,6.977641882732567,2.0422381477216462,-18.631845789030194,-5.891906970635247,-2.216421818593517,0.4314185648163618,0.00016021901272662863,-8.738968849182129,0.37130485354505527,-0.9908679127693176,9.174444238023108,0.13003176072809014,8.094855163099036,1.4813387026996683,-17.731374548748136,-6.268987591589182
Donald Trump made false claims of widespread voter fraud.,Donald Trump,0.9933719408287096,0.0,1.0,0.9933719408287096,-1.868638350936332,0.43127677537140263,0.001607195197858649,-6.43326473236084,0.2941145318857471,-1.2538669109344482,6.47946762877748,0.14826129411139585,4.125193642455444,2.000668835121969,-22.423660211235983,-6.4731531295868985,-1.660028581589524,0.46906962538699465,0.001607195197858649,-6.43326473236084,0.36518310076215765,-1.0073564052581787,5.259461166058839,0.1445999994284558,3.9779948159118885,1.9359062207348858,-18.260314397484763,-5.5056919463983265
Donald Trump's term ended.,Donald Trump,0.9991219159416324,0.0,1.0,0.9991219159416324,-2.6900909468968166,0.3260921020287544,0.0040479011355766354,-5.509556770324707,0.1193151937340597,-2.8307970762252808,14.733015781579626,0.16202728976986147,4.57567105181657,0.8973341137028653,-21.520727575174533,-7.6087262022371185,-2.6900909468968166,0.3260921020287544,0.0040479011355766354,-5.509556770324707,0.1193151937340597,-2.8307970762252808,14.733015781579626,0.16202728976986147,4.57567105181657,0.8973341137028653,-21.520727575174533,-7.6087262022371185
