concept,title,true_score,false_score,ground_truth,confidence,unc_mean_logprobs,unc_mean_probs,unc_min_prob,unc_min_logprob,unc_median_prob,unc_median_logprobs,unc_PPL,unc_var_prob,unc_var_logprob,unc_entropy,unc_log_likelihood,unc_sqrt_normalized_log_likelihood,unc_mean_logprobs_no_stopwords,unc_mean_probs_no_stopwords,unc_min_prob_no_stopwords,unc_min_logprob_no_stopwords,unc_median_prob_no_stopwords,unc_median_logprobs_no_stopwords,unc_PPL_no_stopwords,unc_var_prob_no_stopwords,unc_var_logprob_no_stopwords,unc_entropy_no_stopwords,unc_log_likelihood_no_stopwords,unc_sqrt_normalized_log_likelihood_no_stopwords,unc_exp_mean_logprobs,unc_exp_mean_logprobs_no_stopwords,unc_Inv_PPL,unc_Inv_entropy,unc_Inv_PPL_no_stopwords,unc_Inv_entropy_no_stopwords,unc_Inv_entropy_normalized,unc_seq_len,unc_Inv_entropy_normalized_no_stopwords,unc_seq_len_no_stopwords,unc_Inv_entropy_normalized_v2,unc_Inv_entropy_normalized_v2_no_stopwords
Marilyn Monroe spent much of her childhood in foster homes.,Marilyn Monroe,0.9888736616976058,0.0,1.0,0.9888736616976058,-1.0377047227084404,0.6230642083532807,0.0065798668564439645,-5.023740768432617,0.7524654964690543,-0.2844001352787018,2.822730623665933,0.13656789677249945,2.3582714513726253,2.182129239870776,-15.565570840626606,-4.019013109330575,-1.1677504722040164,0.5904399934067567,0.0065798668564439645,-5.023740768432617,0.7524654964690543,-0.2844001352787018,3.2147528226662008,0.14700327970231913,2.5904649533777953,1.9014486639440813,-15.180756138652214,-4.210384204478867,2.822730623665933,3.2147528226662008,0.3542668902288952,0.45826799885565866,0.3110659062025913,0.5259148032562442,6.874019982834879,15.0,6.836892442331175,13.0,1.7748643276677656,1.8962127896659442
Monroe began a career as a model.,Marilyn Monroe,0.9968305308057834,0.0,1.0,0.9968305308057834,-2.7089554654667154,0.34068550545512516,0.00013311929087889864,-8.924264907836914,0.14438795963410658,-1.9401965737342834,15.01358511359944,0.13188941211382774,7.9975872789910865,1.60258388560873,-27.089554654667154,-8.566469350836428,-3.236884208961523,0.2605888597927473,0.00013311929087889864,-8.924264907836914,0.13006403107053613,-2.0397284030914307,25.454287819974752,0.10954871867348569,9.20787331978272,1.149720958180105,-22.65818946273066,-8.563990639624219,15.01358511359944,25.454287819974752,0.06660634301757754,0.6239922970523051,0.03928611191452269,0.8697762643058204,6.239922970523051,10.0,6.088433850140743,7.0,1.9732369010856559,2.3012116916199865
This modeling career led to a film contract.,Marilyn Monroe,0.9991028749575116,0.0,1.0,0.9991028749575116,-3.5591548502445223,0.17589822939147828,1.1451165681756355e-06,-13.680004119873047,0.07919456706141453,-2.550650954246521,35.133491532251504,0.03524329473529628,13.941346128377564,2.0621002927954826,-35.59154850244522,-11.255035872008186,-4.171228289604187,0.12534673899512488,1.1451165681756355e-06,-13.680004119873047,0.06044687251177515,-2.8097349405288696,64.79499026240138,0.022641713891874554,15.481130548932175,1.4220632780249565,-33.369826316833496,-11.798015237825139,35.133491532251504,64.79499026240138,0.028462869939414635,0.48494246545319664,0.015433291925043632,0.7032035883725636,4.849424654531966,10.0,5.625628706980509,8.0,1.53352272496962,1.9889601035718136
She signed the film contract with Twentieth Century-Fox.,Marilyn Monroe,0.9971020904695936,0.0,1.0,0.9971020904695936,-2.2738387163803315,0.40887917104928134,0.00014578232725974302,-8.833395957946777,0.19058972322044931,-1.6985134482383728,9.716628696455537,0.16158850307814634,6.849025344667227,2.089561697131229,-31.83374202932464,-8.507925429477044,-2.321307063670247,0.454220909286919,0.00014578232725974302,-8.833395957946777,0.345060894027584,-1.1088826060295105,10.188983256206905,0.17412878622770347,7.974755715360739,1.5452510081890736,-27.855684764042962,-8.041243548490781,9.716628696455537,10.188983256206903,0.10291635414295322,0.4785692623352092,0.09814521968036624,0.6471440527787976,6.699969672692928,14.0,7.765728633345571,12.0,1.7906422154994914,2.241772758457825
Her early film appearances were minor.,Marilyn Monroe,0.9906995135695426,0.0,1.0,0.9906995135695426,-3.4041387885808945,0.2086550896992166,0.0006276744591525026,-7.373488903045654,0.11103767815299932,-2.215388298034668,30.08837211301914,0.06755254527384522,7.140448079085779,1.386354178458313,-27.233110308647156,-9.628358486022837,-3.856342647756849,0.12594269276344697,0.0006276744591525026,-7.373488903045654,0.09044337188222876,-2.403031349182129,47.2920709265131,0.022472184029512014,6.524605448354736,1.1983347905367214,-26.994398534297943,-10.202923616216978,30.08837211301914,47.2920709265131,0.03323543049267538,0.7213163962992805,0.02114519369544833,0.8344913357243935,5.770531170394244,8.0,5.841439350070755,7.0,2.0401908608170576,2.2078565455648556
Her performances in All About Eve were well received.,Marilyn Monroe,0.9752874674795864,0.0178630132992833,1.0,0.9752874674795864,-3.0370342893610625,0.34373421700722684,0.0004611656930692607,-7.681753158569336,0.3505850425258891,-1.048151969909668,20.843336177405643,0.1261519089660968,8.394208791628083,1.621527337693949,-33.407377182971686,-10.072703213254295,-3.3238197508617304,0.31855062626237485,0.0004611656930692607,-7.681753158569336,0.23250312695749098,-2.3884755671024323,27.766208252698032,0.12260274764154733,9.062234584067225,1.1202351492546734,-26.590558006893843,-9.401181941104442,20.843336177405643,27.766208252698032,0.04797696450743853,0.6167025228339027,0.036015000352193585,0.8926697226607561,6.78372775117293,11.0,7.1413577812860485,8.0,2.045370875505639,2.5248512570133417
All About Eve was released in 1950.,Marilyn Monroe,0.9979195965453412,0.0,1.0,0.9979195965453412,-2.0753926523388007,0.5127972702387857,2.750233145753678e-05,-10.501239776611328,0.5858513514780865,-0.53468918800354,7.967674370880163,0.12970976790621702,9.97802070399367,2.2060488221653207,-26.980104480404407,-7.482934624728754,-1.47939941030927,0.5763906326635836,0.0005825512379152203,-7.448093414306641,0.7763279688760063,-0.25330108404159546,4.390308115157545,0.1339014612642321,5.1937506941882905,1.5283879661075144,-14.7939941030927,-4.678271705687278,7.967674370880163,4.390308115157545,0.1255071371459089,0.45329912463970856,0.22777444629626303,0.654284136080181,5.892888620316211,13.0,6.54284136080181,10.0,1.634393237011411,2.0690281069289242
"By 1952, Marilyn Monroe had leading roles in three films.",Marilyn Monroe,0.0065188258735755,0.9674796286101286,0.0,0.9674796286101286,-1.5648869813019701,0.5737023456581084,3.590543067422686e-05,-10.23462200164795,0.5586863875820733,-0.6023062467575073,4.782134434744857,0.13390331805918118,7.7608566478580885,3.364845655706266,-31.2977396260394,-6.998387334591294,-1.2530494535638033,0.5958880455472633,3.590543067422686e-05,-10.23462200164795,0.669692356155738,-0.4009368419647217,3.5010028413822054,0.12590896860571074,5.643111345467767,2.96893871307084,-21.301840710584656,-5.166455251166053,4.782134434744857,3.5010028413822054,0.20911164536371996,0.2971904516048611,0.28563244456128384,0.33682069474774634,5.943809032097221,20.0,5.725951810711687,17.0,1.3290761041046617,1.3887473013388818
"Marilyn Monroe had a leading role in the film ""Don't Bother to Knock."".",Marilyn Monroe,0.9978994108319011,0.0,1.0,0.9978994108319011,-1.4990188253405752,0.5771868831014696,0.0002258610022567016,-8.395590782165527,0.6192155382365778,-0.519979752600193,4.4772939071548015,0.16509423201639153,5.600861578819743,3.236959917631218,-35.976451808173806,-7.343662473821255,-1.6237279679408905,0.5944830811413628,0.0002258610022567016,-8.395590782165527,0.7923018966491043,-0.2328127771615982,5.071963232221126,0.1740123804641148,6.765531249075008,2.195443734818578,-30.85083139087692,-7.077666124054992,4.4772939071548015,5.071963232221126,0.22334919724657362,0.3089318451406072,0.1971623125434365,0.45548878531502685,7.414364283374573,24.0,8.654286920985511,19.0,1.513450771781997,1.9854295851042953
"Marilyn Monroe had a leading role in the film ""Niagara."".",Marilyn Monroe,0.9979932017176864,0.0,1.0,0.9979932017176864,-1.9326455907583295,0.4910158270513015,0.00028128994925026395,-8.176124572753906,0.36219281172697015,-1.0170250535011292,6.907761197841345,0.17617660799888696,5.998769005208382,2.6570130471896336,-38.65291181516659,-8.643053834701728,-2.10186931743101,0.5103424330545082,0.00028128994925026395,-8.176124572753906,0.3944276553242777,-0.9389852285385132,8.181449352942613,0.19100102717321243,7.143186968173059,1.7081093946501942,-33.62990907889616,-8.40747726972404,6.907761197841345,8.181449352942613,0.14476470326051472,0.37636247253573574,0.12222773213652312,0.585442597021013,7.527249450714715,20.0,9.367081552336208,16.0,1.6831441455396057,2.341770388084052
"Marilyn Monroe had a leading role in the film ""Gentlemen Prefer Blondes."".",Marilyn Monroe,0.9973764239071176,0.0,1.0,0.9973764239071176,-1.3005887620331487,0.5916365631518478,0.0002812888762163103,-8.176128387451172,0.8515646965162712,-0.16067980229854584,3.671457646274167,0.17179897599803431,3.8474323952314204,3.1128800780099644,-32.51471905082872,-6.5029438101657435,-1.3091293376686128,0.6255274661395154,0.0002812888762163103,-8.176128387451172,0.9622790549870083,-0.03845079243183136,3.702948290695661,0.17650416753564785,4.418227772449175,2.163976169531663,-27.49171609104087,-5.999184284353823,3.671457646274167,3.702948290695661,0.27237138388748955,0.32124591212626824,0.2700550808426583,0.46211229775992607,8.031147803156706,25.0,9.704358252958446,21.0,1.606229560631341,2.117664584054833
"Monroe had a ""dumb blonde"" persona.",Marilyn Monroe,0.9967384922095864,0.0,1.0,0.9967384922095864,-2.300761752388028,0.4176354291217297,0.0001331194178314079,-8.924263954162598,0.2849353276890219,-1.2554930448532104,9.981783206696212,0.156760497745573,7.455571917009662,1.9849861564758589,-29.909902781044366,-8.295514470861418,-2.3248857557588383,0.46555856608958185,0.0001331194178314079,-8.924263954162598,0.3750699727742921,-0.9806426763534546,10.225511813220471,0.16839847058373067,8.687954250582703,1.484197510537356,-25.573743313347222,-7.710773732293913,9.981783206696212,10.225511813220471,0.10018250039022654,0.5037818509401589,0.09779461588486056,0.6737647738257885,6.549164062222066,13.0,7.411412512083674,11.0,1.816411295212899,2.2346249517388093
"Monroe's ""dumb blonde"" persona was used to comedic effect.",Marilyn Monroe,0.9960563218043312,0.0,1.0,0.9960563218043312,-2.313276970822603,0.5025709576275108,0.00010206532206735882,-9.189897537231445,0.4444326136994934,-0.8109568357467651,10.10749240209215,0.16710049024176343,9.995480922418425,2.500897339071132,-43.95226244562946,-10.083340544235613,-2.524957153688507,0.48820664569415,0.00010206532206735882,-9.189897537231445,0.39669129084603094,-0.924596905708313,12.490360086282784,0.1809774796547367,10.735364272719607,1.9657904433858309,-42.924271612704615,-10.410665044816637,10.10749240209215,12.490360086282784,0.0989365077131307,0.3998564772640423,0.08006174306361465,0.5087012216203594,7.597273068016803,19.0,8.64792076754611,17.0,1.7429339763141294,2.09742886862148
She used this persona in subsequent films.,Marilyn Monroe,0.9781216374601008,0.0004774164438772,1.0,0.9781216374601008,-4.495979746182759,0.1405752880100523,4.748805517095156e-05,-9.955032348632812,0.008641165217679419,-4.751217842102051,89.65596605920638,0.04136042217345995,9.310484394575134,1.2084323907569274,-40.463817715644836,-13.487939238548279,-4.574202910065651,0.15554040973382008,4.748805517095156e-05,-9.955032348632812,0.007961083633624542,-4.836852312088013,96.9507298788966,0.04451488113127777,10.419225173586378,1.1277221399147948,-36.59362328052521,-12.937799584922644,89.65596605920638,96.9507298788966,0.011153747418656188,0.8275183681344628,0.010314517500271769,0.8867432540391157,7.447665313210164,9.0,7.0939460323129255,8.0,2.4825551044033882,2.5080886724099365
One such film was How to Marry a Millionaire (1953).,Marilyn Monroe,0.999617186411827,0.0,1.0,0.999617186411827,-1.6267549151946838,0.6377596275201332,0.00020002334118325455,-8.51707649230957,0.8967535971014272,-0.1089741513133049,5.087339056562907,0.1687149085704489,7.435059072792303,1.782448632265177,-30.908343388698995,-7.090860281241705,-1.8695505516952835,0.6137397406054942,0.00020002334118325455,-8.51707649230957,0.9073830590950551,-0.09825261682271957,6.48538090070158,0.1852738217947777,8.428684750583137,1.301227536177861,-29.912808827124536,-7.478202206781134,5.087339056562907,6.48538090070158,0.1965664149532068,0.5610259852084359,0.1541929480027644,0.7685051016806281,10.659493718960283,19.0,12.29608162689005,16.0,2.4454555742239172,3.0740204067225125
Another such film was The Seven Year Itch (1955).,Marilyn Monroe,0.9990589658506076,0.0002303430128032,1.0,0.9990589658506076,-1.9647391157614038,0.5314607208527586,7.408172781312006e-05,-9.51034164428711,0.43327897319250386,-0.8368135392665863,7.13305144670196,0.1740926882160791,8.490566070226315,2.066907663969319,-31.43582585218246,-7.858956463045615,-2.0315799477289795,0.5714563528013393,7.408172781312006e-05,-9.51034164428711,0.6951313427228303,-0.4323166310787201,7.6261257255114225,0.1842877982986311,9.633162319223114,1.4268720996865136,-28.442119268205715,-7.601476118241955,7.13305144670196,7.6261257255114225,0.1401924558475406,0.48381454935417173,0.13112818172597568,0.7008336628207265,7.741032789666748,16.0,9.811671279490168,14.0,1.935258197416687,2.6222794513930086
Monroe was limited by typecasting.,Marilyn Monroe,0.9948450396473684,0.0,1.0,0.9948450396473684,-3.3188372316071764,0.40834540297202554,1.2556822630602842e-06,-13.587831497192383,0.3489268833905284,-1.0753889679908752,27.628206668724047,0.1404590033291664,19.214557683692565,1.5889190579503665,-33.188372316071764,-10.495084835246443,-3.8051738965150435,0.4386793820590198,1.2556822630602842e-06,-13.587831497192383,0.3609339506785274,-1.0477235913276672,44.93306313675465,0.1664096768255472,22.770297193404527,0.9385895729999564,-30.441391172120348,-10.7626570632793,27.628206668724047,44.93306313675465,0.036194893573459105,0.6293586794093556,0.0222553267057819,1.0654284138313632,6.293586794093556,10.0,8.523427310650906,8.0,1.9902068921292784,3.0134866251559367
Monroe studied at the Actors Studio.,Marilyn Monroe,0.9983729191336675,0.0,1.0,0.9983729191336675,-2.7029086619848384,0.3826142734995495,0.00013311852916638554,-8.924270629882812,0.18321425595993643,-1.7082296013832092,14.923074839562538,0.16081951679758155,8.523851127742143,1.3680356457516218,-27.029086619848385,-8.54734767927026,-2.876672524987953,0.44431959032971324,0.00013311852916638554,-8.924270629882812,0.3282637120566755,-1.1829493343830109,17.75509514207188,0.18188428352682545,10.498208638372937,0.8288076975074397,-23.013380199903622,-8.136458598688037,14.923074839562538,17.75509514207188,0.06701031863412638,0.7309751051483626,0.05632186096431741,1.2065525006674105,7.309751051483627,10.0,9.652420005339284,8.0,2.3115462451498994,3.4126458203180494
Monroe aimed to broaden her range.,Marilyn Monroe,0.9926050720290222,0.0,1.0,0.9926050720290222,-3.8283618978457525,0.4260409143516045,5.457031410864437e-06,-12.118605613708496,0.2839763004474885,-1.4561656415462494,45.98714485898717,0.18235610465937346,18.760424457276464,0.9286697153098892,-38.283618978457525,-12.106343304597441,-4.2294200451061545,0.38410641518667765,5.457031410864437e-06,-12.118605613708496,0.12182310197435618,-2.1051852703094482,68.67739083296274,0.18503287186383802,19.236439688801056,0.7528435563630776,-38.06478040595539,-12.688260135318464,45.98714485898717,68.67739083296274,0.0217452073414506,1.0768090996337796,0.014560832726336409,1.3282972159991828,10.768090996337795,10.0,11.954674943992647,9.0,3.405169360037928,3.9848916479975487
Monroe performed in Bus Stop (1956).,Marilyn Monroe,0.9980818856370954,0.0,1.0,0.9980818856370954,-2.331083165083188,0.5403526349939003,9.588707479556357e-05,-9.252339363098145,0.49625891276236667,-0.7006574869155884,10.289080271896546,0.18120667496352033,10.972031029882764,1.384880055025547,-30.304081146081444,-8.404839879078322,-2.3830954882966275,0.5702636091845582,9.588707479556357e-05,-9.252339363098145,0.7036304816181987,-0.39693380892276764,10.838401134296193,0.1846765683090357,11.851198286080889,1.075206242792726,-28.597145859559532,-8.255284930035844,10.289080271896546,10.838401134296191,0.09719041678889281,0.7220841952132476,0.09226453123567072,0.9300541237582602,9.38709453777222,13.0,11.160649485099123,12.0,2.6035115910435134,3.221801992276518
Critics hailed Monroe's performance in Bus Stop (1956).,Marilyn Monroe,0.9975526726007024,0.0,1.0,0.9975526726007024,-1.5452128290390217,0.5697246268539097,3.387133074041138e-06,-12.595526695251465,0.6567903605676455,-0.42039039731025696,4.688969469699535,0.15621679005467,8.024673119559402,2.79475177013156,-29.35904375174141,-6.735426568043686,-1.607702964135064,0.564887641647591,3.387133074041138e-06,-12.595526695251465,0.5785647539672126,-0.5741146355867386,4.991332779268811,0.16445096852142604,8.396292970166146,2.518643409502981,-28.938653354431153,-6.820906008441701,4.688969469699535,4.991332779268811,0.2132664770931168,0.3578135313079795,0.20034729083851863,0.39703913472901514,6.798457094851609,19.0,7.146704425122272,18.0,1.5596730236029095,1.684494387379955
Marilyn Monroe had a production company.,Marilyn Monroe,0.9912778585142564,0.0,1.0,0.9912778585142564,-1.6280024219317553,0.575991328611053,1.8917169719291167e-05,-10.87544059753418,0.44612971165179405,-0.8071455359458923,5.093689506600753,0.14553336278081913,9.153245902340807,1.7668090063939033,-17.908026641249307,-5.399473191337491,-1.5438577803902769,0.6685907069557689,1.8917169719291167e-05,-10.87544059753418,0.8666917473768022,-0.14307190477848053,4.6826199908535315,0.12909110004958876,11.068599525630269,1.2298941015875189,-13.894720023512491,-4.631573341170831,5.093689506600753,4.682619990853532,0.19632134991819414,0.5659921340569926,0.21355565942854215,0.8130781330760292,6.2259134746269185,11.0,7.317703197684263,9.0,1.8771835429595785,2.4392343992280874
The production company was named Marilyn Monroe Productions.,Marilyn Monroe,0.9887243510703276,0.0058791699029801,1.0,0.9887243510703276,-2.075848577431316,0.5121695691499901,5.898682919359494e-05,-9.73819637298584,0.5539580160375515,-0.6099797636270523,7.971307861791736,0.16709824543357416,7.984151621779579,1.7429499372422357,-29.06188008403842,-7.767114163570061,-1.745122867504809,0.5946566000922086,5.898682919359494e-05,-9.73819637298584,0.7172721084356699,-0.3353008031845093,5.7266050458704605,0.14731917038149955,8.54915108812557,1.6029016376311884,-20.941474410057708,-6.045282943937239,7.971307861791736,5.7266050458704605,0.12544992833525148,0.5737399443510348,0.17462353209099252,0.6238685996215134,8.032359220914488,14.0,7.486423195458161,12.0,2.1467383008683196,2.1611442235826135
Marilyn Monroe Productions released The Prince and the Showgirl.,Marilyn Monroe,0.9992969904271052,5.825369698376481e-05,1.0,0.9992969904271052,-1.8950108643193744,0.5761798636626297,1.5978747545190176e-06,-13.34683609008789,0.6799511901282134,-0.44866032153367996,6.652620680436006,0.18018147378551844,11.26080347591317,1.8047064789939395,-30.32017382910999,-7.5800434572774975,-1.9963203167852563,0.5859267576069954,1.5978747545190176e-06,-13.34683609008789,0.7138843360462412,-0.412839493714273,7.3619166760924175,0.1816342544684579,12.615881002132395,1.489300395604227,-27.94848443499359,-7.469546659666449,6.652620680436006,7.3619166760924175,0.15031670194887184,0.5541067268498227,0.13583419155604778,0.6714562105479654,8.865707629597162,16.0,9.400386947671516,14.0,2.2164269073992906,2.5123590900920334
The Prince and the Showgirl was released in 1957.,Marilyn Monroe,0.9996723360935472,0.0,1.0,0.9996723360935472,-1.620104358822573,0.47975635700882313,4.591012649796185e-05,-9.988824844360352,0.4618718335940999,-0.773048996925354,5.0536176786366225,0.10597735280793158,5.892579892483639,3.432803515761031,-25.921669741161168,-6.480417435290292,-1.6423491802221786,0.5125471613199895,4.591012649796185e-05,-9.988824844360352,0.4618718335940999,-0.773048996925354,5.167294170422433,0.11942371422781604,7.134852437319761,2.3622196276623084,-19.708190162666142,-5.689264447827816,5.053617678636623,5.167294170422433,0.1978780476859861,0.2913070892081938,0.19352488304691365,0.42333066252167945,4.660913427331101,16.0,5.079967950260153,12.0,1.1652283568327753,1.4664604317786853
