concept,title,true_score,false_score,ground_truth,confidence,unc_mean_logprobs,unc_mean_probs,unc_min_prob,unc_min_logprob,unc_median_prob,unc_median_logprobs,unc_PPL,unc_var_prob,unc_var_logprob,unc_entropy,unc_log_likelihood,unc_sqrt_normalized_log_likelihood,unc_mean_logprobs_no_stopwords,unc_mean_probs_no_stopwords,unc_min_prob_no_stopwords,unc_min_logprob_no_stopwords,unc_median_prob_no_stopwords,unc_median_logprobs_no_stopwords,unc_PPL_no_stopwords,unc_var_prob_no_stopwords,unc_var_logprob_no_stopwords,unc_entropy_no_stopwords,unc_log_likelihood_no_stopwords,unc_sqrt_normalized_log_likelihood_no_stopwords,unc_exp_mean_logprobs,unc_exp_mean_logprobs_no_stopwords,unc_Inv_PPL,unc_Inv_entropy,unc_Inv_PPL_no_stopwords,unc_Inv_entropy_no_stopwords,unc_Inv_entropy_normalized_v2,unc_Inv_entropy_normalized,unc_seq_len,unc_Inv_entropy_normalized_v2_no_stopwords,unc_Inv_entropy_normalized_no_stopwords,unc_seq_len_no_stopwords
They met at the University of Hawaii at Manoa.,Barack Obama,0.9864534082312388,0.0075316661001874,1.0,0.9864534082312388,-2.205572515493259,0.34776382008878204,0.0004916769534268289,-7.6176886558532715,0.14324961463058478,-1.9431666135787964,9.075445914186759,0.15513390808045527,4.55824834503856,1.7190660105799966,-24.261297670425847,-7.315056481811461,-2.5996044090882475,0.3411338834899561,0.0004916769534268289,-7.6176886558532715,0.12337392484959962,-2.0925354957580566,13.45841295594271,0.1658172909546724,6.199525482172911,0.905475254653782,-18.197230863617733,-6.877906773594521,9.07544591418676,13.45841295594271,0.11018742323578808,0.5817112279839733,0.07430296597924192,1.104392411455088,1.9293178795597279,6.398823507823708,11.0,2.921947670537084,7.730746880185616,7.0
Barack Obama's father was a foreign student.,Barack Obama,0.9859767675298988,0.0,1.0,0.9859767675298988,-2.193302451775202,0.2995504604149191,0.013845438353407694,-4.279799461364746,0.08044928845682037,-2.5201282501220703,8.964770003348148,0.12814880200307752,2.2915175463166424,1.4078008521783008,-19.73972206597682,-6.579907355325607,-2.707826826239138,0.191022539957692,0.013845438353407694,-4.279799461364746,0.05779786884113884,-2.8508033752441406,14.996649751248524,0.11020829207847786,1.751538748561319,0.8905723527414549,-18.954787783673964,-7.164236375658068,8.964770003348148,14.996649751248524,0.11154775857345159,0.7103277416352551,0.06668155998753965,1.1228733936346589,2.130983224905765,6.392949674717296,9.0,2.9708437533684453,7.8601137554426135,7.0
He came from Kenya.,Barack Obama,0.0,0.997842313160129,0.0,0.997842313160129,-4.1322869777679445,0.13884059976014587,0.00010481238021898076,-9.163338661193848,0.018749440844293495,-3.9765913486480713,62.3202851897763,0.05527097854150483,7.964304965481264,0.5989684972342508,-20.66143488883972,-9.240074584826285,-5.040951371192932,0.021558198589564287,0.00010481238021898076,-9.163338661193848,0.01839952909126975,-3.995611071586609,154.61704327648965,0.0003129150551948919,5.827026307459576,0.2964246467064474,-20.16380548477173,-10.081902742385864,62.3202851897763,154.61704327648965,0.01604613966311006,1.6695368865266207,0.006467592309418164,3.3735386416444344,3.733197969216877,8.347684432633104,5.0,6.747077283288869,13.494154566577738,4.0
Barack Obama's mother was from Kansas.,Barack Obama,0.9989706990939596,0.0,1.0,0.9989706990939596,-1.9839195525710238,0.27601918707768636,0.013845438353407694,-4.279799461364746,0.11342618382920126,-2.1821802854537964,7.271187004549235,0.10441299147682115,1.556194066226302,1.577514730865603,-15.87135642056819,-5.611371875806208,-2.115392653950645,0.25624838600504635,0.013845438353407694,-4.279799461364746,0.11342618382920126,-2.1821802854537964,8.292841343835402,0.11404710548313873,1.616198379307163,1.0868963545918828,-12.692355923703872,-5.181632607810991,7.271187004549235,8.292841343835402,0.13752912686392849,0.6339085020469425,0.12058593171366576,0.9200509282925037,1.792964001796798,5.07126801637554,8.0,2.2536553116906286,5.520305569755022,6.0
Barack Obama grew up in Honolulu.,Barack Obama,0.9955034772655588,0.0,1.0,0.9955034772655588,-2.64174839473396,0.43378699973056234,0.0009637889178091648,-6.944638252258301,0.08044928845682037,-2.5201282501220703,14.0377256499853,0.2223978359750974,6.56549425164374,0.3789953847015167,-18.49223876313772,-6.989409278870152,-3.0716768098645844,0.3494655508880781,0.0009637889178091648,-6.944638252258301,0.047402769519879644,-3.3818490505218506,21.578054651434446,0.20969339482667715,6.365874198627249,0.3205658326149927,-18.430060859187506,-7.524040838908254,14.0377256499853,21.57805465143445,0.0712366108965128,2.6385545586196635,0.0463433806315586,3.1194840443305263,6.980959182783427,18.469881910337644,7.0,7.641144169363408,18.716904265983157,6.0
"Barack Obama grew up in Jakarta, Indonesia.",Barack Obama,0.0039876455897565,0.9757448782250108,0.0,0.9757448782250108,-2.078821860292616,0.5193494178824721,0.0009637889178091648,-6.944638252258301,0.56020335049905,-0.5794554352760315,7.9950440846050945,0.1946595563267569,6.833599771019997,0.8629916039094664,-18.709396742633544,-6.236465580877848,-2.330902368805255,0.4668036203919203,0.0009637889178091648,-6.944638252258301,0.33464412189374143,-1.3975421488285065,10.287220212630993,0.19414245336233887,7.11589849744958,0.8045621503143552,-18.64721895044204,-6.59278748506393,7.9950440846050945,10.287220212630992,0.12507748417867465,1.1587598250896851,0.09720799004304063,1.2429120604409294,3.476279475269055,10.428838425807164,9.0,3.515486185425301,9.943296483527435,8.0
Barack Obama's mother remarried.,Barack Obama,0.9957982009635088,0.0,1.0,0.9957982009635088,-3.5275734127998084,0.3171772081204458,3.177639854332698e-05,-10.356786727905273,0.08044928845682037,-2.5201282501220703,34.04126321701965,0.18724904236224676,11.272152725935799,0.5496806952041208,-24.69301388959866,-9.333081981791686,-3.5275734127998084,0.3171772081204458,3.177639854332698e-05,-10.356786727905273,0.08044928845682037,-2.5201282501220703,34.04126321701965,0.18724904236224676,11.272152725935799,0.5496806952041208,-24.69301388959866,-9.333081981791686,34.04126321701965,34.04126321701965,0.029376113149056964,1.8192379843877466,0.029376113149056964,1.8192379843877466,4.813251282332384,12.734665890714227,7.0,4.813251282332384,12.734665890714227,7.0
"Barack Obama spent four years of his childhood in Jakarta, Indonesia.",Barack Obama,0.992599435537124,0.0,1.0,0.992599435537124,-2.2738044078085715,0.4327397861270668,0.0008143808644821882,-7.113082408905029,0.11004503926934266,-2.2068655490875244,9.71629533852119,0.18559527817584212,5.764137111515039,1.4051770087021414,-29.55945730151143,-8.198318382729836,-2.267450218798,0.44232627433362615,0.0008143808644821882,-7.113082408905029,0.11004503926934266,-2.2068655490875244,9.65475189785644,0.1942819181234123,6.072359459625764,1.1299333095658806,-24.941952406778,-7.520281606562222,9.71629533852119,9.65475189785644,0.1029198851166456,0.711654114611245,0.10357593965951846,0.8850079836872843,2.56590540062577,9.251503489946185,13.0,2.9352394183596946,9.735087820560128,11.0
He lived with his maternal grandparents.,Barack Obama,0.9976575438423976,0.0,1.0,0.9976575438423976,-3.7763157870088304,0.18403202289296322,0.0005530039379871255,-7.500145435333252,0.018749427433653158,-3.9765920639038086,43.654911107424724,0.09029628001532318,5.450583489644303,0.7385576499515372,-26.434210509061813,-9.991192444472524,-3.777569646636645,0.21085737462793697,0.0005530039379871255,-7.500145435333252,0.013447542492758865,-4.393431186676025,43.70968256870437,0.10030846354794161,6.359003066103923,0.6515742459016026,-22.66541787981987,-9.253118102085537,43.65491110742472,43.70968256870437,0.02290693016277663,1.3539904434888979,0.022878226087049838,1.5347445149804384,3.582321991029678,9.477933104422284,7.0,3.759340947237327,9.20846708988263,6.0
He attended Punahou School.,Barack Obama,0.997688744773008,0.0,1.0,0.997688744773008,-2.839918809676809,0.43414674570766193,0.0016146362000510899,-6.428645610809326,0.024723295405135546,-3.700009346008301,17.114375959021167,0.23760549352356145,6.801397372484158,0.2036676429575786,-19.879431667737663,-7.5137189140194085,-2.839918809676809,0.43414674570766193,0.0016146362000510899,-6.428645610809326,0.024723295405135546,-3.700009346008301,17.114375959021167,0.23760549352356145,6.801397372484158,0.2036676429575786,-19.879431667737663,-7.5137189140194085,17.114375959021167,17.114375959021167,0.05843040975577549,4.909960097138686,0.05843040975577549,4.909960097138686,12.990533364279504,34.369720679970804,7.0,12.990533364279504,34.369720679970804,7.0
Punahou School is a prestigious private school.,Barack Obama,0.9773998750355892,0.0,1.0,0.9773998750355892,-2.6789564514998347,0.46019146333400707,3.5820061776627114e-07,-14.842172622680664,0.3843988397122474,-0.9602258801460266,14.56988098242106,0.13504389655473276,18.903735742162162,1.7360513052472537,-26.789564514998347,-8.471604139141881,-3.0764178962563165,0.4890650446413089,3.5820061776627114e-07,-14.842172622680664,0.5375873193484022,-0.6859928965568542,21.680600971097327,0.16324311581295026,22.827684415069065,1.0180826284450415,-24.61134317005053,-8.701423824825975,14.56988098242106,21.680600971097327,0.06863474047636532,0.5760198428338367,0.046124182689082846,0.9822385453402148,1.8215346808071426,5.7601984283383665,10.0,2.7781901446115045,7.8579083627217186,8.0
Punahou School is in Honolulu.,Barack Obama,0.9979009537851632,0.0,1.0,0.9979009537851632,-3.1532858538557775,0.3782726048952192,3.5819993455346413e-07,-14.842174530029297,0.30974427231641993,-1.1802908182144165,23.41286959464564,0.13645434111588958,21.19529146278649,1.362992112485931,-25.22628683084622,-8.91883924112413,-3.453919937601313,0.4525189438572448,3.5819993455346413e-07,-14.842174530029297,0.3807074036991597,-0.9691070318222046,31.62411421366376,0.15551824647738968,27.602945675805827,0.8784442127318254,-20.723519625607878,-8.460341459548731,23.41286959464564,31.62411421366376,0.042711552121261244,0.7336799610499009,0.03162143904628109,1.1383762173014436,2.075160302716268,5.869439688399207,8.0,2.7884408677082,6.830257303808662,6.0
Obama graduated from high school.,Barack Obama,0.9965953233008676,0.0,1.0,0.9965953233008676,-3.0169149131785766,0.31448746090247925,0.003157558969247086,-5.757956027984619,0.03204589376230536,-3.627668619155884,20.42817168566532,0.1781023008921789,4.919764475472622,0.4343164614415008,-18.10148947907146,-7.3899021346805265,-3.578803222323768,0.21485797627858463,0.003157558969247086,-5.757956027984619,0.014142117874068699,-4.2585978507995605,35.83063387438435,0.15416655583207756,4.009406538842896,0.2657163655439959,-17.89401611161884,-8.002447283211238,20.42817168566532,35.83063387438435,0.04895200683582033,2.302468565619156,0.0279090792394524,3.7634114028043384,5.639873134564819,13.814811393714939,6.0,8.415243723968343,18.817057014021692,5.0
Obama moved to Los Angeles after graduating from high school.,Barack Obama,0.9991928392296516,0.0,1.0,0.9991928392296516,-2.7931726150061214,0.3944216206652334,6.18462654973921e-05,-9.690858840942383,0.06914656415994347,-2.6715269088745117,16.33275523443634,0.18840423771978818,8.435197829519897,1.0163860683323198,-30.724898765067337,-9.263905538671121,-3.391024649372816,0.28134846546877607,6.18462654973921e-05,-9.690858840942383,0.046181048265522995,-3.075185775756836,29.69636504831271,0.15955894237165844,8.343355722696643,0.8345213460654544,-30.519221844355343,-10.173073948118448,16.33275523443634,29.69636504831271,0.061226656840578736,0.9838781061224049,0.033674155014363216,1.1982916970485338,3.263154517453489,10.822659167346455,11.0,3.5948750911456013,10.784625273436804,9.0
Obama attended Occidental College in Los Angeles.,Barack Obama,0.9978469447557586,0.0,1.0,0.9978469447557586,-2.5725726093385473,0.38549651181197697,0.0009322130803209299,-6.977949142456055,0.0787813829110972,-2.541078567504883,13.099480976904022,0.19525780639455,5.901537476259145,0.8493918993213401,-23.153153484046925,-7.717717828015641,-2.574190386258124,0.42401691103578787,0.0009322130803209299,-6.977949142456055,0.1882458437572997,-1.8763564825057983,13.12069016612957,0.20631064178661285,6.639206105972084,0.651447188046064,-20.59352309006499,-7.28090991275335,13.099480976904022,13.12069016612957,0.07633890241629585,1.177312852640807,0.07621550294522249,1.5350438505988142,3.531938557922421,10.595815673767262,9.0,4.341759664708524,12.280350804790514,8.0
Obama studied at Occidental College for two years.,Barack Obama,0.99836388539718,0.0,1.0,0.99836388539718,-2.33671610826932,0.43229872466747504,0.0003249555336317379,-8.031822204589844,0.2544993265328398,-1.7262459695339203,10.347201619948745,0.1868823188991736,6.340468214547135,1.0500372571190857,-23.3671610826932,-7.389345147335667,-2.275168670647872,0.48418317484383483,0.0003249555336317379,-8.031822204589844,0.40645537657008335,-1.462009608745575,9.729559965348576,0.20894065637025333,7.137685103367718,0.6314615282925741,-18.201349365182978,-6.435148781433172,10.347201619948745,9.729559965348576,0.09664448773009929,0.9523471602747036,0.10277957107633423,1.583627751169461,3.01158614966149,9.523471602747035,10.0,4.479175686908514,12.669022009355688,8.0
Obama transferred to Columbia University.,Barack Obama,0.990422407114377,0.0,1.0,0.990422407114377,-3.654685465308527,0.27522993247874294,5.879853618943756e-06,-12.043978691101074,0.10963280450969143,-2.392227351665497,38.655360750865874,0.12086512890564094,15.98962847312662,0.8940898254250096,-21.928112791851163,-8.952114560372005,-4.031391463056207,0.29624866163210584,5.879853618943756e-06,-12.043978691101074,0.04912932230745441,-3.0132992267608643,56.339250717236126,0.14238743283543456,18.336109715317495,0.5927520094518718,-20.156957315281034,-9.01446535530601,38.655360750865874,56.339250717236126,0.02586963310069743,1.1184558548405867,0.017749614829259085,1.6870461576751423,2.739646144187808,6.71073512904352,6.0,3.7723498897414474,8.435230788375712,5.0
Columbia University is in New York City.,Barack Obama,0.9949957270051016,0.0,1.0,0.9949957270051016,-3.2170400547329336,0.41425295947460805,1.5957739316859804e-07,-15.650736808776855,0.3011754952919362,-1.5344125926494598,24.954147846502348,0.15545373890778216,23.878688399393898,1.1525703967259888,-25.73632043786347,-9.099163352201597,-3.1946991188451648,0.5367391103237051,1.5957739316859804e-07,-15.650736808776855,0.5957921371187072,-0.5279762595891953,24.40283023585408,0.1469984570615428,31.676927635359167,0.8839665109387428,-19.16819471307099,-7.825382722889689,24.954147846502348,24.40283023585408,0.04007349824771368,0.8676259626662433,0.04097885328607257,1.1312645757790456,2.454016806939228,6.941007701329946,8.0,2.7710209747447356,6.7875874546742745,6.0
Barack Obama graduated from Columbia in 1983.,Barack Obama,0.9941740440849256,0.0,1.0,0.9941740440849256,-2.4616504893056117,0.35876563066111633,0.00040868356161994816,-7.802569389343262,0.1037337078298201,-2.2706745862960815,11.724146157652498,0.15290275584578267,6.213701435769449,1.4569809616435634,-24.616504893056117,-7.7844223494736955,-2.083252182274009,0.3405932281397822,0.002072748576257412,-6.178879737854004,0.1037337078298201,-2.2706745862960815,8.030543282529667,0.14302698012501702,3.389094951172191,1.326212599587583,-16.666017458192073,-5.892326980030501,11.724146157652498,8.030543282529667,0.08529405779774311,0.6863507666372929,0.12452457633538765,0.7540269186938606,2.170431696376552,6.8635076663729295,10.0,2.1327101896225056,6.032215349550885,8.0
Barack Obama earned a Bachelor's degree.,Barack Obama,0.9867429076998496,0.0,1.0,0.9867429076998496,-2.6454642052267445,0.4450667983734436,0.00017022758337615075,-8.678374290466309,0.35734442959147683,-1.4877283871173859,14.089984209573482,0.18005551827988603,9.33009729435,0.8491651536928309,-21.163713641813956,-7.482502715608446,-2.9583407311001793,0.41804211660877366,0.00017022758337615075,-8.678374290466309,0.08044928845682037,-2.5201282501220703,19.265977781782432,0.19993506778115913,9.87983457285896,0.5603777860202271,-20.708385117701255,-7.8270338678840785,14.089984209573482,19.265977781782432,0.07097240033246786,1.177627220866544,0.0519049700631121,1.7845104230521809,3.3308327743384054,9.421017766932351,8.0,4.721370791398735,12.491572961365266,7.0
Barack Obama majored in political science.,Barack Obama,0.996140524195394,0.0,1.0,0.996140524195394,-2.8186905936454423,0.514050005450778,6.139251295119491e-06,-12.000807762145996,0.538950571481823,-1.261339823831804,16.75489733331765,0.2355345110428198,14.878220643569918,0.3528651002673822,-22.549524749163538,-7.97246093133371,-3.221237145904784,0.4447520568095581,6.139251295119491e-06,-12.000807762145996,0.08044928845682037,-2.5201282501220703,25.059102778769713,0.23076465284760192,15.707330921621416,0.3520011198683449,-22.54866002133349,-8.522592402027543,16.75489733331765,25.05910277876972,0.05968404222993763,2.8339441878560776,0.03990565858755361,2.840900052744204,8.015604610948943,22.67155350284862,8.0,7.516315039151443,19.88630036920943,7.0
Obama moved to Chicago.,Barack Obama,0.9964899641289218,0.0,1.0,0.9964899641289218,-4.056180521845818,0.2579068429821079,6.184620651622525e-05,-9.6908597946167,0.014142057182813245,-4.258602142333984,57.753301803021245,0.11533628638027807,11.71423603059971,0.5818578360068781,-20.280902609229088,-9.069895375857818,-5.032876372337341,0.10707679457683028,6.184620651622525e-05,-9.6908597946167,0.009596625257535185,-4.773366451263428,153.37353823681434,0.03042184046565566,9.873121116412833,0.4531929971758088,-20.131505489349365,-10.065752744674683,57.753301803021245,153.37353823681434,0.017315027345288284,1.7186328654825902,0.0065200295402715654,2.2065654284857943,3.8429799155843236,8.593164327412952,5.0,4.413130856971589,8.826261713943177,4.0
Obama attended Harvard Law School.,Barack Obama,0.9956211552201074,0.0,1.0,0.9956211552201074,-2.59118268180949,0.32134623640391324,0.0009322161919229754,-6.977945804595947,0.24007347572537366,-1.7399529814720154,13.345545807689225,0.12184710928665894,5.777821023899711,0.9959619460372636,-15.54709609085694,-6.347075400769754,-2.59118268180949,0.32134623640391324,0.0009322161919229754,-6.977945804595947,0.24007347572537366,-1.7399529814720154,13.345545807689225,0.12184710928665894,5.777821023899711,0.9959619460372636,-15.54709609085694,-6.347075400769754,13.345545807689223,13.345545807689223,0.07493136769451841,1.0040544259535247,0.07493136769451841,1.0040544259535247,2.459421017569211,6.0243265557211485,6.0,2.459421017569211,6.0243265557211485,6.0
Obama became the first African American president of the Harvard Law Review.,Barack Obama,0.99917546791355,0.0,1.0,0.99917546791355,-2.2446140981494236,0.46954552152078016,1.2632571685015669e-05,-11.279232025146484,0.5309821057227435,-0.6330269575119019,9.43677318547096,0.16723688513234977,9.456133166564713,1.7160720781872296,-29.179983275942504,-8.093071224507106,-2.8519294897094367,0.3647272046571582,1.2632571685015669e-05,-11.279232025146484,0.0945883237395436,-2.3583542108535767,17.32117063904085,0.1621243859946527,10.681974076524476,1.273654738576003,-28.51929489709437,-9.018592913683557,9.43677318547096,17.32117063904085,0.1059684258957945,0.5827261061530403,0.05773281845893612,0.7851421344516333,2.1010488552862583,7.575439379989524,13.0,2.482837431833318,7.851421344516333,10.0
Barack Obama graduated from law school in 1991.,Barack Obama,0.994299769318558,0.0,1.0,0.994299769318558,-1.9663545142076062,0.41500953283440495,0.0020727436344455995,-6.178882122039795,0.28717701838038145,-1.2476564645767212,7.144583478831287,0.1448418026865572,4.4529244200792455,1.84024436411078,-21.62989965628367,-6.521660128448197,-2.1495676228854186,0.3982734914433383,0.0020727436344455995,-6.178882122039795,0.28717701838038145,-1.2476564645767212,8.581147303228894,0.1447065221168568,5.0382906976321005,1.4603300132087895,-19.346108605968766,-6.448702868656255,7.144583478831287,8.581147303228894,0.13996617199069808,0.5434060929637503,0.11653453374745383,0.6847767223538025,1.8022741191537452,5.977467022601253,11.0,2.0543301670614076,6.162990501184222,9.0
