concept,title,true_score,false_score,ground_truth,confidence,unc_mean_logprobs,unc_mean_probs,unc_min_prob,unc_min_logprob,unc_median_prob,unc_median_logprobs,unc_PPL,unc_var_prob,unc_var_logprob,unc_entropy,unc_log_likelihood,unc_sqrt_normalized_log_likelihood,unc_mean_logprobs_no_stopwords,unc_mean_probs_no_stopwords,unc_min_prob_no_stopwords,unc_min_logprob_no_stopwords,unc_median_prob_no_stopwords,unc_median_logprobs_no_stopwords,unc_PPL_no_stopwords,unc_var_prob_no_stopwords,unc_var_logprob_no_stopwords,unc_entropy_no_stopwords,unc_log_likelihood_no_stopwords,unc_sqrt_normalized_log_likelihood_no_stopwords,unc_exp_mean_logprobs,unc_exp_mean_logprobs_no_stopwords,unc_Inv_PPL,unc_Inv_entropy,unc_Inv_PPL_no_stopwords,unc_Inv_entropy_no_stopwords,unc_Inv_entropy_normalized_v2,unc_Inv_entropy_normalized,unc_seq_len,unc_Inv_entropy_normalized_v2_no_stopwords,unc_Inv_entropy_normalized_no_stopwords,unc_seq_len_no_stopwords
Pablo Picasso's father was José Ruiz Blasco.,Pablo Picasso,0.998979738321226,8.930662300826313e-06,1.0,0.998979738321226,-2.021534271584824,0.4910554266503674,0.001730353015177073,-6.359429836273193,0.5087478703993114,-0.9506641998887062,7.549899648512295,0.19854934364639729,4.99920855952739,0.8928286428245631,-20.215342715848237,-6.392652666297445,-2.2267219093628228,0.4523297295690825,0.001730353015177073,-6.359429836273193,0.17790904041669253,-1.72648286819458,9.26943018862089,0.20561358568501606,5.133656510283502,0.7460306598864084,-20.040497184265405,-6.680165728088468,7.549899648512295,9.26943018862089,0.1324520916244297,1.1200357515820598,0.10788149645137794,1.3404274834391676,3.5418640358178486,11.200357515820599,10.0,4.021282450317503,12.06384735095251,9.0
José Ruiz Blasco was a painter.,Pablo Picasso,0.996395039229802,0.0,1.0,0.996395039229802,-3.4211724424967542,0.3583060998966241,1.8529954396007277e-05,-10.896121978759766,0.25463514642916596,-1.42295902967453,30.60527692122165,0.14113996030180753,15.701111112951118,1.215917323047269,-27.369379539974034,-9.676536934791994,-4.118956777732819,0.38109675008049876,1.8529954396007277e-05,-10.896121978759766,0.18286475154197532,-2.3162601590156555,61.495055778354505,0.1815063354531308,18.925580921447136,0.5470035470950537,-24.713740666396916,-10.089342378023792,30.60527692122165,61.495055778354505,0.03267410396494735,0.8224243384359816,0.016261469923765603,1.828141710068707,2.326167306883771,6.579394707487853,8.0,4.478014367167396,10.968850260412243,6.0
José Ruiz Blasco was an art teacher.,Pablo Picasso,0.9964401395809348,1.6642248591499285e-05,1.0,0.9964401395809348,-3.496640933987995,0.3943184806273723,1.8529954396007277e-05,-10.896121978759766,0.240717805543704,-1.4241299629211426,33.004401586728825,0.17649860056367878,15.012809100728804,0.927074465217714,-31.469768405891955,-10.489922801963985,-3.729274400775986,0.4471347774479583,1.8529954396007277e-05,-10.896121978759766,0.240717805543704,-1.4241299629211426,41.64887680473968,0.2031749117248633,18.148744532397508,0.5099605919166826,-26.104920805431902,-9.86673263517268,33.004401586728825,41.64887680473968,0.030298988980975893,1.0786620034509957,0.02401025133734697,1.9609358367114376,3.2359860103529874,9.707958031058961,9.0,5.188148560892826,13.726550856980063,7.0
Pablo Picasso began drawing at a young age.,Pablo Picasso,0.995880240588484,0.0,1.0,0.995880240588484,-2.3685572114676083,0.3671945988055033,0.00016661110479031913,-8.699848175048828,0.20442132470780833,-1.5875720977783203,10.681969337897424,0.1399008362736402,6.917194162093617,1.5295729570781602,-21.317014903208474,-7.105671634402825,-2.734636983755211,0.3634754800103213,0.00016661110479031913,-8.699848175048828,0.17790895558307152,-1.7264833450317383,15.40415046396531,0.17098106309154062,8.218957931052765,0.8786753062411063,-19.142458886286477,-7.235169385056066,10.681969337897424,15.40415046396531,0.09361569654129283,0.6537772489847312,0.06491756895904675,1.1380768218898853,1.9613317469541938,5.883995240862582,9.0,3.0110682436073866,7.966537753229198,7.0
Pablo Picasso began painting at a young age.,Pablo Picasso,0.9992830607238652,0.0,1.0,0.9992830607238652,-2.0654354204921725,0.38464515668264965,0.00016661110479031913,-8.699848175048828,0.20582484827018058,-1.5807297229766846,7.888732065545705,0.1291861472254424,6.309799996659407,1.7727175733220142,-18.588918784429552,-6.196306261476518,-2.2488671596802305,0.40970798094109134,0.00016661110479031913,-8.699848175048828,0.20582484827018058,-1.5807297229766846,9.476993832296227,0.15465904410381595,7.833112848960434,1.1598777179664148,-15.742070117761614,-5.949943236134072,7.888732065545705,9.476993832296229,0.1267630833055584,0.5641056505837154,0.10551869270951136,0.8621598505687957,1.6923169517511463,5.076950855253439,9.0,2.2810605549896428,6.03511895398157,7.0
"In 1895, his family moved to Barcelona.",Pablo Picasso,0.999675315221515,0.0,1.0,0.999675315221515,-2.009222588078542,0.455264904181421,0.0008965911893921683,-7.016910552978516,0.3032505796032618,-1.1931958198547363,7.4575175301553704,0.14321824806970107,5.98338363907674,1.79341605494801,-22.101448468863964,-6.663837444963329,-1.7065991072191133,0.4546369390013088,0.0008965911893921683,-7.016910552978516,0.3032505796032618,-1.1931958198547363,5.510190010415285,0.1286719309025062,4.415542690795025,1.7034540646585452,-15.35939196497202,-5.11979732165734,7.45751753015537,5.510190010415285,0.13409287956164764,0.5575950974906319,0.18148194492564027,0.5870425394772524,1.8493337233180656,6.133546072396951,11.0,1.761127618431757,5.283382855295271,9.0
Pablo Picasso began to study art in Barcelona.,Pablo Picasso,0.9678304558124596,0.0200866794005746,1.0,0.9678304558124596,-2.459541332649274,0.28295828320559485,0.00016661110479031913,-8.699848175048828,0.1282244291140526,-2.0539731979370117,11.699444156097037,0.11095647647198753,5.834775407728039,1.6960403371762982,-22.135871993843466,-7.378623997947822,-2.5429594669091915,0.3308909707749793,0.00016661110479031913,-8.699848175048828,0.17790895558307152,-1.7264833450317383,12.717251619405433,0.1322708725315655,7.466853028347896,1.1996176060803714,-17.80071626836434,-6.728038343559105,11.699444156097035,12.717251619405433,0.08547414617803538,0.5896086184276011,0.07863334232328044,0.8335989693143955,1.7688258552828033,5.306477565848411,9.0,2.2054955659656534,5.835192785200768,7.0
Picasso was 13 years old when his early work was exhibited.,Pablo Picasso,0.0001553599306195,0.980427945061209,0.0,0.980427945061209,-2.3888324619485783,0.3588209251221825,0.0013590247783140175,-6.600987911224365,0.36450765531249446,-1.0092077255249023,10.900759459033413,0.12123463166788666,5.000437106372487,2.123841987815826,-31.054822005331516,-8.613057930048479,-2.7216003354300153,0.3191420030381642,0.0013590247783140175,-6.600987911224365,0.046585237648816225,-3.066471576690674,15.20463530181574,0.1319883453892996,5.186627242483583,1.4993789312288628,-29.937603689730167,-9.02652714192676,10.900759459033411,15.20463530181574,0.09173672749666119,0.4708448207243548,0.0657694170330136,0.6669428115682663,1.6976551439083107,6.120982669416612,13.0,2.211999062596642,7.336370927250929,11.0
Picasso established himself as a talented young artist.,Pablo Picasso,0.9933465240440386,0.0,1.0,0.9933465240440386,-3.072083604418569,0.3239149806029824,5.235201641389385e-05,-9.85752010345459,0.07710785924295828,-2.5625500679016113,21.586834272182116,0.16109807425576483,8.759820013127317,0.9762582393874027,-27.648752439767122,-9.216250813255707,-3.900851173592465,0.17439178618408996,5.235201641389385e-05,-9.85752010345459,0.029254522112643157,-3.5317211151123047,49.444517066640856,0.10422110144928542,8.168550184153352,0.7048819154488937,-27.305958215147257,-10.320682106800112,21.58683427218212,49.444517066640856,0.04632453223067777,1.0243191398082285,0.020224689395837547,1.418677338832228,3.0729574194246854,9.218872258274057,9.0,3.753467429192992,9.930741371825595,7.0
"In the early 1900s, Picasso began to develop his unique style.",Pablo Picasso,0.9997913556292648,0.0,1.0,0.9997913556292648,-1.4313202648045262,0.4647373412896441,0.0012900137549432453,-6.653102397918701,0.32058127850867324,-1.1377013325691223,4.184219824941863,0.1164786096397707,2.8827098220940766,3.378582991069358,-22.90112423687242,-5.725281059218105,-1.1163275331939355,0.49319711045575065,0.02252535515428658,-3.7931137084960938,0.32468397198111953,-1.1249029636383057,3.0536192705518985,0.112561482047699,1.237581687694405,2.861520289235045,-14.512257931521162,-4.0249761611429635,4.184219824941863,3.0536192705518985,0.23899317957413826,0.29598207374017743,0.3274802493040542,0.34946458487887383,1.1839282949607097,4.735713179842839,16.0,1.2600124797395171,4.54303960342536,13.0
Picasso's unique style would come to be known as Cubism.,Pablo Picasso,0.9997174894836136,0.0,1.0,0.9997174894836136,-2.3475542227522683,0.4100217533324211,0.0005829469339193548,-7.447414398193359,0.3815473395276842,-0.963520348072052,10.45995569274188,0.14568286019322402,6.512717740469707,1.9562970455735804,-30.51820489577949,-8.464227122065315,-2.948005602695048,0.31133953113280727,0.0005829469339193548,-7.447414398193359,0.10020954052394535,-2.3047502040863037,19.067886838476657,0.13492869572243288,6.876115291029668,1.3742566058591832,-29.48005602695048,-9.322412259453769,10.45995569274188,19.067886838476657,0.09560269941620267,0.5111698155771651,0.052444196279900435,0.7276661401782395,1.8430489805329395,6.645207602503146,13.0,2.301082379146599,7.276661401782395,10.0
Cubism was a revolutionary art movement.,Pablo Picasso,0.9941478887040622,0.0,1.0,0.9941478887040622,-2.4328599645523354,0.4904100540811955,1.5838645753492362e-05,-11.053057670593262,0.5516278348512833,-0.6034352034330368,11.391414578826456,0.13846521729621425,12.946406597976887,1.269348860627387,-19.462879716418684,-6.881167114448879,-3.0426682182587683,0.47000412715783296,1.5838645753492362e-05,-11.053057670593262,0.455618508595997,-1.0852545499801636,20.961097469303066,0.18123425206546875,15.768692407784124,0.6224253866616274,-18.25600930955261,-7.452984591317222,11.391414578826456,20.961097469303063,0.08778541006300729,0.787805489111749,0.04770742569488414,1.6066182733379344,2.2282504144276105,6.302443912893992,8.0,3.9353949811092903,9.639709640027608,6.0
Cubism rejected traditional techniques.,Pablo Picasso,0.9661231484764472,0.0,1.0,0.9661231484764472,-4.84810854991277,0.2979132661681293,1.5838721278220733e-05,-11.05305290222168,0.11897263016785041,-3.8948468565940857,127.49900363146507,0.12706635523538654,19.64357292027758,0.7231095496827794,-29.088651299476624,-11.87539216491076,-4.84810854991277,0.2979132661681293,1.5838721278220733e-05,-11.05305290222168,0.11897263016785041,-3.8948468565940857,127.49900363146507,0.12706635523538654,19.64357292027758,0.7231095496827794,-29.088651299476624,-11.87539216491076,127.49900363146509,127.49900363146509,0.00784319854679408,1.3829163235898205,0.00784319854679408,1.3829163235898205,3.3874393497606876,8.297497941538923,6.0,3.3874393497606876,8.297497941538923,6.0
Cubism rejected traditional techniques of perspective.,Pablo Picasso,0.9845587231427412,0.0,1.0,0.9845587231427412,-3.4658286458579823,0.4460983799049898,1.5838645753492362e-05,-11.053057670593262,0.4358970866744581,-0.948144719004631,32.00296791548884,0.16254042062714813,18.11838788618436,0.9530204937730022,-27.72662916686386,-9.802843751667075,-3.925253906287253,0.39855297816288376,1.5838645753492362e-05,-11.053057670593262,0.23619321492968529,-1.4431051015853882,50.6659408267262,0.1676759589021947,19.0181564534181,0.7584068633270978,-27.47677734401077,-10.385245668820904,32.00296791548884,50.6659408267262,0.031247101913820272,1.0492953787814219,0.019737124855135457,1.3185534682703735,2.9678555112162015,8.394363030251375,8.0,3.488564567385104,9.229874277892614,7.0
Cubism rejected traditional techniques of representation.,Pablo Picasso,0.9887420662032262,0.0,1.0,0.9887420662032262,-4.142405581660569,0.3258528280000216,1.5838645753492362e-05,-11.053057670593262,0.13871077267805285,-2.3158673644065857,62.954080624918895,0.13173504319248958,17.49804752816129,1.0446744052953305,-33.13924465328455,-11.716492308868771,-4.698484690061638,0.26112949027149146,1.5838645753492362e-05,-11.053057670593262,0.04122833042642042,-3.188629627227783,109.78069457365888,0.11704145150336003,17.523976805211884,0.8500607748494259,-32.88939283043146,-12.431022028747483,62.954080624918895,109.78069457365888,0.015884593819390534,0.9572360487929243,0.009109069712881404,1.1763864768105943,2.707472405190775,7.657888390343395,8.0,3.1124260633402847,8.23470533767416,7.0
Picasso emphasized geometric shapes.,Pablo Picasso,0.9917136952633644,0.0,1.0,0.9917136952633644,-5.404953151941299,0.1418002961807178,5.839556904050629e-06,-12.05085563659668,0.0054710388533356835,-5.208286762237549,222.50579627503564,0.07021309351414015,14.593187371041529,0.4164470255304441,-27.024765759706497,-12.085842662942495,-5.404953151941299,0.1418002961807178,5.839556904050629e-06,-12.05085563659668,0.0054710388533356835,-5.208286762237549,222.50579627503564,0.07021309351414015,14.593187371041529,0.4164470255304441,-27.024765759706497,-12.085842662942495,222.50579627503564,222.50579627503564,0.004494264943839562,2.4012658001969465,0.004494264943839562,2.4012658001969465,5.369393561285801,12.006329000984733,5.0,5.369393561285801,12.006329000984733,5.0
Picasso emphasized fragmented forms.,Pablo Picasso,0.997154250842466,0.0,1.0,0.997154250842466,-6.338199311494828,0.18235437479997327,5.839556904050629e-06,-12.05085563659668,0.007804654650987573,-4.853034973144531,565.7766061402015,0.1199473992512163,20.818019524106834,0.2585374059133941,-31.690996557474136,-14.172644515444798,-6.338199311494828,0.18235437479997327,5.839556904050629e-06,-12.05085563659668,0.007804654650987573,-4.853034973144531,565.7766061402015,0.1199473992512163,20.818019524106834,0.2585374059133941,-31.690996557474136,-14.172644515444798,565.7766061402015,565.7766061402015,0.0017674820576660541,3.8679122522602545,0.0017674820576660541,3.8679122522602545,8.648914727058244,19.339561261301274,5.0,8.648914727058244,19.339561261301274,5.0
Picasso emphasized multiple viewpoints.,Pablo Picasso,0.9967987809631372,0.0001789854572209,1.0,0.9967987809631372,-6.38449387550354,0.015381517569251744,5.839556904050629e-06,-12.05085563659668,0.007770758170479297,-4.857387542724609,592.5847350363616,0.0002605533741198425,11.206649305002347,0.2711843638789972,-31.9224693775177,-14.276162307556994,-6.38449387550354,0.015381517569251744,5.839556904050629e-06,-12.05085563659668,0.007770758170479297,-4.857387542724609,592.5847350363616,0.0002605533741198425,11.206649305002347,0.2711843638789972,-31.9224693775177,-14.276162307556994,592.5847350363616,592.5847350363616,0.001687522375915807,3.687528239814745,0.001687522375915807,3.687528239814745,8.245563813175917,18.437641199073724,5.0,8.245563813175917,18.437641199073724,5.0
Georges Braque was Picasso's collaborator.,Pablo Picasso,0.998030246216256,0.0,1.0,0.998030246216256,-2.712300622007913,0.4723099775197796,6.6117293890344416e-06,-11.926665306091309,0.3209154435766534,-1.1365776062011719,15.063892001344863,0.1999974260536227,13.358151736007592,0.8051932781207949,-24.410705598071218,-8.13690186602374,-2.9092659989837557,0.4912342942626704,6.6117293890344416e-06,-11.926665306091309,0.47964527568509235,-1.660875104367733,18.343329601936475,0.22177393643265825,14.678762465463416,0.4404479714674547,-23.274127991870046,-8.228646864627477,15.063892001344865,18.343329601936475,0.06638390662325,1.2419378392401088,0.05451572978846936,2.27041572394639,3.7258135177203267,11.177440553160979,9.0,6.421705418060227,18.16332579157112,8.0
Georges Braque emphasized fragmented forms.,Pablo Picasso,0.9764130452435426,0.000420582669406,1.0,0.9764130452435426,-5.831961210650791,0.40703652119197237,4.701111257617576e-06,-12.267711639404297,0.012500392925713517,-4.38199520111084,341.02684913518794,0.2181189428542651,31.39080096117431,0.2115872192850623,-40.82372847455554,-15.429919019157166,-5.831961210650791,0.40703652119197237,4.701111257617576e-06,-12.267711639404297,0.012500392925713517,-4.38199520111084,341.02684913518794,0.2181189428542651,31.39080096117431,0.2115872192850623,-40.82372847455554,-15.429919019157166,341.02684913518794,341.02684913518794,0.0029323204390971154,4.726183383755062,0.0029323204390971154,4.726183383755062,12.504305883901639,33.083283686285434,7.0,12.504305883901639,33.083283686285434,7.0
Artists explored new ways of expressing themselves.,Pablo Picasso,0.9916405382508172,0.0,1.0,0.9916405382508172,-3.820554142817855,0.2795374956077711,4.570739751213844e-06,-12.295835494995117,0.18696661420625954,-1.6829820275306702,45.62948656858656,0.08634771444994614,18.09180299628708,1.5065714379186972,-30.56443314254284,-10.80615896910745,-4.306830548814365,0.22528972977804113,4.570739751213844e-06,-12.295835494995117,0.16628323100933978,-1.7940627336502075,74.20492694273379,0.07514054144837214,18.78462833723989,1.2319060580337176,-30.147813841700554,-11.394802571058635,45.62948656858656,74.20492694273379,0.021915653126994554,0.6637587669798672,0.013476194118103918,0.8117502089373033,1.8773933008139423,5.310070135838938,8.0,2.1476891795528257,5.682251462561124,7.0
New artistic styles provided alternative forms of expression.,Pablo Picasso,0.989328970742056,0.0,1.0,0.989328970742056,-5.00024153623316,0.19124285273877006,8.307769180636577e-06,-11.698319435119629,0.048303511159428554,-3.0302510261535645,148.44901058751964,0.08694708413568607,17.01849283650696,1.1057548831072734,-45.00217382609844,-15.00072460869948,-5.615681827068329,0.09937947543899459,8.307769180636577e-06,-11.698319435119629,0.024767937245938582,-4.864536285400391,274.700613671448,0.02186554885235868,15.736903676820836,1.034701397067133,-44.92545461654663,-15.883546803624304,148.44901058751964,274.700613671448,0.0067363197372773305,0.9043595604026704,0.0036403267784324523,0.9664624043559868,2.713078681208011,8.139236043624033,9.0,2.733568479527894,7.731699234847895,8.0
Artists found freedom in new artistic styles.,Pablo Picasso,0.9625042223237016,0.0,1.0,0.9625042223237016,-5.409451711922884,0.1350412879917221,5.900207605845992e-05,-9.737937927246094,0.016179907392078703,-5.370384931564331,223.509006755255,0.05953999640480673,13.123786986683902,0.8625484475119787,-43.27561369538307,-15.300239952007397,-6.142125146729605,0.046443410655215796,5.900207605845992e-05,-9.737937927246094,0.0006832905192537853,-7.288590431213379,465.0408014211013,0.005249039228645035,10.70413080249548,0.650527940716744,-42.99487602710724,-16.250535659682644,223.509006755255,465.0408014211013,0.004474092630616053,1.1593551676830447,0.002150348952057833,1.5372129887276045,3.2791516034893915,9.274841341464358,8.0,4.067083280311578,10.760490921093231,7.0
"During the early 1900s, Picasso experienced intense creativity.",Pablo Picasso,0.9957025764648032,0.0,1.0,0.9957025764648032,-2.8773874012236216,0.33521603534659405,0.00012250338417216938,-9.00737190246582,0.1146707087149924,-2.1656906604766846,17.767792375585493,0.14338474023519465,8.092678220015403,1.8605789919358435,-37.40603621590708,-10.374567814485843,-2.936695462952533,0.35359481256589415,0.00012250338417216938,-9.00737190246582,0.18910145909996576,-1.8155316710472107,18.853441363852284,0.15094233571113091,8.721341271264828,1.612237709041542,-35.240345555430395,-10.173011496381585,17.767792375585493,18.853441363852284,0.056281612192524706,0.5374671026246232,0.05304071446167386,0.6202559302464704,1.9378651973881449,6.987072334120101,13.0,2.1486295697655686,7.443071162957645,12.0
Picasso produced many works During this period.,Pablo Picasso,0.9761165048204066,0.0,1.0,0.9761165048204066,-4.474426496773958,0.1330604775158438,2.3604588056571325e-06,-12.95665454864502,0.042315523592310375,-3.212660312652588,87.74426435851429,0.04592922380183698,14.173595579244381,1.1168415966494425,-35.795411974191666,-12.655589271158533,-4.474426496773958,0.1330604775158438,2.3604588056571325e-06,-12.95665454864502,0.042315523592310375,-3.212660312652588,87.74426435851429,0.04592922380183698,14.173595579244381,1.1168415966494425,-35.795411974191666,-12.655589271158533,87.74426435851429,87.74426435851429,0.011396756327161169,0.8953821231229473,0.011396756327161169,0.8953821231229473,2.532523084053777,7.163056984983578,8.0,2.532523084053777,7.163056984983578,8.0
