concept,title,true_score,false_score,ground_truth,confidence,unc_mean_logprobs,unc_mean_probs,unc_min_prob,unc_min_logprob,unc_median_prob,unc_median_logprobs,unc_PPL,unc_var_prob,unc_var_logprob,unc_entropy,unc_log_likelihood,unc_sqrt_normalized_log_likelihood,unc_mean_logprobs_no_stopwords,unc_mean_probs_no_stopwords,unc_min_prob_no_stopwords,unc_min_logprob_no_stopwords,unc_median_prob_no_stopwords,unc_median_logprobs_no_stopwords,unc_PPL_no_stopwords,unc_var_prob_no_stopwords,unc_var_logprob_no_stopwords,unc_entropy_no_stopwords,unc_log_likelihood_no_stopwords,unc_sqrt_normalized_log_likelihood_no_stopwords,unc_exp_mean_logprobs,unc_exp_mean_logprobs_no_stopwords,unc_Inv_PPL,unc_Inv_entropy,unc_Inv_PPL_no_stopwords,unc_Inv_entropy_no_stopwords,unc_Inv_entropy_normalized_v2,unc_Inv_entropy_normalized,unc_seq_len,unc_Inv_entropy_normalized_v2_no_stopwords,unc_Inv_entropy_normalized_no_stopwords,unc_seq_len_no_stopwords
Freddie Mercury has an impressive vocal range.,Freddie Mercury,0.9950732716356496,0.0,1.0,0.9950732716356496,-2.2893701827670156,0.35784244461006054,0.008584318056893933,-4.757818222045898,0.09598167626576234,-2.461419939994812,9.868720233380339,0.17331195347520123,3.3759235611608123,0.9046446321101907,-18.314961462136125,-6.4753167235233695,-1.5446473805301746,0.4734066923036833,0.020552792227703374,-3.884758472442627,0.3883141607017503,-1.2089538723230362,4.686318848370427,0.1776600295228431,2.2644875574496552,0.8049744560478468,-9.267884283181047,-3.783597914825567,9.86872023338034,4.686318848370427,0.10133026130557046,1.1054064375172177,0.2133871024050636,1.2422754442540487,3.126561551742753,8.843251500137741,8.0,3.0429409584117075,7.453652665524292,6.0
Freddie Mercury is known for his flamboyant stage presence.,Freddie Mercury,0.99754199265945,0.0,1.0,0.99754199265945,-1.101667843320077,0.5617079599048983,0.03046178100079043,-3.4912824630737305,0.7357389687101694,-0.307379812002182,3.0091806828521137,0.162120831571145,1.4986104248642238,1.7305616928869336,-13.220014119840926,-3.8162893553904063,-1.036956265041954,0.5822752611654556,0.03046178100079043,-3.4912824630737305,0.7357389687101694,-0.307379812002182,2.820618719724161,0.1614579547777208,1.4545011927776035,1.4092891959796672,-10.369562650419539,-3.2791436315138114,3.0091806828521137,2.820618719724161,0.3323163696013747,0.5778470678683485,0.354532143251816,0.7095775677928547,2.0017209611053617,6.934164814420182,12.0,2.243881290787958,7.095775677928547,10.0
Freddie Mercury was born Farrokh Bulsara.,Freddie Mercury,0.9990444514275744,0.0,1.0,0.9990444514275744,-1.7783232292991173,0.6237856255806886,1.56967701803773e-05,-11.062055587768555,0.9512075422782018,-0.05002300441265106,5.919921740504242,0.19015256618385365,10.03144927391619,0.890939440204787,-19.56155552229029,-5.898030907558323,-1.917689685782534,0.618095894355686,1.56967701803773e-05,-11.062055587768555,0.9714094107125995,-0.02922355430200696,6.805218101561331,0.20881171934669857,10.820941100187621,0.6291088504147448,-19.17689685782534,-6.064267252485426,5.919921740504242,6.805218101561331,0.16892115197367844,1.1224107440682443,0.14694606184195164,1.589550042636886,3.722615298737989,12.346518184750687,11.0,5.02659858955032,15.895500426368859,10.0
Freddie Mercury's parents were Parsi.,Freddie Mercury,0.999226406078186,0.0,1.0,0.999226406078186,-2.5491687919711694,0.33255941322416793,0.002870566921286586,-5.853245735168457,0.0872862975813897,-2.664962887763977,12.796462838204707,0.14901259148658144,4.3042357554581985,0.9907254841452658,-20.393350335769355,-7.210138156767733,-2.8648091728932092,0.27835450591772987,0.002870566921286586,-5.853245735168457,0.034613076953306246,-3.3635237216949463,17.545704689040573,0.1467947287472968,4.12209577711763,0.7488710809344943,-20.053664210252464,-7.579572625132073,12.796462838204707,17.545704689040573,0.07814659508988939,1.009361337729932,0.056994006095669764,1.335343326053036,2.85490498630544,8.074890701839456,8.0,3.5329863556261714,9.347403282371252,7.0
Freddie Mercury's parents were from India.,Freddie Mercury,0.9984704771142416,0.0,1.0,0.9984704771142416,-2.0580198507523164,0.3305205826261567,0.013841820919384039,-4.280060768127441,0.09469598806996231,-2.486775040626526,7.8304489909420205,0.13413049801985555,2.3033629599176297,1.2676267161325327,-16.46415880601853,-5.820959169133957,-2.186220775513599,0.3137897397849281,0.013841820919384039,-4.280060768127441,0.0929972896663581,-2.5223770141601562,8.901508666956984,0.14113868921860698,2.412462621609515,0.8771215945656796,-13.117324653081596,-5.355125365080047,7.83044899094202,8.901508666956984,0.1277065978153697,0.7888757686102982,0.11234050736950571,1.1400927832533476,2.2312776219923665,6.311006148882385,8.0,2.7926455784001996,6.840556699520086,6.0
Freddie Mercury moved to India.,Freddie Mercury,0.9557508376250335,0.0064397986814429,1.0,0.9557508376250335,-3.311072630342096,0.35123330715355455,7.672750997036649e-05,-9.475250244140625,0.10084489696424379,-2.375689148902893,27.414515347824977,0.1824620328656832,11.048854221019122,0.563765026243028,-19.866435782052577,-8.110438445633083,-3.954443562217057,0.23946309485438988,7.672750997036649e-05,-9.475250244140625,0.061730776252361355,-2.784972667694092,52.16665836720934,0.1439989572944177,10.775068129333016,0.478018723619834,-19.772217811085284,-8.842404618303757,27.414515347824977,52.16665836720934,0.03647702639686966,1.7737886414559523,0.019169332123227873,2.091968265233257,4.344877083111663,10.642731848735714,6.0,4.677783247833873,10.459841326166286,5.0
He moved to India with his family.,Freddie Mercury,0.0,0.9854939888520492,0.0,0.9854939888520492,-3.1264685946516693,0.3059691402960491,6.759107780315306e-05,-9.602034568786621,0.1066923900274295,-2.5721137523651123,22.793344709685403,0.13541606750509758,8.961187667440681,1.0666808433799555,-25.011748757213354,-8.842988577779883,-3.856806354597211,0.23612134817031716,6.759107780315306e-05,-9.602034568786621,0.02283725872827478,-3.8712023496627808,47.31400566854852,0.12378330750712198,9.61563530236854,0.618887127750527,-23.140838127583265,-9.44720760548685,22.793344709685403,47.31400566854852,0.04387245543542706,0.9374875401636855,0.021135390797502047,1.6158035208046844,2.6516151877105516,7.499900321309484,8.0,3.9578941505640195,9.694821124828106,6.0
Freddie Mercury moved to India at the age of eight.,Freddie Mercury,0.9507170971785608,0.0417715914870774,1.0,0.9507170971785608,-2.715168647976084,0.4166974736778517,7.672736362439481e-05,-9.475252151489258,0.13995865061947615,-1.9664082527160645,15.107157648629357,0.1713208083874054,10.58473430943397,1.357742796867392,-29.866855127736926,-9.005195647873235,-3.7829869092841233,0.28563604604781495,7.672736362439481e-05,-9.475252151489258,0.061730481897783934,-2.784977436065674,43.94711192736726,0.14556876487140866,12.747312198454386,0.8002506663572415,-26.480908364988863,-10.008842574978653,15.107157648629356,43.94711192736726,0.06619378861719419,0.7365165201444763,0.022754623822669635,1.2496084565002885,2.4427489492174623,8.10168172158924,11.0,3.3061532121030384,8.74725919550202,7.0
"Freddie Mercury attended boarding school in Panchgani, India.",Freddie Mercury,0.9977498630621084,0.0,1.0,0.9977498630621084,-1.99206096771209,0.5614214230290224,0.00023047720790037932,-8.375358581542969,0.6489424613203832,-0.43241122364997864,7.330626388555812,0.18576588162094063,7.969125179021945,1.2395687529418051,-25.89679258025717,-7.182477962936355,-2.122031779717266,0.5541280031714091,0.00023047720790037932,-8.375358581542969,0.7360035198625559,-0.332015223801136,8.348081731513394,0.2005548501041664,8.413617588287739,0.9589587491638296,-25.46438135660719,-7.350933715492225,7.330626388555812,8.348081731513394,0.13641399070086935,0.806732178127878,0.11978799826852121,1.0427977229176508,2.908714233806813,10.487518315662415,13.0,3.6123572762210063,12.513572675011808,12.0
"He attended boarding school in Panchgani, India later.",Freddie Mercury,0.9992810357787224,0.0,1.0,0.9992810357787224,-2.9435508539337696,0.45601784934411166,4.968394601511278e-06,-12.212413787841797,0.3656280198633873,-1.006138801574707,18.983133111642495,0.19516662632255505,13.116515792999463,1.0908613682118735,-38.266161101139005,-10.613123535794019,-3.1589170087606058,0.4358306102919592,4.968394601511278e-06,-12.212413787841797,0.19601945821475542,-2.3200587034225464,23.54508299780378,0.20613269178230095,13.606585227365764,0.840074709684809,-37.90700410512727,-10.94280951213374,18.98313311164249,23.54508299780378,0.05267834314382449,0.9167067687429316,0.042471712675350395,1.1903703188198511,3.3052332592675486,11.917187993658109,13.0,4.12356374403589,14.284443825838213,12.0
"In 1964, Freddie Mercury moved to England.",Freddie Mercury,0.9950467111958424,0.0,1.0,0.9950467111958424,-1.995524308390238,0.40297314718377525,0.0009088229370778078,-7.003360271453857,0.21593447157773554,-1.5327802896499634,7.356058860359379,0.15505954984119996,4.360247740743761,1.7372245547187144,-21.95076739229262,-6.618405390963877,-1.6501436078300078,0.39149288108662317,0.009138734640744344,-4.695233345031738,0.21593447157773554,-1.5327802896499634,5.207727643948611,0.14304415810781546,2.02255073459636,1.6435530493085575,-14.85129247047007,-4.950430823490024,7.356058860359379,5.207727643948611,0.13594235975854402,0.575630822902982,0.19202233073037178,0.6084379207721344,1.9091514573327089,6.331939051932801,11.0,1.825313762316403,5.47594128694921,9.0
Freddie Mercury studied art at Ealing Art College.,Freddie Mercury,0.9971224832106612,0.0,1.0,0.9971224832106612,-1.8749001923948527,0.4889792389011493,0.00023511824034384444,-8.355422019958496,0.45695605951396956,-0.7846940457820892,6.520168325467792,0.16070959942616228,6.189463859320366,1.4660638473097165,-18.749001923948526,-5.928954993455639,-2.0557855222788124,0.456510972295137,0.00023511824034384444,-8.355422019958496,0.43173078627318884,-0.8399530649185181,7.8129727269288365,0.16802433822063378,6.549987040239227,1.2731619652540809,-18.50206970050931,-6.167356566836436,6.520168325467792,7.812972726928836,0.1533702736007593,0.6820985333176577,0.12799225531062172,0.785446021237709,2.156984953944046,6.820985333176577,10.0,2.3563380637131273,7.069014191139382,9.0
Freddie Mercury met Roger Taylor at Ealing Art College.,Freddie Mercury,0.0003295340074799,0.9823276013491536,0.0,0.9823276013491536,-2.4698981757445093,0.45385833363121253,0.00024933198582135314,-8.296725273132324,0.13995865061947615,-1.9664082527160645,11.821243101084157,0.19654847106189308,8.008925813387817,1.0434839310962232,-27.1688799331896,-8.191725519327818,-2.4886918492149563,0.4890357891040673,0.00024933198582135314,-8.296725273132324,0.49427280749510594,-1.0652954801917076,12.04550846810107,0.20259133105909086,8.805933170938946,0.810532683884686,-24.88691849214956,-7.8699346378155886,11.821243101084155,12.04550846810107,0.08459347223036869,0.9583281258097176,0.08301849628417107,1.2337565404608277,3.178414819355338,10.541609383906893,11.0,3.9014807459859013,12.337565404608279,10.0
Brian May and Roger Taylor were the future Queen bandmates of Freddie Mercury.,Freddie Mercury,0.998673262495434,0.0,1.0,0.998673262495434,-2.4187908345503577,0.405156937919753,0.00012556021126214817,-8.982725143432617,0.21738793842052676,-1.5260717868804932,11.232269428213257,0.16402860204114722,8.097008846455982,2.146431862497166,-36.281862518255366,-9.367936620172674,-2.4469546097073667,0.47708287289949164,0.00012556021126214817,-8.982725143432617,0.34963214522382313,-1.056524395942688,11.553109363601152,0.17792018201401796,10.041122569412197,1.450865127478675,-29.3634553164884,-8.476499415656063,11.232269428213256,11.553109363601152,0.08902920343846063,0.46588946869088904,0.08655678471724394,0.6892439421559521,1.8043821534132352,6.988342030363335,15.0,2.3876110532463466,8.270927305871426,12.0
Mercury co-founded Queen.,Freddie Mercury,0.9977724135613704,0.0,1.0,0.9977724135613704,-4.66589115858078,0.1397016685973414,0.00010849265873450248,-9.128828048706055,0.012950121306331318,-4.346650123596191,106.26023776317724,0.0282256774668141,10.988306853671634,0.7889903880705026,-23.3294557929039,-10.433249806201875,-4.66589115858078,0.1397016685973414,0.00010849265873450248,-9.128828048706055,0.012950121306331318,-4.346650123596191,106.26023776317724,0.0282256774668141,10.988306853671634,0.7889903880705026,-23.3294557929039,-10.433249806201875,106.26023776317724,106.26023776317724,0.009410857918732548,1.2674425634582533,0.009410857918732548,1.2674425634582533,2.8340877294692457,6.337212817291267,5.0,2.8340877294692457,6.337212817291267,5.0
Queen was formed in 1970.,Freddie Mercury,0.998421990967612,0.0,1.0,0.998421990967612,-2.1776265874505043,0.39371827036468426,0.000920106479242729,-6.991021156311035,0.325127594948525,-1.4926761388778687,8.825335220736422,0.13174894469613585,5.079973371746453,1.291982908714452,-17.421012699604034,-6.159258107513487,-2.4059434036413827,0.41658182883673733,0.000920106479242729,-6.991021156311035,0.40788382073357987,-1.6463089287281036,11.088886645165376,0.155178873619106,6.286964813131768,0.750292910940222,-14.435660421848297,-5.893333688936416,8.825335220736422,11.088886645165376,0.11331014346631876,0.7740040470001414,0.09018037896852235,1.3328128060637812,2.1892140411985253,6.192032376001131,8.0,3.2647112975032972,7.996876836382688,6.0
Queen was formed with May.,Freddie Mercury,0.9989095519710148,0.0,1.0,0.9989095519710148,-5.255998492240906,0.02891433542900579,0.00019213212520257882,-8.557327270507812,0.011917513258788995,-5.370182514190674,191.71281407594583,0.0011749232902891597,5.494118969513309,0.4838789678313805,-31.535990953445435,-12.87451439482795,-6.572178959846497,0.00623681573208028,0.00019213212520257882,-8.557327270507812,0.0009330524561600364,-6.977145433425903,714.9259420996599,9.252361204040459e-05,3.0204184865743144,0.1011179505433847,-26.288715839385986,-13.144357919692993,191.71281407594583,714.9259420996599,0.005216135420159532,2.066632497960677,0.0013987462772201392,9.889440941259476,5.062195105857056,12.39979498776406,6.0,19.778881882518952,39.557763765037905,4.0
Queen was formed with Taylor.,Freddie Mercury,0.9964903205734458,0.0021798140586851,1.0,0.9964903205734458,-6.091161926587422,0.028736362548802023,3.024186368971567e-05,-10.406283378601074,0.011904565088169509,-5.384060621261597,441.9346085109323,0.0011850286655410872,10.866939905869202,0.47636783496533,-36.546971559524536,-14.920238660807314,-7.824924111366272,0.005969856411774632,3.024186368971567e-05,-10.406283378601074,0.0004800789463051715,-8.558157682418823,2502.1962153827553,9.554996866971116e-05,7.258849020920181,0.0936068176773342,-31.299696445465088,-15.649848222732544,441.9346085109323,2502.196215382756,0.002262778204606853,2.0992181390097002,0.0003996489139629812,10.682982552051206,5.142013299368651,12.595308834058201,6.0,21.36596510410241,42.73193020820482,4.0
"The band's 1974 album is ""Sheer Heart Attack."".",Freddie Mercury,0.9563938287513264,0.0026863128858688,1.0,0.9563938287513264,-2.6673221997542504,0.3935905289802594,2.4812188155728088e-05,-10.604175567626953,0.07902672160826521,-2.5912234783172607,14.401353565293007,0.17919449945412577,8.225034891134015,1.4270714540161509,-37.34251079655951,-9.98020581161661,-2.3027441581895496,0.4577067150886171,2.4812188155728088e-05,-10.604175567626953,0.4187680237059828,-1.2860201448202133,10.001590778470428,0.18028098650974303,8.619358509558607,1.3452311039120153,-27.632929898274597,-7.976939757633449,14.401353565293007,10.001590778470428,0.06943791744756418,0.7007357600670517,0.09998409474546936,0.743366695203477,2.621913132831536,9.810300640938724,14.0,2.5750977694939796,8.920400342441726,12.0
"The release of ""Sheer Heart Attack"" gained the band widespread recognition.",Freddie Mercury,0.9785028299689594,0.0005411947296401,1.0,0.9785028299689594,-2.9669686266492743,0.41255614330347695,3.1730369323578253e-05,-10.358236312866211,0.29472629157140623,-1.2217081785202026,19.432921777798867,0.17639312617415837,12.214471190653947,1.7366911981670898,-44.50452939973911,-11.491020079732529,-3.114423677786059,0.4292210701364178,3.1730369323578253e-05,-10.358236312866211,0.35084768938764527,-1.0603631138801575,22.520447578515796,0.17164065645246093,14.374069009258156,1.4674711834482284,-37.37308413343271,-10.788680092441954,19.432921777798867,22.5204475785158,0.05145906577684317,0.5758076053217772,0.044404090838495884,0.6814443862878616,2.230093266030816,8.637114079826658,15.0,2.3605925991663375,8.17733263545434,12.0
The album included hits.,Freddie Mercury,0.9627941010129678,0.0155621172412411,1.0,0.9627941010129678,-6.135912895202637,0.013592058584354402,9.727139125890438e-05,-9.238005638122559,0.0016787646643426416,-6.389697074890137,462.16080588278686,0.0004036051689525675,5.165507896925282,0.2268247149735228,-30.679564476013184,-13.720318337690639,-6.587670207023621,0.013694509401154221,9.727139125890438e-05,-9.238005638122559,0.0010488873792676957,-7.083656311035156,726.0872647805145,0.0005044539803413946,5.436461527237995,0.1697602654884006,-26.350680828094482,-13.175340414047241,462.16080588278686,726.0872647805145,0.0021637490398820616,4.408690649591381,0.0013772449242754386,5.8906599675901665,9.858131984254033,22.043453247956904,5.0,11.781319935180333,23.562639870360666,4.0
"One hit on the album was ""Killer Queen."".",Freddie Mercury,0.025917154334569,0.9725341815342676,0.0,0.9725341815342676,-4.502597952854227,0.27138628730032643,2.6652259080232147e-05,-10.532636642456055,0.04306826999138258,-3.1449687480926514,90.25129560592124,0.1361776879936394,16.648805875953304,1.2514613847949705,-49.528577481396496,-14.933427991439803,-4.49481043650303,0.31978965708625057,2.6652259080232147e-05,-10.532636642456055,0.11933454819059976,-2.388324022293091,89.55119173899932,0.16492949901774842,19.336811821496774,0.8246882581930197,-35.95848349202424,-12.713243759197432,90.25129560592124,89.55119173899932,0.011080173345837172,0.7990658059048559,0.011166797231627489,1.212579408116113,2.650201460989361,8.789723864953414,11.0,3.4296924888242946,9.700635264928904,8.0
"Another hit on the album was ""Now I'm Here."".",Freddie Mercury,0.0,0.9972321248494834,0.0,0.9972321248494834,-3.88648573278139,0.3575608539616406,9.635269366767334e-06,-11.550080299377441,0.1325353820384837,-2.1028026938438416,48.73930227163439,0.16959725610854023,16.432002071079676,1.2312325320819817,-46.637828793376684,-13.463181504137856,-4.059190180152655,0.39755732987631637,9.635269366767334e-06,-11.550080299377441,0.18405112283249972,-1.6925417184829712,57.92738133609472,0.1935893734347738,19.19588846214259,0.7313227499799914,-36.53271162137389,-12.177570540457964,48.73930227163439,57.92738133609472,0.020517322846084037,0.8121942638317283,0.017262993370924178,1.3673853302490035,2.8135234611451096,9.74633116598074,12.0,4.102155990747011,12.306467972241034,9.0
Freddie Mercury had songwriting skills.,Freddie Mercury,0.9967203721668746,0.0,1.0,0.9967203721668746,-3.2800932083544985,0.31892783758999244,1.3835451773139393e-05,-11.188276290893555,0.12463346253262421,-2.0823781490325928,26.57824989936289,0.1680008753443341,12.477566337792082,0.7771317263472615,-22.96065245848149,-8.678310906417973,-3.163494724004219,0.36896722005608523,1.3835451773139393e-05,-11.188276290893555,0.13229649037104868,-2.0243901014328003,23.653112759246625,0.17847344265194107,14.461994281554622,0.7027452904175475,-18.980968344025314,-7.748947877797036,26.57824989936289,23.653112759246625,0.03762474970272482,1.2867831361103765,0.0422777335980472,1.4229906818811033,3.4045081694198345,9.007481952772636,7.0,3.485601079343803,8.53794409128662,6.0
Freddie Mercury had a vocal range.,Freddie Mercury,0.9990270754982516,0.0,1.0,0.9990270754982516,-2.9926751302555203,0.414517794597972,0.00022678046350317643,-8.391528129577637,0.13995951820947314,-1.9664020538330078,19.93895050011333,0.19391833439001185,9.630307786043977,0.5901054366602428,-20.948725911788642,-7.917874149463937,-3.338581461273134,0.4248444270506949,0.00022678046350317643,-8.391528129577637,0.13995951820947314,-1.9664020538330078,28.179125159917124,0.21634956790713233,11.692023754663504,0.3062127569478671,-16.69290730636567,-7.465295095827308,19.93895050011333,28.179125159917124,0.05015309105633801,1.6946124164854233,0.03548726208940054,3.2657032645124273,4.483523022662643,11.862286915397963,7.0,7.302334493792764,16.328516322562134,5.0
