concept,title,true_score,false_score,ground_truth,confidence,unc_mean_logprobs,unc_mean_probs,unc_min_prob,unc_min_logprob,unc_median_prob,unc_median_logprobs,unc_PPL,unc_var_prob,unc_var_logprob,unc_entropy,unc_log_likelihood,unc_sqrt_normalized_log_likelihood,unc_mean_logprobs_no_stopwords,unc_mean_probs_no_stopwords,unc_min_prob_no_stopwords,unc_min_logprob_no_stopwords,unc_median_prob_no_stopwords,unc_median_logprobs_no_stopwords,unc_PPL_no_stopwords,unc_var_prob_no_stopwords,unc_var_logprob_no_stopwords,unc_entropy_no_stopwords,unc_log_likelihood_no_stopwords,unc_sqrt_normalized_log_likelihood_no_stopwords
Napoleon served during the American Revolutionary War.,Napoleon,0.0,0.974973926883308,0.0,0.974973926883308,-3.024972229497507,0.3234997149464251,6.753167191973701e-05,-9.602913856506348,0.21639947076650845,-1.5741155743598938,20.593432813277843,0.11976206273285218,10.538847800928124,1.3724870091702324,-24.199777835980058,-8.555913505514706,-3.4172736866665736,0.2616219184037011,6.753167191973701e-05,-9.602913856506348,0.15394358262649738,-1.871169090270996,30.486186722045417,0.10624003519768337,10.813194020399214,1.1614876467840607,-23.920915806666017,-9.041256336764613
Napoleon quickly rose through the ranks.,Napoleon,0.9926871854042412,0.0,1.0,0.9926871854042412,-3.6600167444973652,0.32293549334057486,1.3672535644384784e-06,-13.502706527709961,0.15394374779013204,-1.8711680173873901,38.86199359043375,0.14875018852425126,19.16434019777256,0.9414712683730403,-25.620117211481556,-9.683494100272258,-4.816348105669022,0.20977528447388236,1.3672535644384784e-06,-13.502706527709961,0.050633763928543546,-2.9831366539001465,123.51320898205732,0.10250879481242892,21.91595518569876,0.606795927561483,-24.081740528345108,-10.769681767578271
Napoleon rose through the ranks due to his military skills.,Napoleon,0.9890233558662488,0.0,1.0,0.9890233558662488,-2.548046782570468,0.3913309098470606,0.0014267417011444487,-6.552361965179443,0.15394427998527127,-1.8711645603179932,12.782113138358984,0.18198248228241215,5.991806074461395,1.1640086042304276,-28.028514608275145,-8.45091512605853,-2.6826577559113503,0.2897551391047687,0.0027794072395495918,-5.885517597198486,0.09975310790996175,-2.4799236059188843,14.623908471588738,0.13052632463136432,4.602629874522196,1.1398947869847738,-21.461262047290802,-7.587701963230407
Napoleon rose through the ranks due to his strategic thinking.,Napoleon,0.9861652313351624,0.0035566673863105,1.0,0.9861652313351624,-2.748199602377347,0.3732114805456575,0.0014267417011444487,-6.552361965179443,0.12689111210580045,-2.0644259452819824,15.614494263984621,0.18961786821741286,6.08408783746128,0.9679635751995943,-30.230195626150817,-9.114746930089561,-2.957867883145809,0.2648409238153394,0.0027794072395495918,-5.885517597198486,0.07776999284058168,-2.808533549308777,19.25687005705358,0.13579433229011265,4.634768161319419,0.9438497579539404,-23.662943065166473,-8.3661137521052
Napoleon's rise to power began during the French Revolution.,Napoleon,0.9977925854308274,0.0,1.0,0.9977925854308274,-1.6946175464280797,0.45984982277413344,0.022570087135113253,-3.7911298274993896,0.15394427998527127,-1.8711645603179932,5.4445632743000925,0.19461542371216056,2.4684245816478305,1.2123693652500926,-18.640793010708876,-5.620410564654612,-2.0454504269615024,0.36301810793424427,0.022570087135113253,-3.7911298274993896,0.08617842435523053,-2.4513354301452637,7.732640743485847,0.18430808438963653,2.3375094965603966,1.0248489031519887,-18.40905384265352,-6.136351280884507
Napoleon became a successful military commander during the French Revolution.,Napoleon,0.9969189043475636,0.0,1.0,0.9969189043475636,-2.1856799593025986,0.27286082006820317,0.001634013372316802,-6.4167160987854,0.1358076637065291,-1.9965156316757202,8.896695888299195,0.09244428083641866,2.935846694209712,2.2371072960985643,-24.042479552328587,-7.249080336805981,-2.419264704816871,0.25905108224592505,0.001634013372316802,-6.4167160987854,0.11992134282223482,-2.1209192276000977,11.237593328040047,0.10997797396699471,3.2697228180421116,1.5310700417986556,-21.77338234335184,-7.257794114450614
Napoleon gained the trust of the French people during the French Revolution.,Napoleon,0.9956794152982724,0.0,1.0,0.9956794152982724,-1.9277225168278584,0.43816077357225913,9.22992177416968e-05,-9.290474891662598,0.23163098213169317,-1.4626097679138184,6.8738373520873495,0.14177893482543116,6.030417213302887,2.239379971754855,-25.06039271876216,-6.950502379289337,-2.402154616183705,0.4036654775041554,9.22992177416968e-05,-9.290474891662598,0.15394426163368413,-1.8711646795272827,11.046952700090294,0.1581578275463093,7.797748271274268,1.2483447279212956,-21.619391545653343,-7.206463848551114
"In 1799, Napoleon led a coup d'état.",Napoleon,0.9992775813700808,0.0,1.0,0.9992775813700808,-1.897507936684773,0.4393544097377825,0.0012446220631101308,-6.688923358917236,0.4685012262613418,-0.7582165598869324,6.669253513746155,0.11338191044744977,4.9683492203741855,2.541405602562768,-24.66760317690205,-6.841562161316826,-1.7347484543919562,0.4178711168102394,0.003783903283418346,-5.576999187469482,0.44162899191197513,-0.8191398084163666,5.667501989249828,0.09551751969635587,3.6162707600286934,2.1967904145011774,-17.347484543919563,-5.4857562833353075
Napoleon seized power in 1799.,Napoleon,0.9973120402505036,0.0,1.0,0.9973120402505036,-2.134294836781919,0.4455017733057577,8.361608959108876e-05,-9.389274597167969,0.3977122233169538,-1.1575725078582764,8.451085010892188,0.13718738603049693,8.493856142037929,1.3859159853030598,-17.074358694255352,-6.036697408559722,-2.4051564005868777,0.39657420954777933,8.361608959108876e-05,-9.389274597167969,0.15394358262649738,-1.871169090270996,11.080163090686844,0.13763433207252532,9.12033626835412,1.1981652979929391,-16.836094804108143,-6.363445700168123
Napoleon became First Consul of France.,Napoleon,0.9981197734447704,0.0,1.0,0.9981197734447704,-2.7000619739665126,0.4956962659414586,6.895844684113857e-05,-9.582006454467773,0.47604867165998743,-1.0483115538954735,14.88065390944389,0.20731117043736014,11.296535273033857,0.6046242500022386,-21.6004957917321,-7.636928525662625,-3.0535773963160215,0.45248805240545587,6.895844684113857e-05,-9.582006454467773,0.15394358262649738,-1.871169090270996,21.19101765375462,0.2219914541926291,11.910540795612798,0.4246772780552367,-21.37504177421215,-8.079006399740312
Napoleon established a new government.,Napoleon,0.9971885044770222,0.0,1.0,0.9971885044770222,-3.6351676980654397,0.15032948594247444,0.00011219982227656733,-9.095229148864746,0.1033686275839273,-2.4062706232070923,37.90820949752947,0.022169091920188722,8.529066856723803,1.1929261641311666,-21.81100618839264,-8.904305989708032,-4.170040702819824,0.10387824892864128,0.00011219982227656733,-9.095229148864746,0.05279301188575544,-2.9413764476776123,64.71808626239839,0.013656605783534642,8.518345440778663,0.8253368282768025,-20.85020351409912,-9.324494480446125
Napoleon implemented a series of reforms.,Napoleon,0.9960468598122444,0.0,1.0,0.9960468598122444,-3.1915791872057264,0.32205602630097474,8.812659178244735e-06,-11.639321327209473,0.24558141353945362,-1.404126763343811,24.326813718540024,0.10273324553022822,14.830558918685629,1.3796574820524083,-22.341054310440086,-8.444124818916011,-4.289341378211975,0.16931186888661076,8.812659178244735e-06,-11.639321327209473,0.15394374779013204,-1.8711680173873901,72.91842701600424,0.027519225637090555,16.46564073408413,1.0122962682068104,-21.446706891059875,-9.591258900384611
Napoleon created a new French army.,Napoleon,0.9912040655808708,0.0,1.0,0.9912040655808708,-3.3416443722588673,0.11183686678971315,0.0003553275383805442,-7.942470550537109,0.03147966923917038,-3.4584133625030518,28.26556762714961,0.012806708517136552,4.6018632640075525,1.2855133768706515,-23.391510605812073,-8.84115997901551,-3.675697465737661,0.08671853952342362,0.0003553275383805442,-7.942470550537109,0.030317748542721634,-3.496756911277771,39.47618054105263,0.010524647384064348,4.587700189836218,0.9344027238959035,-22.054184794425964,-9.003583239898523
Napoleon reorganized the French economy.,Napoleon,0.9966224442177416,0.0,1.0,0.9966224442177416,-3.1966000476053784,0.2202314609999481,0.0002901423943362538,-8.14513874053955,0.03883413991780632,-3.24845552444458,24.449262395812156,0.08234503911178072,6.332008139925099,1.101341188668686,-22.376200333237648,-8.457408766901063,-3.6901641488075256,0.12520327998655947,0.0002901423943362538,-8.14513874053955,0.03754256406256649,-3.2828720808029175,40.05142081069264,0.032856725990084025,5.68210417594423,0.9154267759007295,-22.140984892845154,-9.039019231690252
Napoleon established a new education system.,Napoleon,0.9936027948049148,0.0,1.0,0.9936027948049148,-3.4981621024864062,0.26282855828944135,0.0001121995012707601,-9.095232009887695,0.15394374779013204,-1.8711680173873901,33.05464504742788,0.10702444231653517,9.927687976476362,1.0877673985574612,-24.487134717404842,-9.255266968969874,-3.9210556683441005,0.24286891408092826,0.0001121995012707601,-9.095232009887695,0.0815780784654213,-3.279185950756073,50.45367902605764,0.12207313759077804,10.330429862915567,0.7201780922009569,-23.526334010064602,-9.604585640490713
Napoleon was crowned Emperor of the French in 1804.,Napoleon,0.997832228417968,0.0,1.0,0.997832228417968,-1.4358962662518024,0.5110408257809586,0.000857548893746979,-7.061432361602783,0.5226558184197188,-0.6743439435958862,4.2034106961560225,0.1274572547573132,3.746688131442245,2.2217869962883925,-17.23075519502163,-4.974090575093141,-1.6345930276438594,0.5202243276723537,0.000857548893746979,-7.061432361602783,0.6357249150244073,-0.5228976309299469,5.12737087414985,0.14456039137239543,5.053401795834326,1.2702553926643785,-13.076744221150875,-4.62332725730889
He established a centralized government.,Napoleon,0.987488165087694,0.0,1.0,0.987488165087694,-3.825955723722776,0.15065358737958753,0.0008189151208441215,-7.107530117034912,0.013403473297187178,-4.324404001235962,45.87662479961429,0.054849329892126326,5.068869386296695,0.7698767295799165,-22.955734342336655,-9.371639301601531,-4.2963423192501065,0.1349838226091128,0.0008189151208441215,-7.107530117034912,0.011325644373527287,-4.480685710906982,73.43071578345776,0.06434594670277953,4.755061968045277,0.43232196651543797,-21.481711596250534,-9.606913480452342
Napoleon implemented a series of reforms.,Napoleon,0.9960468598122444,0.0,1.0,0.9960468598122444,-3.1915791872057264,0.32205602630097474,8.812659178244735e-06,-11.639321327209473,0.24558141353945362,-1.404126763343811,24.326813718540024,0.10273324553022822,14.830558918685629,1.3796574820524083,-22.341054310440086,-8.444124818916011,-4.289341378211975,0.16931186888661076,8.812659178244735e-06,-11.639321327209473,0.15394374779013204,-1.8711680173873901,72.91842701600424,0.027519225637090555,16.46564073408413,1.0122962682068104,-21.446706891059875,-9.591258900384611
Napoleon created a new code of laws.,Napoleon,0.9970070522249797,0.0,1.0,0.9970070522249797,-2.643701675347984,0.29990462508541904,0.0003553275383805442,-7.942470550537109,0.20824517520895644,-1.6042475700378418,14.065172063910154,0.10859718360882444,6.192039965625521,1.4251341931620987,-21.14961340278387,-7.477517528291183,-3.295198748509089,0.19615869164403787,0.0003553275383805442,-7.942470550537109,0.08958542794329608,-2.7754993438720703,26.982776323577593,0.061237059152529076,6.418241601114674,1.034583257296766,-19.771192491054535,-8.071555534904979
Napoleon reorganized the French army.,Napoleon,0.9934707614175312,0.0,1.0,0.9934707614175312,-2.8887660524674823,0.2573818717331641,0.0002901423943362538,-8.14513874053955,0.15394374779013204,-1.8711680173873901,17.971120494478093,0.07677392476609264,6.7902007502560995,1.3464924029433838,-20.221362367272377,-7.642956570674723,-3.331024487813314,0.16854542584197818,0.0002901423943362538,-8.14513874053955,0.09763901981158342,-2.528615415096283,27.966978860540266,0.03432618006373151,6.552753209856981,1.1605779901754274,-19.986146926879883,-8.159310315858303
Napoleon established a new education system.,Napoleon,0.9936027948049148,0.0,1.0,0.9936027948049148,-3.4981621024864062,0.26282855828944135,0.0001121995012707601,-9.095232009887695,0.15394374779013204,-1.8711680173873901,33.05464504742788,0.10702444231653517,9.927687976476362,1.0877673985574612,-24.487134717404842,-9.255266968969874,-3.9210556683441005,0.24286891408092826,0.0001121995012707601,-9.095232009887695,0.0815780784654213,-3.279185950756073,50.45367902605764,0.12207313759077804,10.330429862915567,0.7201780922009569,-23.526334010064602,-9.604585640490713
Napoleon was a skilled military strategist.,Napoleon,0.978149018402334,0.0,1.0,0.978149018402334,-1.7981079646519251,0.29345337754404544,0.009298433124657918,-4.6779093742370605,0.23507978321710166,-1.447830319404602,6.038212138998182,0.04827508032047973,1.8793521977096428,1.853404549804842,-12.586755752563477,-4.757346504913514,-2.267528784275055,0.1932687512234974,0.009298433124657918,-4.6779093742370605,0.15394374779013204,-1.8711680173873901,9.655510457843068,0.028822118291406233,1.84730761574179,1.2077448993687647,-11.337643921375275,-5.070348502576479
Napoleon led several successful campaigns.,Napoleon,0.995122261393293,0.0,1.0,0.995122261393293,-3.6951243380705514,0.1323174298394691,0.0010107903552942622,-6.897022724151611,0.04280547561972517,-3.466640830039978,40.250576955925744,0.03785249779993974,4.9038933596122956,0.8879387459729291,-22.17074602842331,-9.051169164412297,-3.6951243380705514,0.1323174298394691,0.0010107903552942622,-6.897022724151611,0.04280547561972517,-3.466640830039978,40.250576955925744,0.03785249779993974,4.9038933596122956,0.8879387459729291,-22.17074602842331,-9.051169164412297
Napoleon conquered much of Europe.,Napoleon,0.9966471899626042,0.0,1.0,0.9966471899626042,-2.329868907807395,0.36609057315380017,0.009678638173823265,-4.637834072113037,0.10669778012198966,-2.346881151199341,10.276594263462604,0.19188115470217318,3.6112047532499343,0.5826022368455676,-13.97921344684437,-5.706989991703661,-2.7945646617561577,0.24058264069475274,0.009678638173823265,-4.637834072113037,0.05945131696188017,-2.8225975036621094,16.35550702538388,0.13574393898173892,3.0377928414718656,0.5762528024569009,-13.97282330878079,-6.248836551205476
Napoleon defeated the Austrian army at the Battle of Austerlitz in 1805.,Napoleon,0.9973381181072076,0.0,1.0,0.9973381181072076,-1.0820655078488117,0.6468888393528835,0.002773909935258279,-5.887497425079346,0.7558437360866319,-0.2806350663304329,2.9507680955941,0.1515248386698683,2.811322128029187,2.0618901474537754,-19.47717914127861,-4.590815149727761,-1.2700538454761652,0.6480376350608102,0.002773909935258279,-5.887497425079346,0.9678696404713958,-0.03268374036997557,3.56104430331944,0.18541168005443956,3.6620175394162424,0.9131698286169667,-15.240646145713981,-4.3995955774259
Napoleon defeated the Prussian army at the Battle of Austerlitz in 1805.,Napoleon,0.0,0.9998201936371022,0.0,0.9998201936371022,-0.9743134208237232,0.6308622746360526,0.002773920516905107,-5.88749361038208,0.7579122198143232,-0.277187705039978,2.649347599507871,0.14110538983196816,2.174789324448799,2.7076074663843377,-18.51195499565074,-4.246933740706026,-1.0088327954038574,0.660802001174338,0.002773920516905107,-5.88749361038208,0.9014526218278204,-0.10374779254198074,2.742398206423087,0.15451842824519305,2.7292932917671346,1.4786835001968919,-13.114826340250147,-3.6373983721982803
Napoleon defeated the British at the Battle of Trafalgar in 1805.,Napoleon,0.0,0.9998399780848728,0.0,0.9998399780848728,-1.0721164485944694,0.6390133306033472,0.002773909935258279,-5.887497425079346,0.727282568954022,-0.31844019889831543,2.9215562849403276,0.14804607631811073,2.8028479557256825,2.154975108740388,-18.225979626105982,-4.420449360517084,-1.0498595264834876,0.656482683119899,0.002773909935258279,-5.887497425079346,0.9699606349682538,-0.030535723082721233,2.8572497219550654,0.16421908523213294,2.873243115051079,1.286661839182019,-12.59831431780185,-3.6368200813592075
He conquered much of Europe.,Napoleon,0.9963451004644528,0.0,1.0,0.9963451004644528,-2.4773198226078725,0.34808648958632665,0.011325644373527287,-4.480685710906982,0.04986563407164607,-3.002315044403076,11.90930256177776,0.20138775489148963,3.3592871612857813,0.44085824337762486,-14.863918935647234,-6.068169495071427,-2.972244829684496,0.21824201941259216,0.011325644373527287,-4.480685710906982,0.04547478005839385,-3.09059739112854,19.53572478494683,0.14050778726160068,2.5614400177641623,0.4381707082552318,-14.86122414842248,-6.646141484946817
He conquered Italy.,Napoleon,0.9973505719460438,0.0,1.0,0.9973505719460438,-3.9238908886909485,0.02285374488561905,0.011325638973040498,-4.480686187744141,0.018553798225165345,-4.03394877910614,50.59692930049258,0.00015915408895866376,0.2820641155769117,0.33227447325394655,-15.695563554763794,-7.847781777381897,-3.9238908886909485,0.02285374488561905,0.011325638973040498,-4.480686187744141,0.018553798225165345,-4.03394877910614,50.59692930049258,0.00015915408895866376,0.2820641155769117,0.33227447325394655,-15.695563554763794,-7.847781777381897
He conquered Spain.,Napoleon,0.953382932587529,0.0369666693760988,1.0,0.953382932587529,-4.018977999687195,0.020872804035270982,0.011325638973040498,-4.480686187744141,0.01483520180406311,-4.218430519104004,55.64420835878446,0.00015957203830986103,0.26604581623182355,0.3096699674549082,-16.07591199874878,-8.03795599937439,-4.018977999687195,0.020872804035270982,0.011325638973040498,-4.480686187744141,0.01483520180406311,-4.218430519104004,55.64420835878446,0.00015957203830986103,0.26604581623182355,0.3096699674549082,-16.07591199874878,-8.03795599937439
Napoleon's domestic policy was focused on modernizing France.,Napoleon,0.9962802514687096,0.0,1.0,0.9962802514687096,-2.492105147378011,0.30453363335791556,6.22804686488763e-05,-9.683862686157227,0.15394427998527127,-1.8711645603179932,12.086693628658745,0.1091247886393718,6.6611281805586255,2.026304482319406,-27.413156621158123,-8.26537771196621,-2.9986749291419983,0.1907943285296247,6.22804686488763e-05,-9.683862686157227,0.0919387722533613,-2.3866324424743652,20.05893978897879,0.05939473178220985,6.7257086156316355,1.7106683882406508,-26.988074362277985,-8.996024787425995
Napoleon implemented a series of reforms.,Napoleon,0.9960468598122444,0.0,1.0,0.9960468598122444,-3.1915791872057264,0.32205602630097474,8.812659178244735e-06,-11.639321327209473,0.24558141353945362,-1.404126763343811,24.326813718540024,0.10273324553022822,14.830558918685629,1.3796574820524083,-22.341054310440086,-8.444124818916011,-4.289341378211975,0.16931186888661076,8.812659178244735e-06,-11.639321327209473,0.15394374779013204,-1.8711680173873901,72.91842701600424,0.027519225637090555,16.46564073408413,1.0122962682068104,-21.446706891059875,-9.591258900384611
Napoleon created a new education system.,Napoleon,0.99803796451301,0.0,1.0,0.99803796451301,-3.4019490018753067,0.24389450554986364,0.0003553275383805442,-7.942470550537109,0.15394374779013204,-1.8711680173873901,30.022557082512186,0.10456000749477488,8.416009987308223,1.0857444157443177,-23.813643013127148,-9.000711031886468,-3.74605286695684,0.2407857847435992,0.0003553275383805442,-7.942470550537109,0.0851053908907097,-2.994891345500946,42.35357643312454,0.12191902639521161,8.98982602877791,0.7346337627695698,-22.47631720174104,-9.175918073534298
Napoleon reorganized the French economy.,Napoleon,0.9966224442177416,0.0,1.0,0.9966224442177416,-3.1966000476053784,0.2202314609999481,0.0002901423943362538,-8.14513874053955,0.03883413991780632,-3.24845552444458,24.449262395812156,0.08234503911178072,6.332008139925099,1.101341188668686,-22.376200333237648,-8.457408766901063,-3.6901641488075256,0.12520327998655947,0.0002901423943362538,-8.14513874053955,0.03754256406256649,-3.2828720808029175,40.05142081069264,0.032856725990084025,5.68210417594423,0.9154267759007295,-22.140984892845154,-9.039019231690252
