concept,title,true_score,false_score,ground_truth,confidence,unc_mean_logprobs,unc_mean_probs,unc_min_prob,unc_min_logprob,unc_median_prob,unc_median_logprobs,unc_PPL,unc_var_prob,unc_var_logprob,unc_entropy,unc_log_likelihood,unc_sqrt_normalized_log_likelihood,unc_mean_logprobs_no_stopwords,unc_mean_probs_no_stopwords,unc_min_prob_no_stopwords,unc_min_logprob_no_stopwords,unc_median_prob_no_stopwords,unc_median_logprobs_no_stopwords,unc_PPL_no_stopwords,unc_var_prob_no_stopwords,unc_var_logprob_no_stopwords,unc_entropy_no_stopwords,unc_log_likelihood_no_stopwords,unc_sqrt_normalized_log_likelihood_no_stopwords
The Beatles influenced popular culture significantly.,The Beatles,0.9943761526703097,0.0,1.0,0.9943761526703097,-3.5077612368123874,0.16596731218582197,0.0005760400204121433,-7.459333419799805,0.02619296629841724,-3.6422643661499023,33.373468793195705,0.10043824114227258,4.343299169229748,0.6939856551314534,-24.55432865768671,-9.280663891197923,-3.73244301105539,0.1744013448188513,0.0005760400204121433,-7.459333419799805,0.025965183481142403,-3.6510372161865234,41.781055164172805,0.11668001765413295,4.713809066362486,0.44483932534206394,-22.39465806633234,-9.14258087110294
The Beatles are one of the most influential rock bands in history.,The Beatles,0.9971417956659372,0.0,1.0,0.9971417956659372,-1.0086521219480067,0.5464274144048884,0.07083032221768137,-2.647468090057373,0.5331998756393977,-0.6288589239120483,2.74190277261903,0.1436998651442749,1.0537110408909975,2.3069952337812603,-13.112477585324086,-3.6367469447890945,-1.1071477266959846,0.5285037097317928,0.07083032221768137,-2.647468090057373,0.5397733866497443,-0.6176849603652954,3.025715906220839,0.14668056063692353,1.2401311231570458,1.3788665484298488,-8.857181813567877,-3.131486661288004
The Beatles are one of the most iconic rock bands in history.,The Beatles,0.9991188193678768,0.0,1.0,0.9991188193678768,-1.2829756911288803,0.5067755793939386,0.015290393125409921,-4.180530548095703,0.46581279737273756,-0.7639714479446411,3.607358153951491,0.16454705441240208,1.7443649147976523,2.025756592103151,-16.678683984675445,-4.625834639539028,-1.5360344611108303,0.472492862622332,0.015290393125409921,-4.180530548095703,0.3617923635382139,-1.3575922846794128,4.6461292849378815,0.17717665138444033,2.2268465093678502,1.0770677294963749,-12.288275688886642,-4.344561534350769
The Beatles were formed in 1960.,The Beatles,0.9980625331167636,0.0,1.0,0.9980625331167636,-1.2257307809260156,0.4895148034232014,0.0425901623637674,-3.1561319828033447,0.3839535614721863,-0.9572336673736572,3.4066546916362985,0.13829077833848533,1.378954315175636,1.6687378989181851,-11.03157702833414,-3.677192342778047,-1.3006134952108066,0.5018950773346083,0.0425901623637674,-3.1561319828033447,0.5415397516326157,-0.7867122143507004,3.6715484542113757,0.1546983649938272,1.6983278404009692,0.9527266175495095,-7.803680971264839,-3.185839415844249
"The Beatles were formed in Liverpool, England.",The Beatles,0.9993925821929338,0.0,1.0,0.9993925821929338,-1.2992817072404756,0.46468200277810034,0.0425901623637674,-3.1561319828033447,0.3839535614721863,-0.9572336673736572,3.6666619847404434,0.13447899678344027,1.4203173714266386,1.7256817017112482,-11.69353536516428,-3.8978451217214265,-1.4109398846824963,0.4646458763669569,0.0425901623637674,-3.1561319828033447,0.4148759319404851,-1.0416705310344696,4.099806939531711,0.14944050229227132,1.739792041704425,1.0096704203425728,-8.465639308094978,-3.4560827752134555
John Lennon was a member of The Beatles.,The Beatles,0.9988821984061494,0.0,1.0,0.9988821984061494,-1.2010598736944504,0.5524356437982046,0.007355701105124071,-4.9122796058654785,0.4885640248594388,-0.7162847518920898,3.3236376927816504,0.13136349371350747,2.4181621963847175,1.58071027795965,-10.809538863250054,-3.6031796210833513,-1.7055357418954373,0.4987922558972893,0.007355701105124071,-4.9122796058654785,0.4885640248594388,-0.7162847518920898,5.504333779639536,0.17586793538975992,3.6305446629167215,0.6117077977060623,-8.527678709477186,-3.8136938569337335
Paul McCartney was a member of The Beatles.,The Beatles,0.9988561515938827,0.0,1.0,0.9988561515938827,-1.3751733159814548,0.4944337084939229,0.011020627383092957,-4.507986545562744,0.5740581597057882,-0.5550245642662048,3.9557622603301175,0.14553037159176355,2.2120304177595793,1.5311821672007768,-12.376559843833093,-4.1255199479443645,-1.6247567929327489,0.502598662209332,0.011020627383092957,-4.507986545562744,0.5740581597057882,-0.5550245642662048,5.077184079961025,0.16632036026575384,3.2037841121863257,0.6436393192649433,-8.123783964663744,-3.633066635902176
George Harrison was a member of The Beatles.,The Beatles,0.9954570465729308,0.0,1.0,0.9954570465729308,-1.6218489777917664,0.4871339527353969,0.0009038244851426291,-7.008875370025635,0.35913328936238864,-1.024061679840088,5.062442011212609,0.1411949718499167,4.49381525737982,1.6071568497053257,-14.596640800125897,-4.865546933375299,-2.30195974484086,0.44412645313749294,0.0009038244851426291,-7.008875370025635,0.2734749458167263,-1.2965452671051025,9.99374847336219,0.17980019592123228,6.7886137670996405,0.5960246134750681,-11.509798724204302,-5.147338470932234
Ringo Starr was a member of The Beatles.,The Beatles,0.993099919233985,0.0,1.0,0.993099919233985,-1.7136242110282183,0.5305514617007998,0.00011541408280439858,-9.066984176635742,0.4371196883838778,-0.839356541633606,5.549035955885527,0.15896699877574677,6.941668406667334,1.522139907652511,-17.136242110282183,-5.4189555604581985,-2.174012022316068,0.5613544301310166,0.00011541408280439858,-9.066984176635742,0.6648731331848703,-0.5173879433423281,8.79349305420867,0.18989952173264446,10.567940784304849,0.5806337207104284,-13.044072133896407,-5.325220149350522
The Beatles are known for their innovative music.,The Beatles,0.9994057985076706,0.0,1.0,0.9994057985076706,-1.5475547628270254,0.418518745663909,0.018111467736153505,-4.011209964752197,0.23178726672340486,-1.46193528175354,4.699963594462755,0.1366125475387933,1.9013550169459756,1.6739981856507238,-13.92799286544323,-4.642664288481076,-1.6963520472248395,0.4233177698588848,0.018111467736153505,-4.011209964752197,0.32318094334926206,-1.2849123775959015,5.454015068339883,0.14833267378153656,2.4304965011909343,0.9731619368213633,-10.178112283349037,-4.1551969398264905
The Beatles are known for their cultural impact.,The Beatles,0.9983814731296464,0.0,1.0,0.9983814731296464,-1.9705453366041183,0.41090167968729896,0.0018056141840047189,-6.316854476928711,0.23178726672340486,-1.46193528175354,7.1745879871568015,0.14891293091031196,4.015657130501331,1.4021990277947711,-17.734908029437065,-5.911636009812355,-2.3308379078904786,0.4118921708939698,0.0018056141840047189,-6.316854476928711,0.2980682230331259,-2.003194659948349,10.2865571103779,0.16684939751999495,5.278939356284048,0.7013627789654107,-13.985027447342873,-5.70936354746793
The Beatles are known for their enduring legacy.,The Beatles,0.998885528585062,0.0,1.0,0.998885528585062,-2.6710302548276053,0.35026818841541657,9.338222443120941e-05,-9.278809547424316,0.11536311638764553,-2.15967059135437,14.454853706878913,0.15978186388996096,7.5632374721139275,1.1465386484639841,-24.039272293448448,-8.013090764482817,-3.3815652852257094,0.3209419339861462,9.338222443120941e-05,-9.278809547424316,0.03117278957875358,-3.468835949897766,29.416780747086687,0.18057565261140907,9.475161991206848,0.4457023996346237,-20.289391711354256,-8.283109480712048
The Beatles started as a skiffle band.,The Beatles,0.9847448193729996,0.0,1.0,0.9847448193729996,-1.3172911040757753,0.5773679349548833,0.005184521078072502,-5.262077808380127,0.7898282062201623,-0.2399870604276657,3.7332945607879258,0.1668644896893386,3.0066121475041503,1.2288853312715469,-13.172911040757754,-4.165640230357364,-1.3272652360335218,0.6557185973459209,0.005184521078072502,-5.262077808380127,0.8991575909990959,-0.10629696398973465,3.770717252563436,0.17073573683904605,3.9897224003091756,0.5243213993335074,-9.290856652234652,-3.511613738366143
The Beatles played local gigs.,The Beatles,0.9947182132468558,0.0,1.0,0.9947182132468558,-4.534245082487662,0.2872585504357317,4.904595269681834e-06,-12.225337982177734,0.060280530266385385,-3.7095459699630737,93.15316579753726,0.13982514223381967,18.139779095827276,0.6144423222292787,-27.205470494925976,-11.106586820818595,-5.0091593131423,0.32163771425840915,4.904595269681834e-06,-12.225337982177734,0.00519832921042665,-5.25941801071167,149.77876616553317,0.1606986092497046,20.414473756123016,0.36529643898943776,-25.0457965657115,-11.200820734312337
The Beatles played in clubs.,The Beatles,0.9976346466673373,0.0,1.0,0.9976346466673373,-3.980050920198361,0.1982893581343741,0.0005273180906149649,-7.547706604003906,0.060280530266385385,-3.7095459699630737,53.51975939487216,0.11223334457505356,7.461975357028137,0.6135714927311794,-23.880305521190166,-9.749093904780636,-4.919998524710536,0.2361068931499414,0.0005273180906149649,-7.547706604003906,0.003151374608231302,-6.033926486968994,137.0024110681063,0.16403293559847482,8.54068732871832,0.09925324634385708,-19.679994098842144,-9.839997049421072
The Beatles played in Liverpool.,The Beatles,0.9974315708728212,0.0,1.0,0.9974315708728212,-2.9211043107012906,0.20422465026643946,0.00519832921042665,-5.25941801071167,0.0687337634760857,-2.985817313194275,18.561774111636872,0.10996369039395765,2.8980441478965453,0.7497734117211168,-17.526625864207745,-7.155215046662538,-3.3315786104649305,0.24500983134803944,0.00519832921042665,-5.25941801071167,0.01862174544452158,-4.001230955123901,27.982480291474538,0.15992865920321525,3.8398275604061096,0.23545516533379446,-13.326314441859722,-6.663157220929861
The Beatles were discovered by Brian Epstein.,The Beatles,0.9968256700726,5.128152536432947e-05,1.0,0.9968256700726,-1.8825942969997413,0.4995427100604469,0.0003354847032531936,-7.999934196472168,0.4816290955032006,-0.7515802383422852,6.570528673055592,0.15842458374598872,6.531250158680457,1.1765033632246937,-15.06075437599793,-5.324780774526553,-2.3774520297534765,0.5104087081040528,0.0003354847032531936,-7.999934196472168,0.5793046295342149,-0.5459268093109131,10.77740733668548,0.1814871654225759,9.351645003133394,0.506347286510204,-11.887260148767382,-5.316144351773626
Brian Epstein became their manager.,The Beatles,0.9919688831317304,0.0,1.0,0.9919688831317304,-3.7897380581125617,0.30399995950862296,5.927725105570651e-05,-9.733284950256348,0.030585886622008562,-3.821221709251404,44.24480918912571,0.16843454034267805,10.87241909356714,0.4456366261189474,-22.73842834867537,-9.28292450118176,-3.7897380581125617,0.30399995950862296,5.927725105570651e-05,-9.733284950256348,0.030585886622008562,-3.821221709251404,44.24480918912571,0.16843454034267805,10.87241909356714,0.4456366261189474,-22.73842834867537,-9.28292450118176
The Beatles signed with Parlophone Records.,The Beatles,0.9945654926547356,0.0002944359693718,1.0,0.9945654926547356,-2.149914005777747,0.4718119840715304,5.1026699388806786e-05,-9.883161544799805,0.37290915078092735,-0.9864204525947571,8.584120180698507,0.152640170823999,9.196828463059067,1.4397581260329164,-19.34922605199972,-6.44974201733324,-2.3147335725786564,0.5368622270678858,5.1026699388806786e-05,-9.883161544799805,0.5104372858888332,-0.6724874973297119,10.122225720958443,0.1724718904161092,11.603926471581147,0.8227665829534782,-16.203135008050594,-6.124209384415203
The signing occurred in 1962.,The Beatles,0.9931695298344416,0.0002940225773107,1.0,0.9931695298344416,-4.109270142856985,0.34210285536277296,2.332221120974219e-07,-15.27127456665039,0.2581536889823723,-1.5368017256259918,60.90225140140986,0.1133996120209509,28.504348720046583,1.438847387910045,-32.87416114285588,-11.622771134966348,-4.9832497866203385,0.3631361305937973,2.332221120974219e-07,-15.27127456665039,0.23956161193242956,-1.7313437759876251,145.94791137123022,0.14050388095383903,34.79975654200692,0.8289506752201455,-29.899498719722033,-12.206419238052982
"The Beatles' first single was ""Love Me Do."".",The Beatles,0.9995984860982896,0.0,1.0,0.9995984860982896,-2.0945374280199758,0.4399699446007833,2.072918449192965e-05,-10.783967971801758,0.31687440191094507,-1.149249792098999,8.121683238072269,0.1471345710397973,8.76718458327265,1.8858791273172808,-23.039911708219734,-6.9467947580982905,-2.1923321839818124,0.4897146738714263,2.072918449192965e-05,-10.783967971801758,0.49651694121081563,-0.7001376748085022,8.956075994179358,0.16396524534202414,10.606127202928585,1.2725651802850428,-19.73098965583631,-6.576996551945437
"""Love Me Do"" was released in 1962.",The Beatles,0.998250071812916,0.0,1.0,0.998250071812916,-1.6762123818243708,0.514878930753066,0.0001647047364704813,-8.711356163024902,0.4575441197577502,-0.7884047329425812,5.345271732528674,0.14349064080544344,5.878446388884446,1.9845133977987917,-20.11454858189245,-5.806570019191706,-1.8476847070509392,0.5287411244895115,0.0001647047364704813,-8.711356163024902,0.5636870374072392,-0.6142939478158951,6.345111710321089,0.17021492791180864,6.873526443632292,1.2733578261409255,-18.476847070509393,-5.842892072141941
"""Love Me Do"" reached the top 20 in the UK.",The Beatles,0.9977546095690468,0.0,1.0,0.9977546095690468,-2.149908352726925,0.5259507536526109,0.0001359194530239803,-8.903448104858398,0.6039954145552702,-0.52362060546875,8.584071654368024,0.1378274572905672,9.685059136639348,2.1181982535346746,-30.09871693817695,-8.044220468867696,-2.623060819884069,0.479513673437392,0.0001359194530239803,-8.903448104858398,0.4860718191267538,-0.7213988900184631,13.777830569022377,0.15304161515557207,11.250974748280855,1.464252103710483,-28.85366901872476,-8.699708541837463
"Their second album was ""With the Beatles."".",The Beatles,0.9986503199385068,0.0,1.0,0.9986503199385068,-3.5157716256152423,0.34586875003331635,1.0505269838833163e-05,-11.46363353729248,0.18509632391371444,-1.6868789196014404,33.64187684512763,0.15470075502521993,13.90355343859652,1.0758834130489752,-31.641944630537182,-10.547314876845727,-4.719419173663482,0.3172613193249461,1.0505269838833163e-05,-11.46363353729248,0.011392818533408301,-4.518686532974243,112.10312130937375,0.1950624535835496,16.32029496711726,0.21734606010844823,-28.316515041980892,-11.560168857782962
"""With the Beatles"" was released in 1963.",The Beatles,0.9987871681757348,0.0,1.0,0.9987871681757348,-2.246096429725488,0.4037470549778041,0.00032464918529866773,-8.03276538848877,0.26840340551050756,-1.6852582395076752,9.450771985208076,0.1469760997486856,5.754545189660823,1.7681782905286196,-26.953157156705856,-7.780706269967208,-1.8958822041749954,0.45262971945630626,0.006537128841061335,-5.030257225036621,0.3981194868022771,-1.4626109451055527,6.658419900157923,0.17362951337776672,3.5975354950013516,0.9590150034530651,-15.167057633399963,-5.362364651612151
"""With the Beatles"" became a huge success.",The Beatles,0.9994874903379672,0.0,1.0,0.9994874903379672,-3.2283584833145142,0.2159240314610676,0.00032464949490840526,-8.032764434814453,0.06837008556064025,-2.7805999517440796,25.238194032604696,0.062174399399158455,6.396497582875142,1.771668782612751,-32.28358483314514,-10.20896591080056,-3.247767210006714,0.1745490018174464,0.0015600305281100713,-6.46304988861084,0.03955502712554539,-3.230062484741211,25.732819743433218,0.06222550678154743,4.0966528418021495,1.0587052228959388,-22.734370470046997,-8.59278435390785
"The single ""She Loves You"" topped the UK charts.",The Beatles,0.9989216829021642,1.0119169122452571e-05,1.0,0.9989216829021642,-2.567283273156742,0.4697598654204245,3.538114615113269e-05,-10.2493314743042,0.3535800277631094,-1.1311522722244263,13.030376338155122,0.18841720925608693,10.243762771483352,1.2526883250612044,-30.807399277880904,-8.893330133058411,-2.86453807499056,0.45240977164143326,3.538114615113269e-05,-10.2493314743042,0.3535800277631094,-1.1311522722244263,17.54094872999326,0.18537225991060416,11.529649433368132,1.001203064565736,-28.6453807499056,-9.05846476124438
The Beatles began to gain popularity in Europe.,The Beatles,0.9621779944651268,0.0290552554949603,1.0,0.9621779944651268,-2.9103916726178594,0.30766532646531225,0.0004650025650719363,-7.673467636108398,0.0497607473083956,-3.0005288124084473,18.363989830586764,0.15265775013299107,5.8288303398912396,0.9851395540904557,-26.193525053560734,-8.731175017853579,-3.446608847628037,0.3169598750659628,0.0004650025650719363,-7.673467636108398,0.020321808483191352,-4.025283932685852,31.393750599991684,0.1857206650254626,7.2709634100538105,0.33836945491960246,-20.679653085768223,-8.442433019650627
The Beatles began to gain popularity in the US.,The Beatles,0.9948367819703884,0.0,1.0,0.9948367819703884,-2.5007149517536162,0.3436683208036736,0.00046500323026391717,-7.673466205596924,0.08870144867329852,-2.4698243141174316,12.191206970443753,0.14292085312331998,5.439059819834931,1.4043766350414932,-25.007149517536163,-7.907955026379507,-3.168405537803968,0.32540461152270844,0.00046500323026391717,-7.673466205596924,0.04602997079918075,-3.1429344415664673,23.76955446956087,0.18091676219218247,7.111334706711911,0.45967984689273006,-19.010433226823807,-7.760976865828239
The Beatles' music captured the hearts of millions.,The Beatles,0.9954954410961744,0.0,1.0,0.9954954410961744,-2.4892480187118053,0.42751045106433516,2.022797474766807e-05,-10.808444023132324,0.4220583695731006,-0.8649064302444458,12.052209675815988,0.13687104980189096,10.861978066860441,1.6800210826892463,-24.892480187118053,-7.8716934001907415,-3.2250654314245497,0.330120844689176,2.022797474766807e-05,-10.808444023132324,0.39349830419384235,-0.9326785206794739,25.155220043853706,0.10151288889396035,13.299854201002601,1.285843234301759,-22.575458019971848,-8.53272109346059
The Beatles' charm captured the hearts of millions.,The Beatles,0.9923516720554576,0.0,1.0,0.9923516720554576,-3.9515028236433865,0.4141165432007205,1.1370110837592875e-07,-15.989692687988281,0.25590914384970953,-1.54243203997612,52.0134752088939,0.16765534878722432,28.502903686820694,1.1833675458618378,-39.515028236433864,-12.495749103299751,-5.305173365133149,0.31786742056175205,1.1370110837592875e-07,-15.989692687988281,0.04242775038855657,-3.1599526405334473,201.3759109492621,0.1478108838559585,34.20743445030827,0.75351375217801,-37.136213555932045,-14.036169386225975
The Beatles became a global phenomenon.,The Beatles,0.9977210242175268,0.0,1.0,0.9977210242175268,-2.327986139804125,0.3413128533943475,0.0012591917974772377,-6.677285194396973,0.12269704576244359,-2.098037004470825,10.257264023489604,0.14960131742893162,4.628106763309943,1.0553220804017993,-16.295902978628874,-6.159272381526958,-2.545649292320013,0.4058382711970657,0.0012591917974772377,-6.677285194396973,0.12269704576244359,-2.098037004470825,12.751504852923782,0.19319835604899657,6.257026117101046,0.46173240773855856,-12.728246461600065,-5.692244864501782
The Beatles' music influenced the youth of the 1960s.,The Beatles,0.9982248928696054,0.0,1.0,0.9982248928696054,-1.5966838356751916,0.5356285521209864,0.00036405981146040995,-7.918192386627197,0.6292817074905517,-0.4904031753540039,4.936634559005022,0.1692182587545011,4.707205445489415,1.8209755129789524,-22.35357369945268,-5.9742438680966305,-1.8612014044978422,0.5394054471762885,0.00036405981146040995,-7.918192386627197,0.6900398004141305,-0.41750212758779526,6.431458915459741,0.19177669592244156,6.064712475873089,0.947807410876379,-18.612014044978423,-5.885635622517538
The Beatles' fashion influenced the youth of the 1960s.,The Beatles,0.9989865186195156,0.0,1.0,0.9989865186195156,-2.0363892200080693,0.503910285792165,1.950890883726365e-06,-13.147224426269531,0.5834776716705525,-0.5406008064746857,7.662890174822752,0.1607621871634362,11.133582564089796,2.035138531446275,-28.509449080112972,-7.619470767390018,-2.5324246719959773,0.47703666298810543,1.950890883726365e-06,-13.147224426269531,0.36426887716983974,-1.1566523909568787,12.583981202538206,0.18896383670356234,14.467883782036427,1.1216709713912603,-25.324246719959774,-8.008229966312115
The Beatles' hairstyles influenced the youth of the 1960s.,The Beatles,0.997719957654322,0.0,1.0,0.997719957654322,-2.122676969335901,0.5079470923911785,3.133557080929478e-06,-12.673341751098633,0.6444242279843059,-0.4394274950027466,8.353469565082326,0.17317240425676259,10.736372018707455,1.7276834649608335,-29.717477570702613,-7.9423299620505965,-2.66152199762364,0.4768789941505297,3.133557080929478e-06,-12.673341751098633,0.3752297218624442,-1.5413902401924133,14.3180645836273,0.20381706499136562,13.749826331571782,0.8524623559484925,-26.615219976236403,-8.416471555131956
The Beatles' iconic mop-top hairstyle influenced the youth of the 1960s.,The Beatles,0.9995046360732436,0.0,1.0,0.9995046360732436,-2.3859648384493672,0.4758395137970511,1.599473363692524e-05,-11.043251037597656,0.4891162610733802,-0.7151550650596619,10.869544962152247,0.17613494498041657,9.465832036480107,1.984144799569999,-40.561402253639244,-9.83758504793652,-2.8657817152701544,0.4500865392694048,1.599473363692524e-05,-11.043251037597656,0.18963248040420042,-1.6626673936843872,17.562776930777677,0.19905732826748532,11.200737374505538,1.0763568439129043,-37.255162298512005,-10.332722918693683
They performed on the Ed Sullivan Show.,The Beatles,0.9981688290431048,0.0,1.0,0.9981688290431048,-2.4374868913610044,0.38132425356248356,0.0011977349407045204,-6.727323055267334,0.2664994631691141,-2.000035136938095,11.444243944885399,0.1591015729645371,5.382729558821936,1.0191492576879324,-19.499895130888035,-6.894254039738734,-2.5824431736097417,0.4196308870659393,0.0011977349407045204,-6.727323055267334,0.2715263013828497,-1.9900033473968506,13.229420478931381,0.18868207389891178,6.52820114053619,0.5500315498036107,-15.494659041658451,-6.325668065077501
They performed on the Ed Sullivan Show in 1964.,The Beatles,0.9990860934671892,0.0,1.0,0.9990860934671892,-1.8007714810973994,0.48213950432352665,0.0011977320850852975,-6.727325439453125,0.5011074087394275,-0.6909851431846619,6.054316453864649,0.16149325363699657,4.449687155200635,1.677103144307689,-21.609257773168792,-6.238055396163508,-1.719466701217041,0.5704320279092764,0.0011977320850852975,-6.727325439453125,0.7307998353780957,-0.31361567974090576,5.581551036042649,0.17080964126117545,5.528812421765762,0.9547029524516452,-15.475200310953369,-5.158400103651123
This performance helped launch the British Invasion.,The Beatles,0.99928424827256,0.0,1.0,0.99928424827256,-3.9581763022579253,0.2158297969262405,8.467744363732141e-05,-9.37666130065918,0.04968285342587253,-3.195514678955078,52.3617468224195,0.10534954955899811,10.235416683952987,0.9888495109651132,-31.665410418063402,-11.19541321783389,-4.420859526842833,0.17708441810931183,8.467744363732141e-05,-9.37666130065918,0.021542910984083088,-3.8377084732055664,83.16773955014777,0.10838985017294513,9.985012936876542,0.6384706301179213,-30.946016687899828,-11.69649488917681
