concept,title,true_score,false_score,ground_truth,confidence,unc_mean_logprobs,unc_mean_probs,unc_min_prob,unc_min_logprob,unc_median_prob,unc_median_logprobs,unc_PPL,unc_var_prob,unc_var_logprob,unc_entropy,unc_log_likelihood,unc_sqrt_normalized_log_likelihood,unc_mean_logprobs_no_stopwords,unc_mean_probs_no_stopwords,unc_min_prob_no_stopwords,unc_min_logprob_no_stopwords,unc_median_prob_no_stopwords,unc_median_logprobs_no_stopwords,unc_PPL_no_stopwords,unc_var_prob_no_stopwords,unc_var_logprob_no_stopwords,unc_entropy_no_stopwords,unc_log_likelihood_no_stopwords,unc_sqrt_normalized_log_likelihood_no_stopwords
"He was born in Vinci, Italy.",Leonardo da Vinci,0.9953728275014032,0.0,1.0,0.9953728275014032,-1.516898890491575,0.46229729446993334,0.018204745119183945,-4.006072998046875,0.46131781112796677,-1.0354133546352386,4.5580681866771435,0.15511322020377658,2.1297183429711497,1.2432383951618848,-12.1351911239326,-4.290437967363771,-1.9568429955591757,0.34174372077495235,0.018204745119183945,-4.006072998046875,0.11596379263563046,-2.261247992515564,7.076949799234593,0.14713745714545334,2.0631313293962097,0.92978389363001,-11.741057973355055,-4.79326684585931
He apprenticed with the artist Andrea del Verrocchio.,Leonardo da Vinci,0.9995273745925912,0.0,1.0,0.9995273745925912,-1.9881616799805972,0.615531373414365,1.4257132860395944e-06,-13.460838317871094,0.8775565058091093,-0.13587523810565472,7.3020978237029635,0.18046953415197417,13.870393206561426,1.1188096855940004,-23.857940159767168,-6.8871940867757795,-2.144785007092287,0.6783922802311185,1.4257132860395944e-06,-13.460838317871094,0.9810384362868743,-0.019241137662902474,8.540204956411438,0.192668398316925,16.495221758752024,0.3990245491593658,-21.44785007092287,-6.782405713792017
He spent his final years in France.,Leonardo da Vinci,0.9974443715927688,0.0,1.0,0.9974443715927688,-2.7032851316034794,0.30850588639252546,0.000950420306674658,-6.958606243133545,0.11099172286255368,-2.5152294635772705,14.928693981508086,0.13077726282578214,5.213030360462228,1.1304482055259308,-21.626281052827835,-7.646044992150355,-3.065177457673209,0.23205929279128162,0.000950420306674658,-6.958606243133545,0.03494336901646149,-3.3540265560150146,21.438266034451065,0.1027070755578811,4.910020538040127,0.9869979840952059,-21.456242203712463,-8.109697277284521
Leonardo da Vinci was a true Renaissance man.,Leonardo da Vinci,0.9852261532059916,0.0,1.0,0.9852261532059916,-1.1364062457230628,0.5738518990070157,0.012847774235245014,-4.354584693908691,0.5933078603722598,-0.5220418572425842,3.1155516950509154,0.14714586011951708,2.0474741585318563,1.361759868788047,-10.227656211507565,-3.4092187371691884,-1.3573937218887815,0.5365401858784972,0.012847774235245014,-4.354584693908691,0.5687534255937167,-0.5643082857131958,3.886051959795085,0.17939394074985754,2.405475700496143,0.8857660003577945,-9.50175605322147,-3.5913262193180877
Leonardo da Vinci lived from 1452 to 1519.,Leonardo da Vinci,0.9977292161393984,0.0,1.0,0.9977292161393984,-1.2474886598988983,0.6873563426979206,0.0028005519747052172,-5.877938747406006,0.9489138321247607,-0.05243728309869766,3.481588516516537,0.17957737701560325,4.225214064014161,0.7798454440759355,-16.217352578685677,-4.497884328825336,-0.9691443512968941,0.7280464315481653,0.0028005519747052172,-5.877938747406006,0.9606937758140673,-0.04009957239031792,2.6356882709886182,0.16309724629138958,3.1661664331560915,0.6829200791249875,-10.660587864265835,-3.2142881809441817
Leonardo da Vinci was an Italian polymath.,Leonardo da Vinci,0.9990870461961422,0.0,1.0,0.9990870461961422,-1.210956900410464,0.5065531336135178,0.04875166723201171,-3.0210158824920654,0.3202957963957676,-1.1385103464126587,3.3566951392025555,0.16677344658387228,1.3612821138394313,1.4366263421508754,-10.898612103694177,-3.632870701231392,-1.2929226552919968,0.5071788042852232,0.04875166723201171,-3.0210158824920654,0.3202957963957676,-1.1385103464126587,3.643419469206277,0.18674851139473078,1.5717829493539721,0.9527706215069657,-9.050458587043977,-3.4207518103439116
Leonardo da Vinci made lasting impacts in various fields.,Leonardo da Vinci,0.9912263183619296,0.0,1.0,0.9912263183619296,-2.4208091739368682,0.385142714490524,0.0001688117160841829,-8.686726570129395,0.19805851539183167,-1.6266933679580688,11.254962853813632,0.16488605641259216,7.030011296446192,1.426530943544319,-24.208091739368683,-7.655270770271227,-2.522670110458825,0.40324458025673887,0.0001688117160841829,-8.686726570129395,0.1738911081890736,-1.7493259906768799,12.461826733753655,0.179929953905144,7.707367158826691,1.0922896567952187,-22.704030994129425,-7.568010331376475
Leonardo da Vinci made lasting impacts in the field of art.,Leonardo da Vinci,0.9964170547217686,0.0,1.0,0.9964170547217686,-2.3590458179757356,0.3697205027872758,0.0001688118770756576,-8.686725616455078,0.19805901237039641,-1.626690924167633,10.580850576741392,0.15263528995299763,6.304374655179845,1.8602181368910171,-28.30854981570883,-8.171974428233712,-2.8304065661286586,0.3279087223563676,0.0001688118770756576,-8.686725616455078,0.13351222898494824,-2.0135622024536133,16.952351675645193,0.15417523046291373,7.367024479211064,1.1727930094214363,-25.473659095157927,-8.491219698385976
Leonardo da Vinci made lasting impacts in the field of science.,Leonardo da Vinci,0.9918474874567166,0.0,1.0,0.9918474874567166,-2.6219394599641723,0.3249359283536576,0.0001688118770756576,-8.686725616455078,0.1537018344226528,-1.8814431428909302,13.762389321255379,0.15753934972815573,6.127227182135406,1.6252599732938295,-31.463273519570066,-9.082664718055302,-3.1809314221132405,0.26819595644487665,0.0001688118770756576,-8.686725616455078,0.07256552977297367,-2.623265266418457,24.069161664160088,0.15482917911216412,6.769663613093219,0.9378348458242486,-28.628382799019164,-9.54279426633972
Leonardo da Vinci made lasting impacts in the field of engineering.,Leonardo da Vinci,0.968167678612093,0.0,1.0,0.968167678612093,-2.34739452553246,0.3429322664723693,0.0001688118770756576,-8.686725616455078,0.19521149166033935,-1.6396715641021729,10.458285400272516,0.14947084551629128,5.817015200568164,1.9325672353596113,-28.168734306389524,-8.13161316726252,-2.8148715095376247,0.29219107393649235,0.0001688118770756576,-8.686725616455078,0.13351222898494824,-2.0135622024536133,16.69103100425137,0.1466501966653301,6.731796770361033,1.2451421078900304,-25.333843585838622,-8.444614528612874
Leonardo da Vinci made lasting impacts in the field of anatomy.,Leonardo da Vinci,0.9982389083449592,0.0,1.0,0.9982389083449592,-2.419002393409149,0.33147953528160595,0.0001688118770756576,-8.686725616455078,0.1537018344226528,-1.8814431428909302,11.234645965695043,0.15373536115121214,5.72007882865321,1.809904782937107,-29.028028720909788,-8.379670098030727,-2.910348666706543,0.27692076568214113,0.0001688118770756576,-8.686725616455078,0.07256552977297367,-2.623265266418457,18.363200087450625,0.15072825463091308,6.511002555639737,1.1224796554675263,-26.193138000358886,-8.731046000119628
Leonardo da Vinci was an extraordinary individual.,Leonardo da Vinci,0.9855728246258124,0.0,1.0,0.9855728246258124,-2.346122324092903,0.3970392948897309,0.0010432115074825996,-6.865451335906982,0.1633304979504579,-1.8289283514022827,10.444988814292275,0.1808589368553737,5.322944153520246,0.9183706500998896,-18.768978592743224,-6.635836019436939,-2.820137559869181,0.36126464208033643,0.0010432115074825996,-6.865451335906982,0.08084366423769065,-2.7914398908615112,16.779158652262687,0.20374112055281302,6.025592381946474,0.43451474433390275,-16.920825359215087,-6.907898026137141
Da Vinci was widely considered one of the greatest painters of all time.,Leonardo da Vinci,0.9973234129637354,0.0,1.0,0.9973234129637354,-1.586002665871222,0.5799528201116394,0.0002580392843303129,-8.262398719787598,0.7397824074225217,-0.30509839206933975,4.884186130944246,0.1687981458760798,5.653669048013737,1.6343500357771927,-22.20403732219711,-5.934278590200221,-2.172881387034431,0.452399918387895,0.0002580392843303129,-8.262398719787598,0.33249329611473394,-1.218077540397644,8.783556439115083,0.17239311194167015,6.6993455282026275,1.2919369709632769,-21.72881387034431,-6.871254268414663
Da Vinci made significant artistic contributions.,Leonardo da Vinci,0.9842030614083264,0.0,1.0,0.9842030614083264,-3.257048942880439,0.25361096903318553,0.004309516962541499,-5.446929454803467,0.009780383760439753,-4.627376556396484,25.97277678827473,0.13989781332833695,4.587338993942105,0.6437303252191827,-22.799342600163072,-8.61734151082746,-3.257048942880439,0.25361096903318553,0.004309516962541499,-5.446929454803467,0.009780383760439753,-4.627376556396484,25.97277678827473,0.13989781332833695,4.587338993942105,0.6437303252191827,-22.799342600163072,-8.61734151082746
Leonardo da Vinci's most famous works include the Mona Lisa.,Leonardo da Vinci,0.9997863537956015,0.0,1.0,0.9997863537956015,-1.5872502712233352,0.5392200543900231,0.0013835380088281764,-6.58311128616333,0.5465199616342179,-0.718641884624958,4.890283470447742,0.1822454493643327,4.271876746248054,1.4469448643033818,-19.04700325468002,-5.498396228172594,-1.7105444534608978,0.5160829555032523,0.0013835380088281764,-6.58311128616333,0.29931178112393514,-1.2062695026397705,5.531972559458248,0.19238931334960852,4.477811713241599,1.2635823396580366,-18.815988988069876,-5.673234139353342
Leonardo da Vinci's most famous works include The Last Supper.,Leonardo da Vinci,0.9997253547219214,0.0,1.0,0.9997253547219214,-1.9772219672697526,0.49602438556979445,0.0003993336968479022,-7.825713157653809,0.29931163840099,-1.2062699794769287,7.222650330040277,0.18833532213392085,5.960323844661809,1.478861395184563,-25.703885574506785,-7.128975185964875,-1.6942096964656532,0.5369732112907224,0.0003993336968479022,-7.825713157653809,0.5212357188165054,-0.7515570819377899,5.442343162140346,0.1822314500487495,5.415770207849619,1.453937146096453,-20.33051635758784,-5.868914545908715
Leonardo da Vinci's most famous works include Virgin of the Rocks.,Leonardo da Vinci,0.9994057985076706,0.0,1.0,0.9994057985076706,-2.0220979247158257,0.5148332729736385,0.0004609040851823079,-7.682320594787598,0.29931163840099,-1.2062699794769287,7.5541563726331695,0.20231532334161442,6.520512326250578,1.253888815024223,-26.287273021305737,-7.290777751572232,-2.388939736520115,0.42743011298382816,0.0004609040851823079,-7.682320594787598,0.21201685023612923,-1.5510895252227783,10.90192889605811,0.18944126706063555,6.831332917004678,1.2450272394026882,-26.278337101721263,-7.92321675280771
He was a master of sfumato.,Leonardo da Vinci,0.9915518052674466,0.0,1.0,0.9915518052674466,-1.9757450711832563,0.4783376749805764,0.002165879632432893,-6.1349287033081055,0.6337156399978132,-0.4561549425125122,7.2119910992593335,0.1774944424129539,4.60099402204875,0.9794136229541449,-17.781705640649307,-5.927235213549769,-2.8090601402679263,0.3482612412015514,0.002165879632432893,-6.1349287033081055,0.03487001328845955,-3.356410026550293,16.594314559274057,0.2123279314989246,4.812188039179154,0.32079727191763885,-16.85436084160756,-6.880764000447362
Sfumato is a painting technique.,Leonardo da Vinci,0.9986087107415378,0.0,1.0,0.9986087107415378,-2.6990252450535386,0.5236603847486312,1.60285258689533e-05,-11.04114055633545,0.6535218143478234,-0.42537936568260193,14.865234699443477,0.1523502337035535,13.907742130821429,1.084690969379817,-24.291227205481846,-8.097075735160615,-3.373404951874233,0.46888387882261856,1.60285258689533e-05,-11.04114055633545,0.597507298599572,-0.5149887800216675,29.177706798302477,0.18128357471528553,15.8326899438634,0.6108229400117071,-23.613834663119633,-8.925190574173035
Sfumato creates a soft and hazy effect.,Leonardo da Vinci,0.9988215402297334,0.0,1.0,0.9988215402297334,-2.6396669866638454,0.47730668226509376,1.6028464725096116e-05,-11.041144371032715,0.6165994940346258,-0.48564884066581726,14.008537800981042,0.14849017192858316,12.496065879239696,1.6764982643246513,-31.676003839966143,-9.144074671928037,-2.8579663929069117,0.44907016809053246,1.6028464725096116e-05,-11.041144371032715,0.5765556695851898,-0.5506833791732788,17.426053133659558,0.15242166967478285,13.060216299068578,1.488681781897686,-31.43763032197603,-9.478802188717665
Sfumato uses thin glazes of paint layered.,Leonardo da Vinci,0.9791611874590412,0.0008928794326792,1.0,0.9791611874590412,-4.017785182596223,0.3257133039915729,1.6028464725096116e-05,-11.041144371032715,0.0777735067378177,-3.1441248655319214,55.57787456594648,0.14226528932176286,15.133379393945981,1.3670571455151466,-48.21342219115468,-13.918016140308115,-4.325496587971099,0.3070492582640188,1.6028464725096116e-05,-11.041144371032715,0.013037819268767906,-4.339900970458984,75.60304710319822,0.15101833820688035,15.372905449058614,1.0309442612407778,-47.58046246768208,-14.346049214262642
Da Vinci's artistic style was characterized by his use of perspective.,Leonardo da Vinci,0.9979256487464632,1.666706402480735e-05,1.0,0.9979256487464632,-1.9293278135547343,0.40523491023377495,0.0054276216962149725,-5.216254234313965,0.19072601950470033,-1.6569173336029053,6.884880762293308,0.1606398414386668,3.2048450877594825,1.8920328649412217,-25.081261576211546,-6.956290358950422,-2.4545401928480715,0.2688018701969757,0.0054276216962149725,-5.216254234313965,0.11177658457495868,-2.261491894721985,11.641079666410286,0.11743988606647451,2.9531399973353,1.5694608625580386,-24.545401928480715,-7.761937617828842
Da Vinci's artistic style was characterized by his use of proportion.,Leonardo da Vinci,0.9980697758832336,2.425392737707624e-05,1.0,0.9980697758832336,-2.4064816833303597,0.4022725732714868,0.0005162890155895906,-7.568843841552734,0.19072601950470033,-1.6569173336029053,11.09485717438298,0.16295913167077208,6.432612298319918,1.7506626342219815,-31.284261883294675,-8.676693102712507,-3.0748402235563845,0.26495083214600107,0.0005162890155895906,-7.568843841552734,0.11177658457495868,-2.261491894721985,21.646423046705454,0.11940072328931917,6.408865293033455,1.4280906318387985,-30.748402235563844,-9.7234985475395
Da Vinci's artistic style was characterized by his use of realism.,Leonardo da Vinci,0.9959109858778534,0.0,1.0,0.9959109858778534,-2.064478979737032,0.40473789641614394,0.0018301765905540724,-6.303342819213867,0.19072601950470033,-1.6569173336029053,7.881190567764651,0.16104879580993858,4.149966334863556,1.8597780648267597,-26.83822673658142,-7.443584818559452,-2.6302367088850587,0.2681557522340554,0.0018301765905540724,-6.303342819213867,0.11177658457495868,-2.261491894721985,13.877054335446937,0.11779512673445403,3.990117971416953,1.5372060624435766,-26.302367088850588,-8.317538785462022
Da Vinci was a pioneer in the field of anatomy.,Leonardo da Vinci,0.9973542430007852,0.0,1.0,0.9973542430007852,-1.4764171175775118,0.552426387022847,0.005263727688207985,-5.246915817260742,0.6762680867417714,-0.39116570353507996,4.37723443563509,0.1476280431411179,3.777799361822724,1.5709660981436313,-16.24058829335263,-4.896721613062639,-2.4791326059494168,0.3666713353258783,0.005263727688207985,-5.246915817260742,0.1446215635026981,-2.1535776257514954,11.9309111269772,0.1764719689591248,4.6823714579090465,0.6556476374464759,-14.8747956356965,-6.072609889272427
Da Vinci was a pioneer in the field of engineering.,Leonardo da Vinci,0.9868682852979386,0.0,1.0,0.9868682852979386,-1.6010852497526107,0.5382265172861476,0.005263727688207985,-5.246915817260742,0.6762680867417714,-0.39116570353507996,4.958410619422919,0.15894658808023301,3.979541844369857,1.4115552016164632,-17.611937747278716,-5.310199030801875,-2.707690848270431,0.34063824080859595,0.005263727688207985,-5.246915817260742,0.06652227995085129,-2.8392523527145386,14.994610675915748,0.1872430215858989,4.570129955801957,0.4962367409193078,-16.246145089622587,-6.632460959466305
Leonardo da Vinci made detailed drawings of the human body.,Leonardo da Vinci,0.996480728204491,0.0,1.0,0.996480728204491,-1.6306819733561662,0.5863378160445124,0.0016141412183178282,-6.428952217102051,0.8245850057349539,-0.19287504255771637,5.1073566122524,0.17746271987146586,5.095764191478067,1.0594454792276178,-17.93750170691783,-5.408360258018725,-1.93981180389609,0.5383166888854279,0.0016141412183178282,-6.428952217102051,0.8245850057349539,-0.19287504255771637,6.957441484040522,0.19874525127285822,5.693850397270385,0.7370798316182753,-17.45830623506481,-5.8194354116882705
Leonardo da Vinci studied the inner workings of the human body.,Leonardo da Vinci,0.997031112688284,0.0,1.0,0.997031112688284,-1.7534478124707675,0.5829603216186315,0.0009854596440834495,-6.922402381896973,0.9107247932107567,-0.09353293478488922,5.7744777098826505,0.2002874593476243,5.892261005485725,0.9263665930233556,-21.04137374964921,-6.074121399239749,-2.0750654065349305,0.5541682941520878,0.0009854596440834495,-6.922402381896973,0.9162516264891328,-0.08746425062417984,7.965067409457546,0.20994203523136976,7.07867093404156,0.6000571843229116,-18.675588658814377,-6.2251962196047925
Leonardo da Vinci designed flying machines.,Leonardo da Vinci,0.9918934561896602,0.0,1.0,0.9918934561896602,-2.0131771554889775,0.4526976666737527,0.005560887683951938,-5.191997528076172,0.13351226081674797,-2.013561964035034,7.487067175465451,0.21484132616702425,3.7783131791562163,0.5711993340830278,-14.092240088422841,-5.326366098540245,-2.0131771554889775,0.4526976666737527,0.005560887683951938,-5.191997528076172,0.13351226081674797,-2.013561964035034,7.487067175465451,0.21484132616702425,3.7783131791562163,0.5711993340830278,-14.092240088422841,-5.326366098540245
Leonardo da Vinci designed armored vehicles.,Leonardo da Vinci,0.9910464439585612,0.0,1.0,0.9910464439585612,-3.2483623662150682,0.4159382972918122,8.877077935280205e-06,-11.632038116455078,0.13351226081674797,-2.013561964035034,25.748139349189024,0.1942726650726638,15.080156246018417,0.6164270398093921,-22.738536563505477,-8.594358989226391,-3.2483623662150682,0.4159382972918122,8.877077935280205e-06,-11.632038116455078,0.13351226081674797,-2.013561964035034,25.748139349189024,0.1942726650726638,15.080156246018417,0.6164270398093921,-22.738536563505477,-8.594358989226391
Leonardo da Vinci was centuries ahead of his time.,Leonardo da Vinci,0.969805101462914,0.0,1.0,0.969805101462914,-1.8966148154031544,0.6974224465224819,8.999667900537803e-07,-13.920907974243164,0.9852525799216071,-0.014892094302922487,6.663299720625951,0.17509498944485496,16.970822800831098,0.6422413688991189,-18.966148154031544,-5.99762266069377,-2.3452019566948366,0.6449150566412635,8.999667900537803e-07,-13.920907974243164,0.9852525799216071,-0.014892094302922487,10.435380009607996,0.20297338419639877,20.204796133042436,0.4753053968871607,-18.761615653558692,-6.633232827323515
Leonardo da Vinci made scientific observations.,Leonardo da Vinci,0.9978962102742536,0.0,1.0,0.9978962102742536,-3.1395049601778737,0.320450726490756,0.0015769902885324329,-6.452237129211426,0.10732219878956527,-2.231919765472412,23.092432355082853,0.18533163119938284,6.477249938485292,0.5662651923472287,-21.976534721245116,-8.306349364484394,-3.1395049601778737,0.320450726490756,0.0015769902885324329,-6.452237129211426,0.10732219878956527,-2.231919765472412,23.092432355082853,0.18533163119938284,6.477249938485292,0.5662651923472287,-21.976534721245116,-8.306349364484394
Leonardo da Vinci developed theories.,Leonardo da Vinci,0.9957192426740072,0.0,1.0,0.9957192426740072,-4.437916178999633,0.3549857782649375,2.7461052945459815e-05,-10.502741813659668,0.06812578149732314,-3.956807017326355,84.59846980181761,0.20808511263621307,16.385933459616318,0.294145423902798,-26.6274970739978,-10.870630159791117,-4.437916178999633,0.3549857782649375,2.7461052945459815e-05,-10.502741813659668,0.06812578149732314,-3.956807017326355,84.59846980181761,0.20808511263621307,16.385933459616318,0.294145423902798,-26.6274970739978,-10.870630159791117
Leonardo da Vinci's scientific observations were ahead of his contemporaries.,Leonardo da Vinci,0.9896544897705732,0.0,1.0,0.9896544897705732,-2.4236572417145137,0.43220071998932874,0.0003568079031731612,-7.938313007354736,0.13351232448037018,-2.013561487197876,11.287063441482237,0.19423252405869862,6.765195930275041,1.2719339730145334,-31.50754414228868,-8.7386204591513,-2.800752640959135,0.3747075936218161,0.0003568079031731612,-7.938313007354736,0.07089949243222808,-2.6464920043945312,16.457028344670704,0.19657631229571335,7.048730937625786,0.9242233298907433,-30.80827905055048,-9.289045640658422
Leonardo da Vinci's theories were ahead of his contemporaries.,Leonardo da Vinci,0.988157035549976,0.0,1.0,0.988157035549976,-2.7118878896926617,0.425045233923274,3.7827286207981233e-05,-10.182479858398438,0.11260458529218834,-2.2014142274856567,15.057675929197618,0.2043729748022057,9.422564151147844,1.0287373546088057,-32.54265467631194,-9.394255218756866,-2.95098220996224,0.40526519448023135,3.7827286207981233e-05,-10.182479858398438,0.11260458529218834,-2.2014142274856567,19.124729005444337,0.1976321018428428,10.50436036266273,0.8822862854291511,-29.509822099622397,-9.331825118117903
Leonardo da Vinci's work laid the foundation for modern scientific inquiry.,Leonardo da Vinci,0.9802538012303248,0.0,1.0,0.9802538012303248,-2.0635648100270862,0.431555819635884,0.000533362251087313,-7.536309719085693,0.15253203636187,-1.880380630493164,7.873989114246151,0.17981098424706687,4.882108454398541,1.6180230597590506,-26.82634253035212,-7.440288732795766,-2.4369804855596158,0.32997154449442645,0.000533362251087313,-7.536309719085693,0.13351232448037018,-2.013561487197876,11.438449980531603,0.14542792012749384,4.863409203178983,1.5986572651214739,-26.806785341155773,-8.082549892019362
Da Vinci conceptualized the idea of a helicopter.,Leonardo da Vinci,0.9974567080610452,0.0,1.0,0.9974567080610452,-2.4688277652021497,0.42960231787425834,1.3491555090265159e-05,-11.213446617126465,0.3189976523729588,-1.145790457725525,11.808596287693689,0.15403767845834362,10.978953482651715,1.5425176563410847,-24.688277652021497,-7.807118888702183,-3.286551170250667,0.34819408732910434,1.3491555090265159e-05,-11.213446617126465,0.12392946125910541,-2.088042736053467,26.750446646035222,0.1721787332821417,13.383335070501486,0.798714443941636,-23.00585819175467,-8.695397067571566
Da Vinci conceptualized the idea of a parachute.,Leonardo da Vinci,0.992514644863181,0.0,1.0,0.992514644863181,-2.879515235638246,0.40116235138825684,1.3491555090265159e-05,-11.213446617126465,0.2342405634993375,-1.5767769813537598,17.805639547651786,0.16909496337934565,11.526448979847569,1.21652794327172,-28.79515235638246,-9.105826701773312,-3.8732475565879474,0.3075655637776737,1.3491555090265159e-05,-11.213446617126465,0.04400986083159416,-3.1233415603637695,48.09833478163229,0.1865789448103857,13.102696966613866,0.47272473087227107,-27.11273289611563,-10.247649800920284
